param#0 	 param#1 	 dist 	  wgt 
0.801653 	1.169289 	3.613508 	0.010000 	
0.732881 	1.477691 	2.554246 	0.010000 	
0.813403 	1.682993 	6.788719 	0.010000 	
0.731625 	1.532282 	43.945182 	0.010000 	
0.879691 	1.187050 	0.971714 	0.010000 	
0.935566 	1.682445 	8.703691 	0.010000 	
0.761044 	1.465196 	9.342297 	0.010000 	
0.705389 	1.705705 	1.016054 	0.010000 	
0.849162 	1.155098 	0.758374 	0.010000 	
0.853042 	1.258367 	1.927478 	0.010000 	
0.845728 	1.458380 	1.160550 	0.010000 	
0.799825 	1.479413 	1.127350 	0.010000 	
0.778868 	1.505934 	1.621692 	0.010000 	
0.804516 	1.163034 	0.887384 	0.010000 	
0.811267 	1.190180 	0.928239 	0.010000 	
0.745311 	1.849768 	2.127848 	0.010000 	
0.795417 	1.727470 	11.352246 	0.010000 	
0.771511 	1.736365 	3.477384 	0.010000 	
0.715662 	1.346406 	1.692077 	0.010000 	
0.811546 	1.659046 	0.898582 	0.010000 	
0.932793 	1.647017 	2.928612 	0.010000 	
0.742371 	1.520882 	1.537052 	0.010000 	
0.902526 	1.602010 	4.081102 	0.010000 	
0.672932 	1.506204 	4.672505 	0.010000 	
0.762959 	1.774263 	1.184160 	0.010000 	
0.715308 	1.744074 	1.877614 	0.010000 	
0.879677 	1.599802 	12.322567 	0.010000 	
0.688991 	1.210251 	1.227692 	0.010000 	
0.912466 	1.742351 	38.852068 	0.010000 	
0.796762 	1.594724 	1.525374 	0.010000 	
0.760780 	1.280742 	0.760258 	0.010000 	
0.844739 	1.325390 	2.088804 	0.010000 	
0.844820 	1.230442 	0.754155 	0.010000 	
0.739783 	1.810295 	1.608450 	0.010000 	
0.720427 	1.208497 	0.828996 	0.010000 	
0.907211 	1.815954 	1.399394 	0.010000 	
0.772778 	1.551305 	2.716401 	0.010000 	
0.885414 	1.394957 	2.851611 	0.010000 	
0.953428 	1.386063 	1.251270 	0.010000 	
0.748275 	1.412379 	0.993869 	0.010000 	
0.845488 	1.404748 	1.054160 	0.010000 	
0.818074 	1.206625 	0.966146 	0.010000 	
0.688011 	1.860741 	3.225671 	0.010000 	
0.670380 	1.717284 	16.033926 	0.010000 	
0.781542 	1.776797 	1.865848 	0.010000 	
0.728969 	1.711023 	1.052825 	0.010000 	
0.710901 	1.548788 	2.023650 	0.010000 	
0.741072 	1.769665 	7.902497 	0.010000 	
0.948562 	1.542883 	1.704810 	0.010000 	
0.811424 	1.166403 	0.830508 	0.010000 	
0.908238 	1.642590 	2.460342 	0.010000 	
0.685740 	1.342488 	1.019114 	0.010000 	
0.742351 	1.315356 	0.981877 	0.010000 	
0.792985 	1.277227 	2.781783 	0.010000 	
0.672111 	1.743914 	1.217125 	0.010000 	
0.721037 	1.623712 	4.122642 	0.010000 	
0.948818 	1.539114 	2.524343 	0.010000 	
0.692617 	1.296024 	0.825803 	0.010000 	
0.675859 	1.316792 	8.041937 	0.010000 	
0.677521 	1.859311 	3.313892 	0.010000 	
0.856627 	1.752648 	61.614590 	0.010000 	
0.918399 	1.529932 	4.948097 	0.010000 	
0.800611 	1.683204 	1.140765 	0.010000 	
0.686483 	1.293468 	0.719046 	0.010000 	
0.849193 	1.802949 	1.508877 	0.010000 	
0.771834 	1.567422 	0.973950 	0.010000 	
0.915242 	1.270579 	6.431713 	0.010000 	
0.701590 	1.647873 	2.224972 	0.010000 	
0.931286 	1.405309 	1.456122 	0.010000 	
0.854062 	1.497025 	0.834338 	0.010000 	
0.914528 	1.267070 	1.022598 	0.010000 	
0.944385 	1.369900 	12.921099 	0.010000 	
0.837142 	1.255873 	0.712955 	0.010000 	
0.763692 	1.707396 	4.754858 	0.010000 	
0.718537 	1.299763 	1.136056 	0.010000 	
0.942907 	1.778265 	62.610509 	0.010000 	
0.768172 	1.683561 	1.950199 	0.010000 	
0.812332 	1.377233 	11.177766 	0.010000 	
0.862145 	1.257692 	1.711969 	0.010000 	
0.918993 	1.591518 	0.995741 	0.010000 	
0.742214 	1.659044 	0.738767 	0.010000 	
0.746101 	1.746837 	1.000770 	0.010000 	
0.746501 	1.254389 	1.497640 	0.010000 	
0.685019 	1.548084 	1.364105 	0.010000 	
0.729267 	1.661378 	3.420455 	0.010000 	
0.934861 	1.578021 	2.163385 	0.010000 	
0.719496 	1.349225 	1.817361 	0.010000 	
0.927807 	1.787156 	7.922631 	0.010000 	
0.845993 	1.742616 	5.285492 	0.010000 	
0.803185 	1.811731 	13.854719 	0.010000 	
0.913264 	1.699525 	1.751842 	0.010000 	
0.739802 	1.280838 	0.917282 	0.010000 	
0.721472 	1.541656 	6.318790 	0.010000 	
0.908909 	1.456041 	3.599194 	0.010000 	
0.774446 	1.200251 	0.960541 	0.010000 	
0.832525 	1.357914 	1.328225 	0.010000 	
0.840378 	1.397836 	18.486559 	0.010000 	
0.833979 	1.164675 	0.846988 	0.010000 	
0.698982 	1.400987 	3.014826 	0.010000 	
0.672349 	1.333116 	1.933840 	0.010000 	
0.761847 	1.076079 	0.850659 	0.000000 	
1.012632 	1.037713 	0.765864 	0.000000 	
1.002447 	1.365044 	1.285193 	0.000000 	
0.769455 	1.091833 	1.208199 	0.000000 	
0.861848 	1.439970 	1.411238 	0.025661 	
1.026888 	1.039234 	0.740296 	0.000000 	
0.838387 	1.701044 	1.172442 	0.027493 	
0.944899 	1.323227 	1.552648 	0.041490 	
0.904236 	1.645016 	2.360050 	0.031739 	
0.930245 	0.970163 	0.734263 	0.000000 	
0.998094 	1.096451 	1.086172 	0.000000 	
0.845535 	1.662311 	2.386653 	0.026588 	
0.924956 	1.700043 	2.080320 	0.037511 	
1.001186 	0.930773 	0.868023 	0.000000 	
1.006939 	1.228116 	0.977370 	0.000000 	
