DateTime,NelsonWeir_Discharge,BigelowLower_Discharge,BigelowUpper_Discharge,HF001_Precipitation,HF001_AirTemperature,HF001_SolarRadiation,HF001_RelativeHumidity,HF001_WindDirection,HF001_WindSpeed,HF155_SWE,Shaler_SWE,LittleProspectHill_SWE,Hemlock_SWE,Shaler_SnowDepth,LittleProspectHill_SnowDepth,Hemlock_SnowDepth,HF006_SoilMoisture_trenched,HF006_SoilMoisture_control,HF001_SoilTemperature_10cm
2007-12-21,1.21,2.48,0.64,0.0,-5.5,1.7,93.0,65.0,1.4,,,,,,,,,,2.7
2007-12-22,1.19,2.46,0.64,0.0,-3.0,1.8,91.0,97.0,1.4,,,,,,,,,,2.6
2007-12-23,5.16,4.75,2.52,17.8,5.3,2.0,94.0,156.0,3.1,,,,,,,,,,2.6
2007-12-24,21.62,30.91,7.59,0.0,0.8,4.9,60.0,261.0,3.1,,,,,,,,,,2.4
2007-12-25,11.89,12.27,1.67,0.0,-1.2,4.6,75.0,268.0,1.7,,,,,,,,,,2.1
2007-12-26,8.37,7.31,1.29,0.0,-1.7,5.7,80.0,47.0,1.1,,,,,,,,,,1.9
2007-12-27,6.44,6.19,1.17,7.9,-0.5,0.9,95.0,59.0,1.2,,,,,,,,,,1.9
2007-12-28,6.36,5.94,1.4,0.0,0.7,5.8,91.0,235.0,1.2,,,,,,,,,,2.0
2007-12-29,10.13,10.47,2.65,5.3,2.2,4.6,86.0,214.0,2.0,,,,,,,,,,2.0
2007-12-30,9.04,10.86,1.78,2.3,0.0,4.2,73.0,258.0,1.3,,,,,,,,,,2.0
2007-12-31,7.14,8.3,1.42,11.4,-2.0,0.6,96.0,274.0,1.5,,,,,,,,,,2.0
2008-01-01,5.81,6.84,1.26,6.3,-3.6,0.7,93.0,85.0,1.5,,,,,,,,,,2.0
2008-01-02,4.93,6.19,1.17,0.0,-8.3,4.1,80.0,305.0,1.8,,,,,,,,,,2.1
2008-01-03,4.27,5.4,1.2,0.0,-16.8,8.4,64.0,308.0,1.5,,,,,,,,,,2.1
2008-01-04,3.85,5.26,1.25,0.0,-10.8,5.8,71.0,244.0,1.4,,,,,,,,,,2.0
2008-01-05,3.04,4.69,1.2,0.0,-2.6,5.2,58.0,207.0,1.2,,,,,,,,,,2.0
2008-01-06,2.9,4.7,1.09,0.0,1.9,3.9,81.0,223.0,1.0,,,,,,,,,,2.0
2008-01-07,3.54,5.16,1.25,0.0,6.0,3.6,83.0,202.0,1.2,,,,,,,,,,2.0
2008-01-08,7.27,8.09,2.65,0.0,10.5,6.8,81.0,199.0,1.9,,,,,,,,,,1.9
2008-01-09,22.67,33.52,8.85,0.5,8.9,3.5,71.0,233.0,3.7,,,,,,,,,,2.1
2008-01-10,20.66,28.54,3.73,0.0,1.9,6.8,64.0,268.0,1.6,,,,,,,,,,2.0
2008-01-11,26.67,30.9,9.97,23.1,1.5,0.8,92.0,88.0,1.9,,,,,,,,,,2.0
2008-01-12,28.38,42.2,5.76,0.0,1.1,6.6,83.0,272.0,1.0,,,,,,,,,,2.3
2008-01-13,20.24,20.84,3.19,0.0,0.0,7.6,74.0,73.0,1.6,,,,,,,,,,1.8
2008-01-14,15.47,16.64,2.74,24.4,-2.8,1.1,96.0,40.0,1.4,,,,,,,,,,1.7
2008-01-15,11.88,13.73,2.48,0.3,-4.5,2.0,97.0,305.0,0.9,,,,,,,,,,1.8
2008-01-16,9.81,12.13,2.3,0.0,-6.4,9.2,71.0,309.0,1.5,,,,,,,,,,1.9
2008-01-17,7.95,10.44,2.18,0.5,-6.2,5.1,65.0,120.0,1.4,,,,,,,,,,2.0
2008-01-18,10.79,14.65,3.86,12.2,-0.1,6.5,80.0,265.0,2.4,,,,,,,,,,1.9
2008-01-19,11.13,17.14,3.12,0.0,-4.3,6.5,58.0,243.0,1.5,,,,,,,,,,1.9
2008-01-20,8.8,12.43,2.5,0.0,-9.3,7.7,54.0,276.0,2.3,,,,,,,,,,1.8
2008-01-21,7.16,9.87,2.27,0.0,-12.1,9.0,61.0,260.0,1.7,,,,,,,,,,1.6
2008-01-22,6.32,9.18,2.28,0.3,-5.0,6.2,68.0,206.0,2.6,,,,,,,,,,1.3
2008-01-23,5.14,9.06,2.19,0.0,-4.0,9.6,57.0,268.0,2.2,,,,,,,,,,1.2
2008-01-24,4.7,8.57,2.11,0.0,-7.7,6.1,67.0,264.0,1.0,,,,,,,,,,1.2
2008-01-25,4.21,7.57,2.08,0.0,-9.2,9.1,62.0,270.0,1.7,,,,,,,,,,1.1
2008-01-26,3.92,7.18,2.05,0.0,-6.7,6.9,70.0,210.0,0.8,,,,,,,,,,0.9
2008-01-27,3.55,7.15,2.03,0.3,-5.4,2.9,82.0,52.0,1.9,,,,,,,,,,0.9
2008-01-28,3.45,6.94,2.02,0.0,-3.9,10.2,66.0,326.0,2.1,,,,,,,,,,0.9
2008-01-29,3.38,6.8,1.98,0.0,-1.3,6.3,58.0,234.0,1.3,,,,,,,,,,1.0
2008-01-30,4.46,8.82,2.51,4.6,0.3,2.3,82.0,223.0,2.8,,,,,,,,,,1.0
2008-01-31,5.06,8.94,2.28,0.0,-5.2,9.9,55.0,278.0,1.5,,,,,,,,,,1.0
2008-02-01,5.2,8.91,2.55,33.8,-2.3,1.3,78.0,83.0,2.5,,,,,,,,,,0.9
2008-02-02,20.8,32.12,8.89,0.0,0.9,5.1,81.0,267.0,2.8,,,,,,,,,,1.0
2008-02-03,14.78,19.79,3.52,0.0,0.6,7.3,72.0,263.0,1.2,,,,,,,,,,1.0
2008-02-04,11.69,13.8,2.82,0.0,-0.4,4.3,73.0,136.0,0.8,,,,,,,,,,1.1
2008-02-05,20.41,27.98,8.7,18.5,1.6,1.5,96.0,117.0,1.9,,,,,,,,,,1.2
2008-02-06,36.36,70.0,18.34,35.0,2.0,1.1,98.0,73.0,1.7,,,,,,,,,,1.0
2008-02-07,48.81,91.98,17.11,9.1,-2.4,1.2,96.0,87.0,1.8,,,,,,,,,,0.9
2008-02-08,36.07,36.11,5.91,0.3,-3.6,1.4,94.0,353.0,0.6,,,,,,,,,,0.9
2008-02-09,26.7,23.54,4.78,4.3,-3.0,3.9,93.0,143.0,1.4,,,,,,,,,,0.9
2008-02-10,20.71,20.14,4.47,5.1,-3.9,1.8,92.0,254.0,2.6,,,,,,,,,,1.0
2008-02-11,16.88,16.45,4.12,0.0,-12.5,12.0,65.0,273.0,3.5,,,,,,,,,,1.1
2008-02-12,14.05,14.41,3.94,7.1,-10.3,8.5,73.0,243.0,1.1,,,,,,,,,,1.0
2008-02-13,39.48,50.7,42.43,90.2,-1.8,0.6,97.0,56.0,1.4,,,,,,,,,,0.9
2008-02-14,64.31,145.89,19.91,0.0,-3.5,12.7,74.0,300.0,2.3,,,,,,,,,,0.7
2008-02-15,50.23,54.91,9.97,0.0,-2.0,7.5,64.0,252.0,3.1,,,,,,,,,,0.8
2008-02-16,36.55,30.48,7.65,0.0,-8.6,13.1,57.0,287.0,1.5,,,,,,,,,,0.8
2008-02-17,26.42,23.48,6.61,6.9,-3.5,5.3,75.0,173.0,2.6,,,,,,,,,,0.8
2008-02-18,57.29,127.43,44.18,24.1,8.1,0.9,97.0,206.0,3.2,,,,,,,,,,0.5
2008-02-19,70.47,124.45,27.8,0.0,-2.3,9.5,78.0,258.0,2.4,,,,,,,,,,0.4
2008-02-20,50.78,48.93,13.08,0.0,-8.1,10.5,61.0,265.0,2.0,,,,,,,,,,0.5
2008-02-21,36.4,31.91,9.77,0.0,-9.4,14.1,60.0,273.0,1.5,,,,,,,,,,0.4
2008-02-22,26.74,25.01,8.62,9.9,-7.3,2.9,86.0,91.0,1.5,,,,,,,,,,0.3
2008-02-23,21.43,23.77,7.81,1.0,-6.1,2.9,95.0,319.0,0.9,,,,,,,,,,0.3
2008-02-24,17.84,20.83,7.16,0.0,-4.9,12.0,74.0,269.0,1.2,,,,,,,,,,0.3
2008-02-25,15.4,19.01,6.74,0.0,-0.9,13.8,60.0,254.0,1.2,,,,,,,,,,0.3
2008-02-26,13.87,18.72,6.58,20.3,-1.0,4.0,82.0,98.0,1.6,,,,,,,,,,0.4
2008-02-27,15.35,22.36,7.73,0.0,-2.8,3.3,93.0,299.0,1.5,,,,,,,,,,0.4
2008-02-28,13.07,17.97,6.22,0.3,-10.3,12.7,76.0,276.0,2.0,,,,,,,,,,0.4
2008-02-29,11.33,15.44,5.77,1.5,-11.3,15.7,64.0,140.0,1.3,,,,,,,,,,0.4
2008-03-01,10.42,14.76,5.72,6.9,-3.3,5.9,88.0,194.0,2.6,,,,,,,,,,0.4
2008-03-02,9.6,14.25,5.27,0.0,-3.7,15.7,57.0,297.0,2.0,,,,,,,,,,0.5
2008-03-03,8.78,13.35,5.14,0.0,0.4,8.5,62.0,206.0,2.4,,,,,,,,,,0.5
2008-03-04,16.37,22.83,10.04,17.8,4.7,1.9,92.0,195.0,2.5,,,,,,,,,,0.5
2008-03-05,42.97,80.16,25.69,12.7,1.8,3.2,89.0,88.0,4.0,,,,,,,,,,0.3
2008-03-06,37.58,55.95,13.44,0.0,1.3,15.8,63.0,233.0,1.2,,,,,,,,,,0.2
2008-03-07,29.72,33.62,9.97,7.6,1.8,12.8,74.0,92.0,2.0,,,,,,,,,,0.3
2008-03-08,48.22,88.18,37.64,29.5,2.2,1.8,96.0,89.0,2.7,,,,,,,,,,0.3
2008-03-09,71.11,129.92,30.33,0.0,-2.8,16.4,55.0,269.0,4.2,,,,,,,,,,0.3
2008-03-10,50.47,49.87,13.31,0.0,-4.8,17.7,50.0,275.0,2.1,,,,,,,,,,0.3
2008-03-11,36.3,34.47,10.32,0.0,-2.5,17.7,52.0,243.0,1.4,,,,,,,,,,0.2
2008-03-12,28.39,30.12,9.43,5.3,0.0,5.3,86.0,272.0,2.0,,,,,,,,,,0.2
2008-03-13,23.26,26.32,8.45,0.0,-1.8,14.4,46.0,256.0,1.6,,,,,,,,,,0.3
2008-03-14,19.61,23.47,7.93,5.6,2.1,5.6,80.0,145.0,1.3,,,,,,,,,,0.3
2008-03-15,23.73,32.61,11.76,6.1,1.0,4.7,92.0,54.0,1.5,,,,,,,,,,0.4
2008-03-16,22.75,32.43,9.75,0.0,1.1,6.7,78.0,341.0,1.4,,,,,,,,,,0.8
2008-03-17,20.13,26.08,8.5,0.0,-1.6,19.2,45.0,326.0,2.4,,,,,,,,,,1.2
2008-03-18,17.54,22.62,7.72,0.0,-0.6,12.4,44.0,206.0,1.1,,,,,,,,,,1.1
2008-03-19,16.97,23.13,7.82,12.4,0.0,2.0,87.0,108.0,2.3,,,,,,,,,,1.2
2008-03-20,33.4,53.14,18.89,6.6,1.2,5.9,87.0,288.0,2.8,,,,,,,,,,1.9
2008-03-21,29.51,40.83,11.67,0.0,-3.3,19.6,50.0,280.0,4.4,,,,,,,,,,1.9
2008-03-22,23.66,27.91,8.77,0.0,-1.8,19.4,38.0,276.0,2.9,,,,,,,,,,1.4
2008-03-23,19.47,23.27,7.81,0.0,-2.5,20.2,37.0,279.0,1.6,,,,,,,,,,1.3
2008-03-24,16.65,20.76,7.41,0.0,-1.3,18.6,44.0,304.0,1.1,,,,,,,,,,1.5
2008-03-25,15.07,19.67,7.26,0.5,-0.7,20.0,46.0,189.0,2.1,,,,,,,,,,1.8
2008-03-26,15.31,20.36,7.88,0.3,3.8,11.6,65.0,238.0,2.7,,,,,,,,,,2.7
2008-03-27,16.75,22.28,8.47,0.0,2.8,11.2,57.0,233.0,1.3,,,,,,,,,,2.9
2008-03-28,17.71,24.88,8.42,19.3,-0.1,1.5,97.0,64.0,1.5,,,,,,,,,,2.7
2008-03-29,16.01,20.73,6.97,0.0,-4.0,12.0,65.0,305.0,1.8,,,,,,,,,,2.0
2008-03-30,13.87,18.32,6.29,0.0,-1.6,21.8,47.0,337.0,1.4,,,,,,,,,,1.3
2008-03-31,15.03,18.79,7.28,8.6,2.0,3.7,86.0,183.0,2.5,,,,,,,,,,0.9
2008-04-01,40.93,63.02,29.93,9.4,10.9,1.6,97.0,213.0,3.9,,,,,,,,,,2.8
2008-04-02,56.89,95.91,31.45,0.0,1.2,22.1,44.0,282.0,3.5,,,,,,,,,,4.2
2008-04-03,43.27,43.3,14.41,0.0,2.1,20.8,38.0,240.0,2.1,,,,,,,,,,3.6
2008-04-04,42.21,49.49,19.89,15.0,2.7,3.8,92.0,97.0,1.7,,,,,,,,,,3.4
2008-04-05,49.27,72.03,24.23,5.3,4.9,8.2,87.0,355.0,1.4,,,,,,,,,,4.4
2008-04-06,42.96,52.28,16.64,0.3,2.1,3.8,89.0,67.0,2.4,,,,,,,,,,4.2
2008-04-07,36.81,39.27,14.49,0.0,3.2,22.3,69.0,79.0,2.7,,,,,,,,,,4.6
2008-04-08,32.9,37.77,14.18,0.0,5.2,21.9,51.0,89.0,2.0,,,,,,,,,,5.5
2008-04-09,30.44,35.46,13.72,0.0,7.6,16.6,54.0,187.0,1.9,,,,,,,,,,6.1
2008-04-10,32.53,36.68,15.19,0.0,10.8,21.1,58.0,268.0,2.0,,,,,,,,,,7.9
2008-04-11,29.62,35.79,12.98,3.0,5.4,4.6,76.0,122.0,1.0,,,,,,,,,,7.2
2008-04-12,33.6,39.99,16.23,7.1,12.4,13.0,73.0,255.0,1.8,,,,,,,,,,8.3
2008-04-13,28.29,34.15,11.81,1.5,3.5,7.5,73.0,306.0,1.4,,,,,,,,,,7.9
2008-04-14,22.02,25.6,9.23,0.0,2.9,21.3,52.0,321.0,1.6,,,,,,,,,,6.9
2008-04-15,17.2,20.71,7.81,0.0,5.1,24.3,38.0,342.0,1.4,,,,,,,,,,7.1
2008-04-16,13.81,17.77,7.08,0.0,9.3,24.2,32.0,197.0,1.4,,,,,,,,,,7.9
2008-04-17,11.54,15.93,6.61,0.0,12.6,24.3,32.0,80.0,1.5,,,,,,,,,,9.0
2008-04-18,9.76,14.68,6.15,0.0,15.5,23.6,30.0,351.0,1.3,,,,,,,,,,10.1
2008-04-19,8.22,13.48,5.67,0.0,17.0,23.0,35.0,120.0,2.1,,,,,,,,,,11.3
2008-04-20,6.92,12.36,5.32,0.0,12.8,21.3,53.0,118.0,2.4,,,,,,,,,,11.5
2008-04-21,5.91,11.54,5.02,0.0,13.6,21.8,49.0,115.0,1.6,,,,,,,,,,11.8
2008-04-22,5.04,10.66,4.74,0.0,15.2,22.5,34.0,228.0,1.4,,,,,,,,,,12.2
2008-04-23,4.46,10.06,4.5,0.0,17.5,22.4,54.0,246.0,1.4,,,,,,,,,,12.9
2008-04-24,3.9,9.27,4.23,0.0,15.1,23.6,42.0,328.0,1.8,,,,,,,,,,13.5
2008-04-25,3.25,8.5,4.0,0.0,13.4,23.7,36.0,78.0,1.9,,,,,,,,,,12.9
2008-04-26,2.89,8.1,3.83,0.0,10.1,20.3,51.0,113.0,2.4,,,,,,,,,,12.8
2008-04-27,2.77,7.89,3.75,0.0,8.6,11.5,67.0,113.0,1.4,,,,,,,,,,12.2
2008-04-28,19.52,26.53,16.43,53.6,5.9,2.6,95.0,92.0,2.7,,,,,,,,,,10.6
2008-04-29,57.79,105.08,34.42,16.0,5.9,3.6,95.0,309.0,1.5,,,,,,,,,,9.9
2008-04-30,43.19,51.79,13.44,0.0,2.8,16.3,65.0,305.0,1.3,,,,,,,,,,9.1
2008-05-01,28.41,25.69,7.98,0.0,6.5,23.9,50.0,235.0,1.3,,,,,,,,,,9.6
2008-05-02,20.1,19.67,6.85,2.3,5.9,3.3,89.0,86.0,1.6,,,,,,,,,,9.8
2008-05-03,17.17,19.87,7.24,4.8,4.6,3.0,93.0,93.0,1.9,,,,,,,,,,9.2
2008-05-04,15.18,19.74,7.04,1.5,7.7,9.4,91.0,50.0,1.3,,,,,,,,,,9.3
2008-05-05,12.28,17.19,6.03,0.0,11.4,25.2,56.0,304.0,1.1,,,,,,,,,,10.6
2008-05-06,9.6,14.34,5.31,0.0,14.2,22.5,42.0,290.0,1.2,,,,,,,,,,12.0
2008-05-07,7.72,12.6,4.87,0.0,14.8,22.6,40.0,233.0,1.4,,,,,,,,,,12.6
2008-05-08,6.93,12.04,4.71,1.8,15.3,15.5,64.0,246.0,2.2,,,,,,,,,,13.6
2008-05-09,6.19,11.54,4.4,1.8,8.4,6.7,74.0,71.0,1.3,,,,,,,,,,12.6
2008-05-10,5.86,10.91,4.22,0.0,11.6,19.6,57.0,46.0,1.8,,,,,,,,,,12.5
2008-05-11,4.86,9.48,3.92,0.0,10.2,24.8,57.0,99.0,1.7,,,,,,,,,,13.0
2008-05-12,4.21,8.7,3.79,0.0,7.7,14.4,58.0,68.0,2.8,,,,,,,,,,12.4
2008-05-13,3.65,8.39,3.56,0.0,12.7,25.2,41.0,38.0,1.8,,,,,,,,,,12.4
2008-05-14,3.05,7.83,3.36,0.0,14.4,24.6,41.0,143.0,1.8,,,,,,,,,,13.4
2008-05-15,2.89,7.71,3.33,0.5,11.9,9.5,71.0,209.0,1.2,,,,,,,,,,13.5
2008-05-16,4.88,9.38,4.24,18.0,10.9,7.1,75.0,71.0,0.8,,,,,,,,,,12.9
2008-05-17,17.94,24.45,8.67,8.1,13.1,23.3,66.0,288.0,1.4,,,,,,,,,,13.5
2008-05-18,11.05,14.53,4.51,2.0,11.1,14.5,78.0,236.0,1.3,,,,,,,,,,14.2
2008-05-19,8.08,10.9,3.96,0.0,7.3,13.2,66.0,266.0,2.2,,,,,,,,,,13.0
2008-05-20,5.88,8.96,3.5,0.0,9.5,19.5,63.0,220.0,1.4,,,,,,,,,,12.7
2008-05-21,4.95,8.57,3.38,4.3,10.1,15.8,73.0,260.0,0.9,,,,,,,,,,13.3
2008-05-22,5.31,9.09,3.48,0.5,7.8,14.8,81.0,267.0,1.1,,,,,,,,,,13.2
2008-05-23,4.11,7.97,3.06,0.3,11.4,20.0,67.0,297.0,1.4,,,,,,,,,,13.4
2008-05-24,3.15,6.81,2.82,0.0,12.3,19.6,57.0,324.0,1.3,,,,,,,,,,13.8
2008-05-25,2.35,6.11,2.57,0.0,15.1,28.2,44.0,303.0,1.1,,,,,,,,,,14.5
2008-05-26,1.79,5.52,2.39,0.0,17.5,24.6,57.0,199.0,2.2,,,,,,,,,,15.6
2008-05-27,3.83,7.34,3.44,10.7,18.3,20.3,72.0,239.0,1.6,,,,,,,,,,17.1
2008-05-28,4.26,8.4,2.71,0.0,10.8,28.7,47.0,330.0,1.4,,,,,,,,,,16.8
2008-05-29,2.47,5.79,2.25,0.0,14.0,27.3,45.0,267.0,1.4,,,,,,,,,,16.1
2008-05-30,1.55,4.69,1.97,0.0,17.9,26.0,40.0,183.0,1.4,,,,,,,,,,16.6
2008-05-31,1.18,4.36,1.99,0.5,16.9,10.5,79.0,193.0,2.0,,,,,,,,,,16.9
2008-06-01,1.12,4.28,1.9,0.0,16.4,21.1,72.0,267.0,1.4,,,,,,,,,,16.9
2008-06-02,0.74,3.86,1.67,0.0,16.3,22.9,64.0,287.0,1.1,,,,,,,,,,16.7
2008-06-03,0.49,3.18,1.48,0.0,18.9,14.1,75.0,190.5,1.35,,,,,,,,,,18.2
2008-06-04,0.76,3.9,1.97,6.1,13.9,5.3,86.0,94.0,1.6,,,,,,,,,,16.9
2008-06-05,1.2,4.63,2.03,0.0,13.7,5.8,91.0,69.0,1.1,,,,,,,,,,16.3
2008-06-06,5.56,9.13,4.12,12.7,13.2,3.8,96.0,188.0,1.4,,,,,,,,,,15.6
2008-06-07,4.05,7.61,2.35,0.3,21.4,25.2,85.0,225.0,0.9,,,,,,,,,,17.7
2008-06-08,2.12,4.63,1.65,0.0,24.6,24.6,76.0,256.0,1.0,,,,,,,,,,20.2
2008-06-09,1.07,3.15,1.32,0.0,26.0,29.0,69.0,282.0,1.2,,,,,,,,,,21.4
2008-06-10,0.54,2.4,1.14,10.9,26.9,29.0,66.0,197.0,1.4,,,,,,,,,,22.2
2008-06-11,1.99,4.1,1.97,0.3,20.9,30.8,65.0,268.0,1.2,,,,,,,,,,22.3
2008-06-12,0.73,2.67,1.1,0.0,18.2,31.4,53.0,345.0,1.0,,,,,,,,,,21.3
2008-06-13,0.3,1.82,0.93,0.0,18.2,30.9,53.0,207.0,0.8,,,,,,,,,,20.5
2008-06-14,0.17,1.55,0.91,0.0,20.5,18.8,72.0,98.0,1.1,,,,,,,,,,20.6
2008-06-15,0.14,1.5,1.03,0.0,15.6,14.3,89.0,98.0,1.6,,,,,,,,,,20.2
2008-06-16,1.4,2.92,2.52,22.9,15.1,9.3,95.0,184.0,1.3,,,,,,,,,,19.2
2008-06-17,5.89,9.61,3.15,0.0,15.7,18.7,78.0,262.0,1.0,,,,,,,,,,19.0
2008-06-18,2.27,4.42,1.4,0.3,13.7,20.1,76.0,213.0,1.1,,,,,,,,,,18.4
2008-06-19,1.17,2.67,1.15,0.0,15.9,24.6,71.0,271.0,0.8,,,,,,,,,,19.0
2008-06-20,0.67,2.2,1.06,4.1,16.3,19.4,79.0,186.0,0.9,,,,,,,,,,19.3
2008-06-21,0.56,1.98,0.98,0.0,19.2,29.5,71.0,213.0,1.1,,,,,,,,,,20.2
2008-06-22,0.59,2.09,1.17,6.6,18.5,11.1,88.0,177.0,1.5,,,,,,,,,,20.0
2008-06-23,12.63,13.78,6.99,25.4,17.8,9.3,94.0,135.0,1.1,,,,,,,,,,19.6
2008-06-24,17.39,17.11,3.8,10.7,17.4,18.8,87.0,304.0,0.9,,,,,,,,,,19.9
2008-06-25,8.43,7.39,1.9,0.0,18.4,26.8,72.0,281.0,0.9,,,,,,,,,,20.3
2008-06-26,4.43,4.06,1.46,0.5,17.8,7.7,89.0,192.0,0.7,,,,,,,,,,19.8
2008-06-27,3.02,3.33,1.64,0.3,21.0,16.3,86.0,237.0,0.6,,,,,,,,,,20.1
2008-06-28,2.08,3.13,1.49,0.0,19.2,17.8,92.0,94.0,2.0,,,,,,,,,,20.8
2008-06-29,1.48,2.81,1.27,2.0,21.3,17.0,88.0,158.0,1.5,,,,,,,,,,21.5
2008-06-30,1.49,2.77,1.42,2.8,21.4,21.0,81.0,238.0,1.0,,,,,,,,,,22.4
2008-07-01,0.75,2.09,0.96,0.0,20.5,22.1,81.0,231.0,0.7,,,,,,,,,,22.5
2008-07-02,0.43,1.56,0.81,0.0,20.4,24.2,75.0,237.0,0.8,,,,,,,,,,22.5
2008-07-03,0.55,1.76,1.1,11.4,20.3,20.2,77.0,211.0,1.5,,,,,,,,,,22.1
2008-07-04,2.32,3.76,1.83,3.3,17.8,11.2,91.0,87.0,0.8,,,,,,,,,,21.5
2008-07-05,1.78,3.21,1.35,0.8,18.3,7.5,92.0,101.0,0.8,,,,,,,,,,21.0
2008-07-06,1.05,2.27,1.04,0.0,21.2,24.2,84.0,221.0,0.9,,,,,,,,,,22.0
2008-07-07,0.46,1.65,0.76,0.0,23.0,25.3,81.0,220.0,1.1,,,,,,,,,,23.2
2008-07-08,0.22,1.11,0.62,0.0,24.2,24.0,82.0,208.0,1.5,,,,,,,,,,24.1
2008-07-09,0.12,0.86,0.56,5.1,23.7,23.5,84.0,209.0,1.5,,,,,,,,,,24.4
2008-07-10,0.16,1.07,0.9,0.3,20.1,29.6,69.0,268.0,1.3,,,,,,,,,,24.2
2008-07-11,0.04,0.79,0.5,0.0,19.2,22.1,74.0,11.0,0.8,,,,,,,,,,22.9
2008-07-12,0.0,0.62,0.43,0.0,21.5,21.7,72.0,179.0,1.7,,,,,,,,,,22.9
2008-07-13,0.0,0.43,0.36,0.0,21.9,26.0,74.0,183.0,2.8,,,,,,,,,,23.2
2008-07-14,0.0,0.47,0.48,3.0,19.8,13.2,86.0,240.0,1.1,,,,,,,,,,22.9
2008-07-15,0.0,0.41,0.36,0.0,20.9,28.8,66.0,287.0,0.9,,,,,,,,,,22.6
2008-07-16,0.0,0.29,0.24,0.0,21.9,29.2,60.0,190.0,0.9,,,,,,,,,,22.7
2008-07-17,0.0,0.23,0.2,0.0,22.3,25.7,67.0,346.0,0.8,,,,,,,,,,23.0
2008-07-18,0.0,0.15,0.17,0.3,22.8,23.4,76.0,216.0,1.1,,,,,,,,,,23.3
2008-07-19,0.0,0.16,0.15,0.0,23.3,24.3,76.0,229.0,1.1,,,,,,,,,,23.6
2008-07-20,0.0,0.4,0.38,20.3,23.6,14.1,83.0,182.0,1.0,,,,,,,,,,23.5
2008-07-21,1.67,5.9,4.07,15.2,21.5,18.2,89.0,174.0,0.9,,,,,,,,,,23.4
2008-07-22,10.89,11.98,6.01,36.8,20.3,17.9,87.0,107.0,1.4,,,,,,,,,,23.4
2008-07-23,28.74,28.71,10.56,69.6,18.1,7.6,97.0,92.0,2.2,,,,,,,,,,22.2
2008-07-24,105.44,214.04,63.8,24.6,19.5,6.9,96.0,159.0,2.1,,,,,,,,,,20.8
2008-07-25,59.5,33.93,5.27,0.0,20.7,27.9,73.0,260.0,1.0,,,,,,,,,,22.3
2008-07-26,26.97,11.22,2.29,0.0,21.7,26.2,71.0,195.0,1.2,,,,,,,,,,22.9
2008-07-27,29.28,36.5,17.87,32.8,18.0,11.5,91.0,194.0,1.3,,,,,,,,,,22.4
2008-07-28,29.21,55.41,7.86,0.0,20.1,24.8,83.0,231.0,1.0,,,,,,,,,,22.6
2008-07-29,14.24,17.0,2.99,0.0,21.1,24.4,76.0,285.0,0.8,,,,,,,,,,23.2
2008-07-30,8.84,10.12,2.09,0.0,21.1,24.3,76.0,207.0,0.8,,,,,,,,,,23.3
2008-07-31,6.29,7.56,1.92,1.8,21.3,18.8,87.0,186.0,1.1,,,,,,,,,,23.7
2008-08-01,4.7,6.58,1.73,0.0,21.4,25.0,77.0,274.0,0.8,,,,,,,,,,23.6
2008-08-02,3.62,5.29,1.54,1.8,19.8,11.4,86.0,128.0,0.7,,,,,,,,,,23.0
2008-08-03,3.49,5.37,1.72,0.8,19.1,19.9,84.0,294.0,0.9,,,,,,,,,,22.9
2008-08-04,2.6,4.42,1.4,0.0,19.8,20.2,80.0,315.0,0.8,,,,,,,,,,22.7
2008-08-05,2.12,3.65,1.3,4.6,19.3,14.4,84.0,112.0,1.3,,,,,,,,,,22.4
2008-08-06,5.53,6.68,2.31,8.6,17.6,7.6,95.0,147.0,1.9,,,,,,,,,,21.8
2008-08-07,5.73,7.81,2.72,8.1,18.1,13.6,90.0,131.0,0.9,,,,,,,,,,21.9
2008-08-08,7.36,11.27,3.56,1.0,16.2,13.4,92.0,342.0,0.6,,,,,,,,,,21.5
2008-08-09,4.44,7.43,2.13,0.0,17.4,24.0,82.0,312.0,0.8,,,,,,,,,,21.4
2008-08-10,2.83,5.04,1.77,1.8,17.9,18.7,83.0,98.0,1.1,,,,,,,,,,21.6
2008-08-11,3.25,5.87,2.63,1.5,16.2,8.9,92.0,78.0,1.7,,,,,,,,,,21.3
2008-08-12,4.89,7.13,2.6,8.6,16.5,14.7,90.0,340.0,0.8,,,,,,,,,,21.0
2008-08-13,4.98,7.13,2.11,0.3,17.6,23.6,80.0,262.0,0.8,,,,,,,,,,21.0
2008-08-14,2.61,4.49,1.46,0.0,19.0,21.6,81.0,354.0,0.8,,,,,,,,,,21.5
2008-08-15,1.68,3.31,1.26,1.3,18.4,15.7,83.0,61.0,0.8,,,,,,,,,,21.6
2008-08-16,1.44,2.85,1.25,0.3,18.2,19.4,81.0,267.0,0.7,,,,,,,,,,21.8
2008-08-17,0.95,2.34,1.08,0.0,19.2,23.6,77.0,263.0,1.0,,,,,,,,,,21.5
2008-08-18,0.56,1.94,0.94,3.8,21.4,23.3,77.0,217.0,1.1,,,,,,,,,,22.0
2008-08-19,1.09,2.52,1.32,2.5,16.8,14.3,82.0,312.0,1.0,,,,,,,,,,21.8
2008-08-20,1.02,2.31,1.08,0.0,13.7,22.6,73.0,324.0,0.9,,,,,,,,,,20.3
