param#0 	 param#1 	 dist 	  wgt 
0.282022 	0.194920 	0.632155 	0.010000 	
0.305152 	0.140636 	0.561114 	0.010000 	
0.355192 	0.179174 	2.976765 	0.010000 	
0.308543 	0.193124 	1.150647 	0.010000 	
0.370023 	0.173565 	1.663530 	0.010000 	
0.297078 	0.169242 	0.758769 	0.010000 	
0.332455 	0.185374 	0.999046 	0.010000 	
0.282305 	0.151336 	0.608008 	0.010000 	
0.271115 	0.163035 	0.538597 	0.010000 	
0.340181 	0.180680 	1.260626 	0.010000 	
0.276327 	0.125898 	0.516487 	0.010000 	
0.330289 	0.133593 	0.606833 	0.010000 	
0.293859 	0.188879 	0.627337 	0.010000 	
0.362713 	0.135970 	0.614948 	0.010000 	
0.365826 	0.128084 	0.889707 	0.010000 	
0.304478 	0.192059 	1.125470 	0.010000 	
0.284545 	0.186102 	0.606406 	0.010000 	
0.306084 	0.180365 	3.481207 	0.010000 	
0.288526 	0.159804 	0.620650 	0.010000 	
0.360645 	0.120592 	0.595310 	0.010000 	
0.328853 	0.194570 	0.892969 	0.010000 	
0.376375 	0.155452 	0.893538 	0.010000 	
0.282740 	0.133997 	0.384481 	0.010000 	
0.310091 	0.146150 	1.567972 	0.010000 	
0.364648 	0.156372 	0.945280 	0.010000 	
0.272722 	0.183208 	1.015393 	0.010000 	
0.352688 	0.189806 	1.858334 	0.010000 	
0.329693 	0.160817 	0.740114 	0.010000 	
0.299680 	0.127269 	0.476023 	0.010000 	
0.306635 	0.163215 	0.608395 	0.010000 	
0.335009 	0.130283 	0.587948 	0.010000 	
0.297065 	0.141182 	0.514596 	0.010000 	
0.316075 	0.133928 	0.509376 	0.010000 	
0.301494 	0.181433 	1.390562 	0.010000 	
0.368606 	0.129468 	0.608435 	0.010000 	
0.375966 	0.185584 	3.496199 	0.010000 	
0.325791 	0.193784 	1.171606 	0.010000 	
0.334747 	0.157967 	0.628356 	0.010000 	
0.303852 	0.179010 	0.798877 	0.010000 	
0.320619 	0.177825 	1.094947 	0.010000 	
0.293634 	0.167231 	0.655099 	0.010000 	
0.291204 	0.164961 	0.652244 	0.010000 	
0.287222 	0.130077 	0.440711 	0.010000 	
0.303061 	0.142021 	0.429815 	0.010000 	
0.288038 	0.193173 	1.791862 	0.010000 	
0.266182 	0.179002 	1.148032 	0.010000 	
0.319783 	0.144257 	0.578183 	0.010000 	
0.326455 	0.143601 	0.652402 	0.010000 	
0.297849 	0.151923 	0.513127 	0.010000 	
0.375659 	0.124884 	0.561250 	0.010000 	
0.282005 	0.160448 	0.554846 	0.010000 	
0.325411 	0.191093 	0.807489 	0.010000 	
0.285632 	0.130204 	0.585394 	0.010000 	
0.348209 	0.193166 	0.690510 	0.010000 	
0.345961 	0.182584 	0.825839 	0.010000 	
0.343573 	0.151324 	0.748771 	0.010000 	
0.367080 	0.184794 	1.061782 	0.010000 	
0.369608 	0.156064 	1.119805 	0.010000 	
0.293456 	0.180271 	0.681938 	0.010000 	
0.308746 	0.135363 	0.465820 	0.010000 	
0.270440 	0.174009 	0.874898 	0.010000 	
0.271731 	0.154682 	0.621798 	0.010000 	
0.349799 	0.187170 	1.458330 	0.010000 	
0.309150 	0.147062 	0.629009 	0.010000 	
0.346534 	0.145362 	0.599863 	0.010000 	
0.290978 	0.148422 	0.537976 	0.010000 	
0.310632 	0.137122 	0.591674 	0.010000 	
0.364236 	0.187309 	0.791226 	0.010000 	
0.290271 	0.187501 	0.603850 	0.010000 	
0.369277 	0.136895 	1.289366 	0.010000 	
0.284647 	0.156595 	0.837404 	0.010000 	
0.280199 	0.169060 	0.664432 	0.010000 	
0.363234 	0.142920 	2.314926 	0.010000 	
0.315756 	0.123058 	0.389775 	0.010000 	
0.372032 	0.154233 	0.521916 	0.010000 	
0.348453 	0.174875 	1.050652 	0.010000 	
0.355770 	0.185812 	0.845742 	0.010000 	
0.360427 	0.124648 	0.482619 	0.010000 	
0.294377 	0.143210 	0.775025 	0.010000 	
0.318027 	0.193001 	0.950636 	0.010000 	
0.290163 	0.173381 	0.728780 	0.010000 	
0.341510 	0.160861 	0.678965 	0.010000 	
0.314792 	0.166588 	0.594163 	0.010000 	
0.328851 	0.135704 	0.674029 	0.010000 	
0.331789 	0.133169 	0.671802 	0.010000 	
0.292809 	0.144559 	0.526384 	0.010000 	
0.306031 	0.176446 	1.379689 	0.010000 	
0.342924 	0.134653 	1.055381 	0.010000 	
0.337714 	0.183933 	0.849729 	0.010000 	
0.342505 	0.185656 	0.825348 	0.010000 	
0.291652 	0.169421 	1.005380 	0.010000 	
0.312079 	0.126539 	0.420205 	0.010000 	
0.287112 	0.155076 	0.723326 	0.010000 	
0.332399 	0.182467 	2.192312 	0.010000 	
0.305597 	0.163560 	1.350495 	0.010000 	
0.313376 	0.166930 	0.766387 	0.010000 	
0.296694 	0.143837 	0.938520 	0.010000 	
0.282730 	0.181476 	0.721722 	0.010000 	
0.333546 	0.132295 	0.636127 	0.010000 	
0.287788 	0.174108 	0.969384 	0.010000 	
0.297404 	0.120094 	0.633478 	0.028511 	
0.260210 	0.130917 	0.514852 	0.000000 	
0.328467 	0.142372 	0.782725 	0.018211 	
0.286383 	0.173223 	0.741721 	0.018860 	
0.305856 	0.101515 	0.397550 	0.000000 	
0.363496 	0.160721 	1.455861 	0.023185 	
0.345829 	0.151667 	0.651074 	0.019059 	
0.423189 	0.148140 	1.497997 	0.000000 	
0.334465 	0.165496 	0.699125 	0.017058 	
0.320131 	0.137326 	0.905800 	0.018959 	
0.367151 	0.094489 	0.446623 	0.000000 	
0.389121 	0.203747 	1.390812 	0.000000 	
0.346616 	0.159999 	0.660988 	0.018753 	
0.312881 	0.173292 	0.754761 	0.016568 	
0.303464 	0.176507 	0.909194 	0.017319 	
0.241332 	0.188127 	0.776630 	0.000000 	
0.377388 	0.203102 	1.552776 	0.000000 	
0.400974 	0.202542 	1.694622 	0.000000 	
0.268343 	0.182674 	0.701486 	0.026242 	
0.360321 	0.143899 	0.823745 	0.023891 	
0.306053 	0.177848 	0.720476 	0.017398 	
0.223889 	0.212700 	1.680738 	0.000000 	
0.295990 	0.091520 	0.493430 	0.000000 	
0.346492 	0.095139 	0.579112 	0.000000 	
0.339559 	0.176132 	0.843232 	0.018758 	
0.307377 	0.140084 	0.482439 	0.018406 	
0.308991 	0.140741 	0.440084 	0.018182 	
0.199174 	0.150186 	0.700630 	0.000000 	
0.292069 	0.169504 	0.899446 	0.017578 	
0.277109 	0.178264 	0.631229 	0.021883 	
0.299995 	0.188955 	0.767482 	0.020683 	
0.303534 	0.165366 	0.616886 	0.016269 	
0.289841 	0.165617 	0.540030 	0.017652 	
0.326587 	0.175173 	0.659112 	0.017223 	
0.354682 	0.237058 	1.735089 	0.000000 	
0.224648 	0.180967 	0.696558 	0.000000 	
0.345411 	0.222038 	0.884184 	0.000000 	
0.247142 	0.199711 	0.629507 	0.000000 	
0.320566 	0.139721 	0.528793 	0.018367 	
0.208377 	0.089286 	0.529411 	0.000000 	
0.304974 	0.191612 	1.038593 	0.021269 	
0.197488 	0.175385 	1.019573 	0.000000 	
0.368860 	0.196394 	1.383918 	0.000000 	
0.358972 	0.161841 	1.241729 	0.021723 	
0.328350 	0.164800 	0.778271 	0.016474 	
0.411154 	0.149255 	0.794686 	0.000000 	
0.397503 	0.179684 	1.705001 	0.000000 	
0.324474 	0.175023 	0.845904 	0.017071 	
0.322830 	0.159233 	0.702660 	0.016116 	
0.256134 	0.150417 	0.783283 	0.000000 	
0.278614 	0.103612 	0.403300 	0.000000 	
0.340401 	0.154434 	1.207192 	0.017942 	
0.323895 	0.191979 	0.847160 	0.021370 	
0.348526 	0.157492 	0.989386 	0.019185 	
0.338546 	0.145380 	0.700971 	0.018729 	
0.251656 	0.101013 	0.324133 	0.000000 	
0.298959 	0.175181 	0.793076 	0.017458 	
0.308211 	0.177254 	0.623343 	0.017212 	
0.305693 	0.167161 	0.583747 	0.016238 	
0.228906 	0.178436 	0.705389 	0.000000 	
0.325518 	0.120734 	0.455675 	0.026470 	
0.426212 	0.220500 	1.177705 	0.000000 	
0.337268 	0.208037 	1.497784 	0.000000 	
0.335515 	0.073451 	0.382582 	0.000000 	
0.320647 	0.170627 	0.864230 	0.016406 	
0.394553 	0.193302 	1.740622 	0.000000 	
0.326303 	0.137531 	0.568690 	0.019184 	
0.384976 	0.123032 	0.763720 	0.000000 	
0.344295 	0.137653 	0.538106 	0.021373 	
0.253001 	0.205949 	0.926725 	0.000000 	
0.254007 	0.049756 	0.327688 	0.000000 	
0.330935 	0.217450 	1.033586 	0.000000 	
