DateTime,SaltCreek_Discharge,JWSTA_Precipitation,JWSTA_AirTemperature,JWSTA_SolarRadiation,JWSTA_RelativeHumidity_max,JWSTA_RelativeHumidity_min,JWSTA_WindDirection,JWSTA_WindSpeed,JWSTA_SoilTemperature_5cm,JWSTA_SoilTemperature_20cm
1995-08-31,566.336,0.0,29.0,18.15,69.6,19.0,192.0,2.2,30.83,
1995-09-01,19.538592,0.0,28.6,20.95,50.2,18.3,144.0,3.3,30.94,
1995-09-02,5.097024,0.0,26.54,24.25,56.3,13.1,147.0,2.6,30.61,
1995-09-03,3.681184,0.0,27.32,24.04,49.9,11.8,160.0,2.6,30.67,
1995-09-04,3.1148480000000003,0.0,28.41,23.31,35.8,11.8,182.0,2.3,31.0,
1995-09-05,3.398016,0.0,29.78,23.63,32.7,9.1,198.0,2.4,31.44,
1995-09-06,3.398016,0.0,29.44,22.8,29.2,8.1,194.0,2.0,31.83,
1995-09-07,3.1148480000000003,0.0,29.58,23.64,39.0,8.6,197.0,3.1,32.17,
1995-09-08,4.24752,0.0,28.14,21.72,60.8,19.3,168.0,3.0,32.22,
1995-09-09,13.308895999999999,12.95,25.17,20.14,97.2,24.2,199.0,2.6,31.72,
1995-09-10,79.28703999999998,19.56,24.3,17.75,96.2,39.7,161.0,2.3,28.83,
1995-09-11,161.40576000000001,6.6,25.26,21.28,95.6,37.9,192.0,2.5,27.11,
1995-09-12,24.635616,0.0,25.84,19.59,94.9,16.6,192.0,1.9,27.39,
1995-09-13,7.362367999999999,0.0,25.53,21.32,88.2,14.3,147.0,2.9,27.5,
1995-09-14,5.380192,0.0,23.17,11.8,91.5,34.5,153.0,3.7,27.06,
1995-09-15,36.811840000000004,25.65,18.66,3.51,97.1,88.5,240.0,2.2,23.44,
1995-09-16,87.78208000000002,0.0,21.8,14.53,95.7,60.0,198.0,1.7,22.39,
1995-09-17,27.750464,0.0,24.33,18.9,96.6,39.5,188.0,1.8,23.5,
1995-09-18,178.39584,1.52,24.69,20.54,94.4,35.0,182.0,2.8,25.22,
1995-09-19,311.4848,0.0,24.24,21.31,96.7,26.4,180.0,2.2,25.78,
1995-09-20,20.388096,0.0,25.48,20.98,94.3,33.6,179.0,2.6,26.33,
1995-09-21,45.30688000000001,0.0,22.85,21.31,62.3,28.0,163.0,4.7,26.78,
1995-09-22,368.1184,0.51,13.8,8.36,96.7,59.1,163.0,2.1,23.44,
1995-09-23,33.98016,0.0,20.17,21.52,98.4,38.1,178.0,2.9,22.28,
1995-09-24,9.344544,0.0,24.71,19.52,85.5,19.5,206.0,2.9,24.61,
1995-09-25,5.380192,0.0,23.55,20.98,84.4,16.0,202.0,2.3,25.28,
1995-09-26,4.5306880000000005,0.0,26.48,20.5,57.0,15.3,194.0,3.9,26.17,
1995-09-27,3.1148480000000003,0.0,26.02,20.59,66.0,15.0,195.0,2.5,26.78,
1995-09-28,161.40576000000001,10.41,21.15,8.32,97.0,29.0,190.0,2.4,25.22,
1995-09-29,263.34624,0.0,23.36,19.44,95.4,26.3,202.0,4.0,23.28,
1995-09-30,15.007904000000002,0.0,20.14,20.86,68.8,17.3,215.0,2.4,23.28,
1995-10-01,4.24752,0.0,21.07,20.17,63.8,23.6,195.0,2.3,23.22,
1995-10-02,3.398016,0.0,20.75,20.61,58.4,11.6,233.0,3.0,23.61,
1995-10-03,2.548512,0.0,20.47,20.15,51.2,15.4,193.0,2.5,22.89,
1995-10-04,2.265344,0.0,23.36,20.55,19.2,10.4,198.0,6.0,23.72,
1995-10-05,1.699008,0.0,15.51,20.35,20.2,13.6,226.0,3.1,22.72,
1995-10-06,1.699008,0.0,16.12,19.88,37.4,13.6,201.0,2.4,21.67,
1995-10-07,2.265344,0.0,19.22,19.4,48.6,14.1,198.0,2.3,21.67,
1995-10-08,2.548512,0.0,20.67,19.36,57.7,11.1,207.0,2.3,22.33,
1995-10-09,2.548512,0.0,20.37,15.79,36.8,11.3,192.0,2.2,22.0,
1995-10-10,2.548512,0.0,19.75,19.01,60.8,11.0,216.0,2.0,22.5,
1995-10-11,2.548512,0.0,20.37,19.03,29.1,10.9,199.0,2.7,22.22,
1995-10-12,2.548512,0.0,20.45,18.78,43.0,12.3,174.0,2.7,22.22,
1995-10-13,2.8316800000000004,0.0,20.52,18.23,38.1,11.6,183.0,2.5,22.61,
1995-10-14,2.8316800000000004,0.0,17.95,17.85,47.9,19.2,191.0,1.8,22.33,
1995-10-15,3.1148480000000003,0.0,19.85,17.84,66.3,12.6,195.0,1.9,22.06,
1995-10-16,3.1148480000000003,0.0,19.52,16.1,50.0,13.1,178.0,2.6,21.94,
1995-10-17,3.1148480000000003,0.0,19.8,15.68,41.9,11.2,187.0,2.0,21.72,
1995-10-18,3.1148480000000003,0.0,19.55,17.66,40.3,10.9,203.0,2.1,21.39,
1995-10-19,3.1148480000000003,0.0,19.15,17.51,33.0,10.4,191.0,2.4,21.39,
1995-10-20,2.548512,0.0,14.65,17.28,34.1,14.6,168.0,2.1,21.22,
1995-10-21,3.1148480000000003,0.0,18.81,17.18,45.7,10.9,201.0,2.5,20.31,
1995-10-22,2.8316800000000004,0.0,21.01,16.99,17.9,11.7,209.0,5.2,21.39,
1995-10-23,3.681184,0.0,12.62,16.47,22.0,13.8,211.0,2.5,20.31,
1995-10-24,3.964352,0.0,15.46,16.68,33.4,14.3,203.0,2.4,19.43,
1995-10-25,4.813856,0.0,16.8,16.02,46.3,12.3,209.0,2.5,19.48,
1995-10-26,5.380192,0.0,16.81,16.28,28.9,11.2,204.0,2.6,19.41,
1995-10-27,5.946528,0.0,19.24,16.31,22.8,11.3,202.0,2.1,19.73,
1995-10-28,6.2296960000000015,0.0,17.67,14.74,27.0,12.1,195.0,2.4,19.77,
1995-10-29,6.512864,0.0,17.92,14.98,31.5,11.9,187.0,2.3,19.42,
1995-10-30,7.362367999999999,0.0,17.695,13.745,38.4,20.5,191.5,3.25,19.755000000000006,
1995-10-31,7.9287040000000015,0.0,17.47,12.51,45.3,29.1,196.0,4.2,20.09,
1995-11-01,7.362367999999999,0.0,16.57,14.54,59.1,27.1,197.0,5.3,19.61,
1995-11-02,7.362367999999999,0.0,15.6,11.1,63.3,28.7,201.0,3.9,19.16,
1995-11-03,7.362367999999999,0.0,12.41,14.75,68.8,31.3,176.0,2.3,18.12,
1995-11-04,7.362367999999999,0.0,11.7,14.6,82.6,40.1,171.0,2.5,17.46,
1995-11-05,8.49504,0.0,13.21,10.32,89.0,35.5,179.0,2.7,17.01,
1995-11-06,14.441568,1.02,14.94,4.82,97.9,54.3,198.0,4.6,16.97,
1995-11-07,12.459392,0.0,13.8,14.39,99.1,31.2,192.0,1.8,15.94,
1995-11-08,9.91088,0.0,15.49,14.5,93.7,17.8,203.0,2.4,16.52,
1995-11-09,8.778208,0.0,17.42,14.16,85.0,18.5,198.0,3.4,17.12,
1995-11-10,6.796032,0.0,17.76,14.27,59.7,18.5,202.0,5.7,17.96,
1995-11-11,6.2296960000000015,0.0,10.61,14.42,37.6,14.8,219.0,2.4,17.16,
1995-11-12,7.362367999999999,0.0,12.59,13.82,44.3,15.2,213.0,2.1,16.07,
1995-11-13,7.9287040000000015,0.0,14.42,13.68,53.7,12.6,226.0,2.4,16.12,
1995-11-14,7.9287040000000015,0.0,14.71,13.63,39.9,15.2,218.0,2.2,16.47,
1995-11-15,8.211872,0.0,14.88,13.68,44.9,16.5,169.0,4.0,16.43,
1995-11-16,7.9287040000000015,0.0,14.23,13.15,52.3,23.3,194.0,2.1,16.58,
1995-11-17,8.49504,0.0,14.07,13.31,93.8,16.3,219.0,2.8,16.34,
1995-11-18,7.362367999999999,0.0,12.03,13.39,55.2,15.5,207.0,1.7,15.64,
1995-11-19,9.061376,0.0,11.08,13.23,62.7,14.4,205.0,1.4,15.13,
1995-11-20,10.194048,0.0,13.37,13.13,46.0,13.8,207.0,2.4,14.91,
1995-11-21,9.91088,0.0,12.37,12.56,51.0,25.0,199.0,2.0,15.11,
1995-11-22,12.176224,0.0,13.56,12.91,69.5,13.5,192.0,1.9,14.86,
1995-11-23,11.609888,0.0,13.5,12.31,25.7,13.9,210.0,2.6,15.12,
1995-11-24,11.326720000000002,0.0,11.45,12.81,44.7,14.0,211.0,1.9,14.61,
1995-11-25,12.176224,0.0,13.09,12.72,40.2,13.6,193.0,3.0,14.18,
1995-11-26,12.459392,0.0,17.06,7.62,29.1,13.2,195.0,4.7,15.18,
1995-11-27,12.742560000000001,0.0,11.59,12.31,22.7,15.8,223.0,3.0,15.26,
1995-11-28,11.326720000000002,0.0,5.74,12.54,24.2,16.7,215.0,2.3,13.47,
1995-11-29,12.176224,0.0,8.34,12.38,30.2,16.1,220.0,2.3,12.51,
1995-11-30,13.025728,0.0,11.49,12.13,44.1,15.3,214.0,2.2,12.69,
1995-12-01,13.308895999999999,0.0,12.9,12.12,45.2,13.6,212.0,2.5,12.98,
1995-12-02,13.875232,0.0,13.37,10.82,35.5,12.9,203.0,3.0,13.51,
1995-12-03,14.1584,0.0,11.82,11.76,41.3,13.9,200.0,1.9,13.57,
1995-12-04,13.875232,0.0,13.18,11.26,42.1,12.7,197.0,2.8,13.56,
1995-12-05,13.025728,0.0,13.61,10.76,30.6,13.6,195.0,2.3,13.8,
1995-12-06,12.459392,0.0,16.75,6.49,24.4,16.3,190.0,3.6,14.99,
1995-12-07,13.308895999999999,2.29,14.11,7.81,94.7,18.6,191.0,3.8,15.0,
1995-12-08,14.1584,0.0,10.49,11.66,97.7,23.9,220.0,2.7,14.03,
1995-12-09,11.893056,0.0,7.4,11.38,96.1,33.4,189.0,1.5,12.13,
1995-12-10,12.459392,0.0,7.75,11.3,96.5,28.9,211.0,1.4,11.36,
1995-12-11,13.025728,0.0,9.4,11.53,93.8,22.1,191.0,1.8,11.09,
1995-12-12,13.308895999999999,0.0,12.13,11.61,69.9,13.1,196.0,3.4,11.27,
1995-12-13,12.742560000000001,0.0,17.3,9.78,16.8,13.0,190.0,3.8,13.09,
1995-12-14,12.176224,0.0,13.77,10.92,45.0,14.7,208.0,3.4,13.42,
1995-12-15,12.742560000000001,0.0,9.02,10.04,64.0,31.9,207.0,2.4,12.66,
1995-12-16,13.875232,0.0,7.92,8.29,65.3,26.9,186.0,2.4,11.51,
1995-12-17,15.857408,0.0,6.8,10.19,70.6,28.6,191.0,2.6,11.23,
1995-12-18,13.875232,0.0,4.97,10.89,95.4,38.8,197.0,2.4,10.82,
1995-12-19,12.459392,0.0,2.58,12.13,99.4,42.0,182.0,1.6,9.29,
1995-12-20,13.875232,0.0,5.63,10.27,73.2,42.5,190.0,2.0,8.91,
1995-12-21,14.441568,0.51,3.2,3.26,99.4,65.3,197.0,2.0,8.73,
1995-12-22,16.706912,0.25,2.83,3.24,99.2,80.9,178.0,1.3,7.32,
1995-12-23,16.423744,0.0,3.53,7.89,98.8,48.7,165.0,1.8,6.67,
1995-12-24,15.857408,0.76,3.44,3.27,99.4,80.0,229.0,1.9,7.17,
1995-12-25,14.724735999999998,0.0,3.15,11.05,99.3,42.6,216.0,2.2,6.44,
1995-12-26,14.724735999999998,0.0,4.38,10.84,72.7,33.4,219.0,2.7,6.82,
1995-12-27,14.441568,0.0,4.66,11.35,71.9,21.6,219.0,2.6,7.12,
1995-12-28,14.441568,0.0,5.72,9.99,81.0,37.1,188.0,2.5,6.92,
1995-12-29,15.007904000000002,0.0,7.08,11.43,60.1,23.7,217.0,3.3,8.31,
1995-12-30,14.1584,0.0,4.94,10.48,61.3,18.3,189.0,1.8,7.47,
1995-12-31,24.352448000000006,3.05,7.57,11.26,95.1,24.0,205.0,3.5,8.03,
1996-01-01,14.1584,0.76,5.64,9.47,98.8,34.4,204.62857142857143,3.3,8.65,
1996-01-02,13.875232,3.56,2.04,7.6,97.9,59.7,204.25714285714287,3.9,7.18,
1996-01-03,13.875232,0.0,3.37,12.06,94.2,44.9,203.88571428571427,2.5,5.81,
1996-01-04,14.441568,0.0,10.96,10.26,54.9,17.4,203.5142857142857,4.0,6.5,
1996-01-05,14.724735999999998,0.0,11.22,11.81,58.5,17.3,203.14285714285717,3.3,8.41,
1996-01-06,15.007904000000002,0.0,8.84,11.6,72.2,19.0,202.77142857142857,2.6,9.55,
1996-01-07,15.291072000000002,0.0,5.08,11.95,96.2,24.0,202.4,1.8,8.62,
1996-01-08,15.007904000000002,0.0,4.68,12.21,91.2,23.4,159.46146739928923,1.4,7.68,
1996-01-09,14.441568,0.0,6.76,12.32,66.5,17.0,255.65044380922703,1.8,7.55,
1996-01-10,14.1584,0.0,8.03,10.58,75.3,16.1,176.26510796585308,2.1,7.74,
1996-01-11,13.875232,0.0,7.7,12.31,49.1,18.5,191.65186375779584,2.4,8.75,
1996-01-12,14.1584,0.0,7.33,12.5,49.4,15.3,241.91651966072376,2.1,8.42,
1996-01-13,14.441568,0.0,8.98,12.51,45.7,16.0,245.5495025492357,2.3,8.61,
1996-01-14,14.724735999999998,0.0,8.29,11.67,51.9,14.4,210.1865088655632,1.8,8.96,
1996-01-15,14.724735999999998,0.0,11.96,13.02,37.0,14.0,232.4231869520909,3.6,9.2,
1996-01-16,14.1584,0.0,14.45,12.59,31.7,14.0,215.00234670937115,3.5,11.24,
1996-01-17,13.875232,0.0,12.33,8.61,43.8,17.3,182.15405891820092,8.0,12.26,
1996-01-18,13.875232,0.0,3.56,13.32,27.9,17.5,182.0,3.0,9.85,
1996-01-19,14.441568,0.0,10.02,13.42,29.1,15.4,172.0,5.9,9.08,
1996-01-20,14.724735999999998,0.0,6.65,13.37,47.5,17.1,199.19160197758725,2.7,9.63,
1996-01-21,14.724735999999998,0.0,4.78,13.62,31.6,16.7,231.22612618827662,2.6,17.41,
1996-01-22,14.724735999999998,0.0,11.04,13.52,33.2,15.7,216.25290040507755,4.6,9.22,
1996-01-23,14.441568,0.0,4.78,14.07,63.4,17.6,232.74401502123183,4.4,8.75,
1996-01-24,14.441568,0.0,3.3,13.92,34.5,17.1,226.5696693197242,2.7,7.5,
1996-01-25,14.1584,0.0,9.11,14.11,24.4,15.4,251.72280591621484,5.3,8.21,
1996-01-26,14.1584,0.0,9.33,13.92,50.1,17.6,250.1297393516344,3.7,9.34,
1996-01-27,15.857408,0.0,6.23,13.59,25.7,18.9,191.0,3.6,9.04,
1996-01-28,50.970240000000004,0.0,11.41,13.96,29.8,15.2,229.55652338569016,4.2,9.5,
1996-01-29,141.584,0.0,10.01,14.78,33.7,14.8,231.44199195467166,3.3,9.78,
1996-01-30,178.39584,0.0,13.72,13.57,27.2,14.1,273.97346970353055,2.8,10.66,
1996-01-31,133.08896000000001,0.0,15.65,10.67,44.2,16.1,256.3394136456344,4.5,12.2,
1996-02-01,84.9504,0.25,10.97,6.99,89.8,34.3,212.80789838800698,3.8,12.09,
1996-02-02,28.3168,0.0,10.76,8.9,74.7,49.5,262.11045545185084,4.8,11.29,
1996-02-03,22.653440000000003,0.0,8.91,14.28,87.2,22.1,209.95844522414487,2.3,10.95,
1996-02-04,20.104928,0.0,7.35,14.96,47.3,19.8,175.9414055509547,2.6,10.11,
1996-02-05,20.671264,0.0,9.96,14.8,61.0,21.6,235.475165696858,1.5,10.78,
1996-02-06,19.82176,0.0,10.86,10.91,56.9,28.8,253.67425674192242,1.6,11.54,
1996-02-07,18.972256,0.0,13.43,14.87,55.9,23.4,224.62460882392213,2.3,21.23,
1996-02-08,17.273248000000002,0.0,13.41,15.54,51.6,20.1,280.3642876784263,2.6,12.86,
1996-02-09,18.405920000000002,0.0,14.32,15.68,53.2,15.3,275.2310195437657,2.7,13.04,
1996-02-10,17.556416,0.0,14.13,16.1,46.1,13.0,214.83758379648683,2.6,13.62,
1996-02-11,15.007904000000002,0.0,9.7,14.29,45.9,21.0,197.87748024633348,3.7,13.48,
1996-02-12,16.140576,0.0,9.62,13.19,25.9,18.1,143.94376435582762,2.5,12.69,
1996-02-13,17.273248000000002,0.0,11.98,15.39,41.4,18.0,149.64746425981775,1.8,13.26,
1996-02-14,18.689088,0.0,12.47,16.25,53.3,18.6,180.8585474530845,2.4,13.59,
1996-02-15,17.839584000000006,0.0,13.84,16.51,53.1,17.8,262.0264773502945,2.3,13.94,
1996-02-16,16.706912,0.0,11.87,15.87,48.9,23.3,172.30359455924423,2.1,14.17,
1996-02-17,17.839584000000006,0.0,14.28,16.33,46.2,14.0,226.6255450411689,2.6,14.2,
1996-02-18,15.857408,0.0,16.13,17.2,40.6,12.4,221.2909895986496,4.7,14.72,
1996-02-19,15.007904000000002,0.0,13.4,11.44,36.7,14.1,240.81083444166268,3.8,14.44,
1996-02-20,16.706912,0.0,18.04,16.11,41.4,20.0,200.1278475504192,5.0,15.37,
1996-02-21,15.57424,0.0,18.22,9.29,39.4,17.8,221.97623337686719,3.1,15.76,
1996-02-22,11.609888,0.0,17.88,18.22,33.2,14.5,214.57100298809945,4.6,15.91,
1996-02-23,14.1584,0.0,12.05,12.68,38.4,18.5,240.0029299592148,3.7,15.91,
1996-02-24,13.592064,0.0,14.33,12.98,24.1,16.7,205.71205269597584,2.4,15.17,
1996-02-25,9.91088,0.0,14.48,9.61,46.5,24.0,233.9093485965637,3.4,15.92,
1996-02-26,10.477216,0.0,9.84,18.02,70.1,36.5,247.0194000467767,5.2,15.2,
1996-02-27,15.291072000000002,0.0,7.3,19.4,58.4,23.3,259.86650273554216,3.1,13.68,
1996-02-28,13.592064,0.0,7.95,15.04,25.1,20.6,216.1161346608021,1.0,13.12,
1996-02-29,13.875232,0.0,7.5,18.99,30.0,17.6,221.84302899556613,3.5,13.41,
1996-03-01,13.592064,0.0,7.57,19.95,41.3,16.2,182.99004664472838,3.1,13.29,
1996-03-02,13.875232,0.0,9.15,20.04,32.5,15.6,172.4972256125007,2.5,13.26,
1996-03-03,15.007904000000002,0.0,11.6,17.18,25.2,14.1,181.6,2.5,13.41,
1996-03-04,15.857408,0.0,15.49,17.02,20.1,14.4,181.22857142857143,4.8,14.73,
1996-03-05,13.592064,0.0,15.65,18.09,25.8,16.3,180.85714285714286,5.7,15.4,
1996-03-06,15.291072000000002,0.0,10.85,17.89,45.0,17.0,180.4857142857143,4.7,15.53,
1996-03-07,12.459392,0.0,4.84,19.04,52.6,23.3,180.1142857142857,2.7,13.78,
1996-03-08,16.423744,0.0,5.81,19.53,43.4,17.0,179.74285714285713,2.8,13.2,
1996-03-09,14.441568,0.0,7.92,21.03,26.6,15.2,179.37142857142857,2.2,12.94,
1996-03-10,15.857408,0.0,12.3,18.6,25.1,13.2,179.0,2.5,13.78,
1996-03-11,15.857408,0.0,16.51,21.06,21.4,11.9,203.0,3.0,15.24,
1996-03-12,14.1584,0.0,17.93,21.34,17.5,12.8,196.0,4.6,16.39,
1996-03-13,10.477216,0.0,16.44,20.16,32.1,12.5,205.0,4.8,16.78,
1996-03-14,13.875232,0.0,11.26,18.73,43.5,21.1,210.0,2.9,16.18,
1996-03-15,14.724735999999998,0.0,10.22,19.31,60.2,21.6,216.0,2.3,15.96,
1996-03-16,15.57424,0.0,11.33,20.79,55.3,15.3,214.0,2.4,15.76,
1996-03-17,15.291072000000002,0.0,13.91,19.28,65.1,14.4,219.0,4.3,16.23,
1996-03-18,14.724735999999998,0.0,11.07,22.28,53.9,15.7,200.0,2.4,16.21,
1996-03-19,14.724735999999998,0.0,10.89,22.42,42.5,16.4,168.0,2.6,16.23,
1996-03-20,15.291072000000002,0.0,12.89,22.63,29.8,14.3,184.0,2.4,16.44,
1996-03-21,16.140576,0.0,16.41,19.96,24.9,12.1,194.0,2.3,16.93,
1996-03-22,15.57424,0.0,19.52,19.49,18.8,13.4,210.0,4.5,18.54,
1996-03-23,9.344544,0.0,18.88,22.37,27.1,13.5,212.0,7.5,19.19,
1996-03-24,13.025728,0.0,12.38,23.94,37.2,14.9,219.0,6.1,18.62,
1996-03-25,13.308895999999999,0.0,12.91,19.04,21.2,14.1,176.0,3.1,17.28,
1996-03-26,15.007904000000002,0.0,8.44,23.4,24.7,17.3,136.0,3.7,16.92,
1996-03-27,15.57424,0.0,12.1,23.13,36.9,15.4,189.0,2.5,16.89,
1996-03-28,14.724735999999998,0.0,16.48,21.04,28.2,14.5,199.0,4.0,17.98,
1996-03-29,11.326720000000002,0.0,15.1,22.39,27.8,16.7,215.0,7.0,18.74,
1996-03-30,15.291072000000002,0.0,12.26,23.91,27.3,13.9,196.0,2.0,17.72,
1996-03-31,15.857408,0.0,15.29,23.84,21.5,13.0,173.0,2.4,18.26,
1996-04-01,15.007904000000002,0.0,17.82,23.56,28.8,13.2,171.0,3.0,19.08,
1996-04-02,14.441568,0.0,20.25,22.11,53.2,13.2,181.0,4.6,20.25,
1996-04-03,14.441568,0.0,18.2,24.43,51.1,13.7,205.0,4.9,20.77,
1996-04-04,16.99008,0.25,13.12,14.42,83.5,17.5,183.0,2.5,19.49,
1996-04-05,16.423744,9.91,6.82,5.65,97.1,52.8,148.0,2.4,16.74,
1996-04-06,14.724735999999998,0.0,9.03,24.19,99.6,40.0,179.0,1.8,14.4,
1996-04-07,14.441568,0.0,13.65,24.86,97.8,18.0,193.0,2.0,16.37,
1996-04-08,13.875232,0.0,18.9,25.04,46.5,13.2,185.0,2.9,18.97,
1996-04-09,12.176224,0.0,22.44,24.85,50.2,11.6,185.0,2.6,21.17,
1996-04-10,10.760384,0.0,23.03,16.58,38.2,11.5,187.0,4.5,22.0,
1996-04-11,9.344544,0.0,17.37,26.25,24.3,12.7,215.0,4.1,21.09,
1996-04-12,10.477216,0.0,17.03,25.7,48.9,14.1,206.0,3.2,20.9,
1996-04-13,8.211872,0.0,17.83,25.67,23.5,13.6,212.0,6.9,21.11,
1996-04-14,11.043552,0.0,12.73,27.01,20.6,14.4,229.0,3.2,19.89,
1996-04-15,10.760384,0.0,14.35,26.33,23.3,13.5,162.0,2.2,19.56,
1996-04-16,11.326720000000002,0.0,17.51,20.78,23.4,11.8,189.0,2.8,19.86,
1996-04-17,10.477216,0.0,21.29,25.19,17.8,11.5,211.0,5.5,20.71,
1996-04-18,9.061376,0.0,21.29,26.71,24.9,12.1,212.0,4.8,21.61,
1996-04-19,11.326720000000002,0.0,19.72,27.12,27.4,12.2,213.0,5.2,22.17,
1996-04-20,8.49504,0.0,18.26,26.87,18.6,11.5,210.0,4.0,21.5,
1996-04-21,10.477216,0.0,20.02,27.33,17.3,12.1,210.0,4.0,22.06,
1996-04-22,11.043552,0.0,18.4,27.24,18.1,12.0,207.0,2.7,22.22,
1996-04-23,10.194048,0.0,19.29,27.06,18.9,10.9,200.0,2.2,22.61,
1996-04-24,8.778208,0.0,23.05,27.31,19.5,9.0,205.0,3.7,23.0,
1996-04-25,9.344544,0.0,26.9,21.52,14.0,9.4,213.0,5.8,24.28,
1996-04-26,8.778208,0.0,25.48,26.88,16.8,9.4,219.0,3.4,24.61,
1996-04-27,7.9287040000000015,0.0,25.9,23.52,18.0,8.9,213.0,4.2,25.44,
1996-04-28,6.2296960000000015,0.0,24.9,26.59,18.9,9.8,229.0,4.6,26.22,
1996-04-29,8.211872,0.0,13.85,28.16,29.4,13.7,211.0,2.9,24.67,
1996-04-30,9.061376,0.0,19.61,27.97,21.3,10.3,202.0,3.0,23.78,
1996-05-01,10.194048,0.0,23.29,27.96,18.5,9.6,201.0,3.5,24.61,
1996-05-02,8.49504,0.0,24.75,27.65,17.2,9.4,205.0,3.1,25.44,
1996-05-03,8.49504,0.0,24.89,28.22,17.3,9.6,207.0,3.5,25.89,
1996-05-04,8.49504,0.0,23.99,28.72,18.0,9.3,207.0,3.2,26.11,
1996-05-05,9.061376,0.0,24.31,28.84,18.0,8.7,210.0,2.7,26.22,
1996-05-06,9.061376,0.0,24.69,29.24,18.0,8.6,208.0,3.2,26.33,
1996-05-07,9.061376,0.0,26.19,27.98,17.4,8.4,193.0,2.8,27.0,
1996-05-08,8.211872,0.0,25.01,27.76,17.3,8.4,212.0,2.6,27.28,
1996-05-09,7.0792,0.0,25.62,26.96,17.2,9.5,213.0,3.3,27.39,
1996-05-10,7.9287040000000015,0.0,25.3,28.76,16.8,9.2,219.0,2.7,27.94,
1996-05-11,7.645536000000001,0.0,25.91,28.73,17.2,8.3,191.0,2.5,27.78,
1996-05-12,7.645536000000001,0.0,29.63,28.1,28.8,7.3,181.0,3.0,28.83,
1996-05-13,7.9287040000000015,0.0,30.88,26.03,15.0,7.1,202.0,3.3,29.67,
1996-05-14,6.796032,0.0,29.57,28.61,14.0,8.6,208.0,4.9,30.22,
1996-05-15,7.0792,0.0,26.7,27.96,16.3,8.9,207.0,3.9,29.39,
1996-05-16,5.946528,0.0,28.82,28.29,17.1,8.9,208.0,3.6,29.67,
1996-05-17,6.2296960000000015,0.0,28.79,28.59,15.3,8.8,206.0,4.4,29.94,
1996-05-18,6.512864,0.0,29.78,28.91,16.4,7.4,211.0,3.8,30.5,
1996-05-19,5.946528,0.0,30.53,26.59,12.7,8.4,210.0,5.2,30.89,
1996-05-20,5.663360000000001,0.0,29.84,29.4,13.4,8.4,209.0,5.0,30.61,
1996-05-21,5.663360000000001,0.0,29.31,29.4,16.0,8.3,210.0,3.6,30.78,
1996-05-22,5.380192,0.0,27.71,29.32,16.3,8.8,211.0,4.3,30.78,
1996-05-23,4.813856,0.0,26.14,29.03,14.9,10.3,211.0,5.3,30.22,
1996-05-24,4.5306880000000005,0.0,26.19,27.48,23.5,10.3,194.0,4.7,30.0,
1996-05-25,4.813856,0.0,22.37,22.55,21.3,11.5,214.0,4.5,29.22,
1996-05-26,5.097024,0.0,19.39,29.52,18.8,13.1,213.0,5.7,27.72,
1996-05-27,6.2296960000000015,0.0,21.5,29.86,30.4,11.0,214.0,3.7,27.22,
1996-05-28,6.796032,0.0,25.43,25.35,15.4,10.5,210.0,4.6,28.06,
1996-05-29,6.796032,0.0,26.57,29.69,17.6,8.7,193.0,3.2,28.56,
1996-05-30,6.512864,0.0,27.83,29.82,15.7,8.8,208.0,3.9,29.5,
1996-05-31,7.0792,0.0,25.49,29.57,16.6,9.4,209.0,3.6,29.72,
1996-06-01,7.645536000000001,0.0,26.57,29.44,17.0,8.4,201.0,2.3,29.61,
1996-06-02,8.211872,0.0,27.93,28.44,15.2,7.8,203.0,2.6,30.22,
1996-06-03,7.9287040000000015,0.0,28.88,27.71,43.0,8.6,172.0,3.1,31.17,
1996-06-04,8.778208,0.0,29.85,28.6,34.0,7.7,184.0,2.5,31.78,
1996-06-05,9.344544,0.0,31.58,27.87,16.4,6.5,204.0,2.8,32.28,
1996-06-06,9.344544,0.0,32.26,27.95,17.2,6.6,212.0,3.3,32.61,
1996-06-07,10.477216,0.0,28.57,26.24,39.8,13.6,168.0,3.5,33.11,
1996-06-08,11.043552,1.02,27.85,23.46,38.3,9.7,180.0,2.6,32.5,
1996-06-09,12.742560000000001,0.0,30.34,25.07,30.5,8.0,187.0,4.1,31.67,
1996-06-10,13.025728,0.0,29.87,26.67,29.3,7.3,220.0,2.8,32.28,
1996-06-11,13.592064,0.0,30.91,26.02,18.3,7.9,168.0,3.0,33.0,
1996-06-12,14.724735999999998,0.0,29.8,23.11,25.9,9.4,170.0,3.0,33.06,
1996-06-13,15.291072000000002,0.51,26.3,14.49,76.2,25.4,177.0,3.9,31.94,
1996-06-14,67.96032,4.57,25.63,21.92,91.5,27.3,177.0,3.0,30.61,
1996-06-15,39.64352,0.0,25.81,22.19,86.2,21.2,199.0,2.3,29.39,
1996-06-16,223.70272000000003,0.0,28.58,25.23,61.2,11.4,174.0,2.2,30.06,
1996-06-17,22.653440000000003,3.3,28.34,20.34,50.0,14.1,183.0,3.0,30.83,
1996-06-18,12.459392,0.0,30.42,23.94,63.3,8.8,205.0,2.5,29.22,
1996-06-19,11.043552,0.0,32.69,28.96,18.3,7.3,221.0,3.7,31.06,
