DateTime,NelsonWeir_Discharge,BigelowLower_Discharge,BigelowUpper_Discharge,HF001_Precipitation,HF001_AirTemperature,STAHQ_WindDirection,STAHQ_WindSpeed,STAHQ_VaporPressure
2010-05-13,3.9,7.68,3.23,0.0,10.4,,,0.82
2010-05-14,4.27,7.7,3.36,0.0,18.1,,,1.15
2010-05-15,3.38,7.34,2.94,0.0,14.0,,,1.31
2010-05-16,2.25,6.2,2.68,0.0,13.1,,,1.03
2010-05-17,1.39,5.24,2.43,0.0,15.3,,,1.44
2010-05-18,1.54,5.17,2.76,10.9,11.8,,,1.33
2010-05-19,6.47,10.57,4.34,4.3,10.3,,,1.31
2010-05-20,5.1,9.07,3.16,0.0,17.5,,,1.49
2010-05-21,2.96,6.89,2.82,0.5,18.6,,,1.63
2010-05-22,1.95,5.84,2.59,0.0,17.8,,,1.81
2010-05-23,1.29,5.13,2.25,0.0,17.5,,,2.23
2010-05-24,0.92,4.42,2.05,0.0,19.8,,,2.45
2010-05-25,0.62,3.68,1.85,0.0,22.5,,,2.58
2010-05-26,0.4,2.89,1.64,8.4,24.9,,,2.71
2010-05-27,0.71,5.42,1.86,0.0,17.3,,,1.67
2010-05-28,0.45,4.39,1.51,0.0,17.0,,,1.6
2010-05-29,0.33,4.67,1.6,1.3,17.1,,,1.99
2010-05-30,0.32,4.49,1.54,0.0,19.4,,,1.39
2010-05-31,0.17,3.69,1.27,0.0,19.5,,,1.69
2010-06-01,0.38,8.27,2.84,9.4,18.1,,,1.94
2010-06-02,0.77,5.96,2.05,0.3,20.3,,,2.14
2010-06-03,0.64,4.63,1.59,4.6,20.0,,,2.06
2010-06-04,0.66,4.0,1.38,0.0,21.1,,,1.92
2010-06-05,0.32,3.51,1.21,0.0,22.2,,,2.34
2010-06-06,0.99,5.06,1.74,11.4,17.7,,,1.47
2010-06-07,1.45,4.17,1.43,2.8,14.1,,,1.26
2010-06-08,0.64,3.31,1.14,0.0,13.2,,,1.4
2010-06-09,0.48,3.74,1.29,8.9,11.6,,,1.42
2010-06-10,2.67,7.4,2.54,7.9,12.3,,,1.31
2010-06-11,3.99,6.07,2.09,0.0,15.1,,,1.5
2010-06-12,5.82,9.93,3.41,22.6,15.0,,,1.6
2010-06-13,14.06,12.54,4.31,0.3,15.1,,,2.06
2010-06-14,7.83,6.08,2.09,0.0,17.5,,,1.78
2010-06-15,4.0,4.41,1.52,0.0,17.0,,,1.5
2010-06-16,1.83,3.63,1.25,5.3,16.1,,,1.6
2010-06-17,2.78,5.05,1.73,1.0,16.6,,,0.0
2010-06-18,1.46,3.59,1.23,0.3,20.7,,,0.0
2010-06-19,0.58,2.78,0.96,0.0,21.2,,,0.0
2010-06-20,0.31,2.74,0.94,1.8,21.8,,,0.0
2010-06-21,0.15,2.35,0.81,0.0,21.9,,,0.0
2010-06-22,0.03,2.09,0.72,9.6,20.1,,,2.2
2010-06-23,0.79,1.95,1.42,2.8,21.0,,,2.34
2010-06-24,3.3,2.95,2.6,15.2,22.9,,,2.49
2010-06-25,4.13,5.96,1.44,0.0,20.4,,,2.15
2010-06-26,1.23,2.46,0.9,0.5,19.0,,,2.2
2010-06-27,0.54,1.52,0.79,0.0,21.8,,,2.19
2010-06-28,0.27,1.18,0.71,0.0,24.1,,,2.64
2010-06-29,0.12,0.88,0.61,0.0,21.4,,,1.8
2010-06-30,0.0,0.63,0.5,0.0,15.3,,,1.63
2010-07-01,0.0,0.52,0.5,0.0,14.4,,,1.6
2010-07-02,0.0,0.5,0.46,0.0,17.1,,,1.6
2010-07-03,0.0,0.4,0.39,0.0,20.6,,,2.37
2010-07-04,0.0,0.34,0.33,0.0,22.1,,,2.81
2010-07-05,0.0,0.26,0.27,0.0,25.4,,,3.16
2010-07-06,0.0,0.21,0.21,0.0,27.8,,,3.86
2010-07-07,0.0,0.16,0.16,0.0,27.6,,,3.84
2010-07-08,0.0,0.13,0.19,0.0,24.5,,,3.31
2010-07-09,0.0,0.07,0.15,0.0,24.5,,,2.92
2010-07-10,0.0,0.23,0.75,8.1,21.1,,,2.49
2010-07-11,0.0,0.3,0.52,2.8,22.4,,,2.98
2010-07-12,0.0,0.18,0.29,0.0,23.5,,,3.16
2010-07-13,0.0,0.1,0.2,0.0,23.6,,,2.81
2010-07-14,0.0,0.13,0.32,2.0,21.5,,,2.64
2010-07-15,0.0,0.15,0.31,0.3,22.1,,,2.98
2010-07-16,0.0,1.45,3.04,38.9,23.1,,,2.81
2010-07-17,0.0,5.36,1.03,0.0,23.9,,,2.54
2010-07-18,0.0,2.14,0.4,1.0,22.3,,,2.52
2010-07-19,0.0,0.85,0.26,0.0,22.6,,,2.49
2010-07-20,0.0,0.51,0.23,0.0,21.5,,,2.34
2010-07-21,0.0,0.35,0.21,5.6,21.5,,,2.34
2010-07-22,0.0,0.5,0.73,0.3,20.0,,,1.94
2010-07-23,0.0,0.81,1.16,15.2,18.5,,,2.06
2010-07-24,0.0,2.07,2.03,3.3,24.4,,,2.49
2010-07-25,0.0,2.54,0.85,1.0,22.6,,,1.85
2010-07-26,0.0,1.35,0.45,0.0,19.2,,,1.47
2010-07-27,0.0,0.68,0.28,0.0,21.5,,,2.15
2010-07-28,0.0,0.38,0.19,0.0,23.1,,,2.49
2010-07-29,0.0,0.25,0.14,0.0,23.1,,,1.51
2010-07-30,0.0,0.14,0.09,0.0,18.2,,,1.56
2010-07-31,0.0,0.08,0.05,0.0,17.4,,,1.68
2010-08-01,0.0,0.03,0.02,0.0,19.0,,,2.12
2010-08-02,0.0,0.0,0.03,1.0,19.9,,,2.34
2010-08-03,0.0,0.0,0.07,0.0,21.9,,,2.06
2010-08-04,0.0,0.0,0.01,0.0,24.3,,,2.98
2010-08-05,0.0,0.24,0.98,17.8,22.9,,,2.31
2010-08-06,0.0,0.45,0.38,0.3,20.8,,,1.29
2010-08-07,0.0,0.18,0.11,0.0,17.0,,,1.4
2010-08-08,0.0,0.09,0.04,0.0,20.4,,,1.79
2010-08-09,0.0,0.04,0.06,5.8,24.4,,,2.49
2010-08-10,0.0,0.35,0.62,0.5,23.1,,,2.49
2010-08-11,0.0,0.14,0.12,0.0,22.8,,,2.17
2010-08-12,0.0,0.28,0.18,14.2,19.8,,,2.06
2010-08-13,0.0,1.11,0.5,0.0,18.6,,,1.87
2010-08-14,0.0,0.52,0.15,0.0,18.8,,,1.91
2010-08-15,0.0,0.28,0.08,2.8,18.5,,,1.82
2010-08-16,0.0,0.44,0.23,2.3,20.3,,,1.82
2010-08-17,0.0,0.3,0.21,0.0,22.5,,,2.0
2010-08-18,0.0,0.16,0.06,0.0,20.5,,,2.03
2010-08-19,0.0,0.09,0.0,0.0,22.0,,,2.15
2010-08-20,0.0,0.02,0.0,0.0,19.7,,,1.69
2010-08-21,0.0,0.0,0.0,0.0,17.6,,,1.48
2010-08-22,0.0,0.13,0.3,27.9,17.4,,,1.5
2010-08-23,0.0,2.02,2.21,3.6,15.4,,,1.4
2010-08-24,0.0,1.48,0.53,1.8,16.3,,,1.71
2010-08-25,0.0,1.21,0.63,4.3,16.0,,,1.6
2010-08-26,0.0,0.91,0.51,0.0,19.0,,,1.68
2010-08-27,0.0,0.47,0.27,0.0,16.1,,,1.5
2010-08-28,0.0,0.3,0.18,0.0,17.8,,,1.82
2010-08-29,0.0,0.18,0.09,0.0,22.3,,,2.31
2010-08-30,0.0,0.1,0.01,0.0,23.1,,,2.47
2010-08-31,0.0,0.02,0.0,0.0,25.2,,,2.81
2010-09-01,0.0,0.0,0.0,0.0,25.2,,,2.96
2010-09-02,0.0,0.0,0.0,0.0,25.5,,,2.91
2010-09-03,0.0,0.0,0.0,0.5,23.1,,,2.81
2010-09-04,0.0,0.0,0.0,0.0,19.8,,,1.51
2010-09-05,0.0,0.0,0.0,0.0,14.5,,,1.35
2010-09-06,0.0,0.0,0.0,0.0,16.6,,,1.55
2010-09-07,0.0,0.0,0.0,0.0,21.0,,,2.06
2010-09-08,0.0,0.0,0.0,1.3,19.5,,,1.62
2010-09-09,0.0,0.0,0.0,0.0,14.1,,,1.27
2010-09-10,0.0,0.0,0.0,0.0,13.1,,,1.19
2010-09-11,0.0,0.0,0.0,0.0,15.7,,,1.5
2010-09-12,0.0,0.0,0.0,0.0,12.8,,,1.15
2010-09-13,0.0,0.08,0.4,20.1,13.6,,,1.15
2010-09-14,0.0,0.29,0.43,0.0,14.7,,,1.3
2010-09-15,0.0,0.34,0.02,0.0,11.7,,,1.07
2010-09-16,0.0,0.17,0.0,5.3,13.1,,,1.23
2010-09-17,0.0,0.42,0.05,1.8,15.2,,,1.15
2010-09-18,0.0,0.41,0.04,0.0,13.8,,,1.31
2010-09-19,0.0,0.22,0.0,0.0,16.1,,,1.5
2010-09-20,0.0,0.17,0.0,0.0,13.1,,,1.06
2010-09-21,0.0,0.01,0.0,0.0,13.2,,,1.05
2010-09-22,0.0,0.0,0.0,0.0,19.8,,,1.37
2010-09-23,0.0,0.0,0.0,0.0,17.9,,,1.31
2010-09-24,0.0,0.0,0.0,0.0,19.9,,,1.71
2010-09-25,0.0,0.0,0.0,0.0,21.0,,,1.54
2010-09-26,0.0,0.0,0.0,0.0,14.0,,,1.17
2010-09-27,0.0,0.0,0.0,5.8,12.6,,,1.23
2010-09-28,0.0,0.0,0.41,8.9,19.5,,,1.6
2010-09-29,0.0,0.75,0.5,0.0,20.0,,,1.82
2010-09-30,0.0,4.24,4.36,32.5,20.1,,,1.71
2010-10-01,12.65,33.57,15.86,57.4,16.0,,,1.3
2010-10-02,10.39,23.17,1.69,0.0,10.5,,,0.95
2010-10-03,4.81,8.07,0.79,0.0,8.5,,,0.99
2010-10-04,3.15,4.74,0.68,3.0,10.2,,,1.06
2010-10-05,2.47,3.25,0.6,1.0,10.9,,,1.2
2010-10-06,8.79,5.64,3.34,22.1,10.2,,,1.15
2010-10-07,10.5,10.83,1.98,2.0,10.7,,,0.67
2010-10-08,6.0,7.33,0.98,0.0,13.0,,,1.23
2010-10-09,3.82,4.61,0.74,0.0,10.4,,,0.59
2010-10-10,2.82,3.18,0.7,0.0,8.9,,,0.9
2010-10-11,2.36,2.53,0.65,0.3,11.9,,,0.97
2010-10-12,2.65,2.33,0.87,1.5,9.4,,,0.8
2010-10-13,1.37,1.83,0.91,0.0,7.9,,,1.0
2010-10-14,0.92,1.74,0.93,10.9,8.9,,,0.93
2010-10-15,25.96,24.52,10.09,38.3,5.3,,,0.79
2010-10-16,17.44,19.69,2.44,0.0,6.6,,,0.59
2010-10-17,9.29,9.5,1.35,0.0,8.0,,,0.59
2010-10-18,5.5,6.15,1.07,0.0,6.7,,,0.62
2010-10-19,3.71,4.43,0.97,0.0,5.3,,,0.76
2010-10-20,2.86,3.68,0.9,0.0,7.6,,,1.0
2010-10-21,2.61,3.44,1.06,2.0,6.2,,,0.47
2010-10-22,2.39,3.27,1.16,0.0,2.6,,,0.38
2010-10-23,1.78,3.07,1.09,0.0,5.8,,,0.56
2010-10-24,1.65,3.0,1.05,0.3,6.7,,,0.61
2010-10-25,1.78,2.82,1.1,0.5,11.7,,,0.0
2010-10-26,2.02,2.73,1.12,0.5,18.1,,,1.4
2010-10-27,4.26,4.84,2.34,13.7,18.3,,,1.31
2010-10-28,5.38,4.73,1.29,0.3,14.2,,,1.05
2010-10-29,3.87,3.01,0.53,0.0,6.1,,,0.47
2010-10-30,3.21,2.13,0.46,0.0,5.8,,,0.53
2010-10-31,2.7,1.63,0.41,0.0,4.7,,,0.44
2010-11-01,2.3,1.31,0.38,0.0,1.8,,,0.47
2010-11-02,2.02,1.16,0.36,0.0,2.4,,,0.56
2010-11-03,1.52,1.04,0.36,0.0,1.6,,,0.57
2010-11-04,7.59,3.77,2.78,26.7,5.1,,,0.57
2010-11-05,21.16,19.7,4.09,11.7,5.8,,,0.76
2010-11-06,13.71,11.84,1.19,0.0,3.0,,,0.54
2010-11-07,8.7,5.94,0.78,0.0,1.5,,,0.4
2010-11-08,18.83,10.2,3.66,21.8,1.0,,,0.61
2010-11-09,19.34,16.91,2.13,0.3,5.0,,,0.74
2010-11-10,13.77,9.51,1.4,3.0,5.7,,,0.73
2010-11-11,9.49,6.55,1.03,0.0,5.0,,,0.7
2010-11-12,6.9,4.9,0.85,0.0,7.7,,,0.85
2010-11-13,5.39,3.97,0.78,0.0,8.8,,,0.91
2010-11-14,4.52,3.53,0.75,0.0,6.6,,,0.8
2010-11-15,4.01,3.36,0.73,0.0,6.4,,,0.75
2010-11-16,3.91,3.41,0.74,1.8,7.3,,,0.98
2010-11-17,21.43,20.17,7.17,26.2,9.0,,,0.64
2010-11-18,15.66,16.67,1.8,0.0,4.7,,,0.51
2010-11-19,10.16,8.66,1.17,0.0,-0.1,,,0.42
2010-11-20,7.37,6.57,1.0,0.0,2.9,,,0.33
2010-11-21,5.68,5.51,0.87,0.0,-0.6,,,0.32
2010-11-22,4.68,5.04,0.85,0.0,5.9,,,0.53
2010-11-23,4.12,5.1,0.87,0.3,10.2,,,0.7
2010-11-24,3.67,4.77,0.8,0.0,2.3,,,0.22
2010-11-25,3.18,4.22,0.74,0.0,-1.6,,,0.27
2010-11-26,6.12,6.63,1.57,8.6,0.5,,,0.45
2010-11-27,5.61,7.71,1.1,0.0,-1.3,,,0.29
2010-11-28,4.83,5.8,0.87,0.0,-1.4,,,0.31
2010-11-29,4.22,4.88,0.82,0.0,0.1,,,0.57
2010-11-30,3.94,4.66,0.82,3.0,3.5,,,0.53
2010-12-01,11.87,9.18,5.01,25.1,7.7,,,0.71
2010-12-02,22.6,31.14,4.73,0.0,-0.3,,,0.5
2010-12-03,14.07,12.56,1.68,0.0,-1.3,,,0.44
2010-12-04,9.96,8.39,1.35,0.0,-1.6,,,0.32
2010-12-05,7.41,6.8,1.19,0.0,-4.2,,,0.28
2010-12-06,5.61,5.92,1.1,0.0,-5.6,,,0.25
2010-12-07,4.42,5.33,1.02,0.0,-4.5,,,0.25
2010-12-08,3.69,4.76,0.94,0.0,-6.1,,,0.2
2010-12-09,2.97,4.18,0.88,0.0,-9.8,,,0.15
2010-12-10,2.31,3.67,0.88,0.0,-10.1,,,0.18
2010-12-11,2.17,3.84,0.93,0.0,-1.9,,,0.36
2010-12-12,7.99,8.53,4.66,31.7,5.1,,,0.66
2010-12-13,29.89,44.57,10.01,8.6,5.0,,,0.7
2010-12-14,22.56,23.72,3.52,0.0,-9.2,,,0.22
2010-12-15,15.21,12.72,2.11,0.0,-11.4,,,0.13
2010-12-16,10.9,9.38,1.82,0.0,-7.6,,,0.21
2010-12-17,8.22,7.98,1.69,0.0,-6.8,,,0.28
2010-12-18,6.58,7.37,1.62,0.0,-3.8,,,0.33
2010-12-19,5.61,6.91,1.61,0.0,-4.1,,,0.32
2010-12-20,4.93,6.74,1.61,0.0,-6.5,,,0.24
2010-12-21,4.4,6.44,1.58,0.0,-3.2,,,0.32
2010-12-22,4.24,6.29,1.58,0.3,-1.8,,,0.36
2010-12-23,4.14,6.28,1.57,0.3,-2.6,,,0.33
2010-12-24,3.94,5.87,1.53,0.0,-4.1,,,0.26
2010-12-25,3.6,5.59,1.52,0.0,-7.0,,,0.31
2010-12-26,3.32,5.36,1.55,7.1,-6.8,,,0.24
2010-12-27,3.5,6.02,1.64,2.8,-8.8,,,0.2
2010-12-28,3.41,5.47,1.55,0.0,-6.5,,,0.16
2010-12-29,3.34,5.15,1.53,0.5,-2.3,,,0.24
2010-12-30,3.26,4.99,1.53,0.0,-2.2,,,0.51
2010-12-31,3.22,5.03,1.55,0.0,2.1,,,0.71
2011-01-01,3.6,5.35,1.8,0.0,6.9,,,
2011-01-02,6.04,8.71,2.97,0.0,4.4,,,
2011-01-03,6.07,9.64,2.28,0.0,-4.1,,,
2011-01-04,5.15,7.45,1.81,0.0,-4.3,,,
2011-01-05,4.6,6.28,1.65,0.0,-4.1,,,
2011-01-06,4.01,5.37,1.57,0.0,-7.5,,,
2011-01-07,3.5,5.13,1.54,0.0,-5.9,,,
2011-01-08,3.2,5.18,1.53,1.3,-5.4,,,
2011-01-09,3.08,5.11,1.5,0.3,-5.5,,,
2011-01-10,2.89,4.64,1.45,0.0,-6.2,,,
2011-01-11,2.64,4.42,1.46,0.0,-7.0,,,
2011-01-12,2.75,4.89,1.52,19.8,-6.1,,,
2011-01-13,2.92,4.99,1.44,1.5,-7.6,,,
2011-01-14,2.84,4.49,1.47,0.0,-11.3,,,
2011-01-15,2.82,4.53,1.51,0.3,-9.2,,,
2011-01-16,2.8,4.58,1.5,0.0,-5.9,,,
2011-01-17,2.71,4.4,1.49,0.0,-12.8,,,
2011-01-18,2.77,4.49,1.56,17.3,-5.5,,,
2011-01-19,3.02,5.37,1.55,1.3,-1.4,,,
2011-01-20,3.02,4.8,1.47,0.0,-7.0,,,
2011-01-21,3.03,4.71,1.51,6.9,-8.0,,,
2011-01-22,3.01,4.48,1.47,0.0,-11.5,,,
2011-01-23,2.93,4.24,1.5,0.0,-13.7,,,
2011-01-24,2.85,4.08,1.52,0.0,-19.0,,,
2011-01-25,2.67,3.98,1.53,1.5,-9.1,,,
2011-01-26,2.62,4.0,1.52,2.8,-5.3,,,
2011-01-27,2.75,4.27,1.52,8.9,-5.1,,,
2011-01-28,2.74,4.04,1.48,0.0,-5.7,,,
2011-01-29,2.71,3.96,1.44,0.0,-3.9,,,
2011-01-30,2.66,3.94,1.44,0.0,-5.7,,,
2011-01-31,2.61,3.88,1.44,0.0,-9.7,,,
2011-02-01,2.62,3.98,1.49,10.4,-10.1,,,
2011-02-02,2.83,4.87,1.52,18.5,-7.6,,,
2011-02-03,2.85,4.13,1.47,0.3,-8.6,,,
2011-02-04,2.76,3.88,1.49,0.0,-6.5,,,
2011-02-05,3.07,4.44,1.59,8.4,-3.0,,,
2011-02-06,6.03,7.79,2.21,1.3,-0.1,,,
2011-02-07,4.84,6.06,1.63,1.3,-0.8,,,
2011-02-08,4.35,5.31,1.59,6.3,-4.3,,,
2011-02-09,4.02,4.81,1.55,0.0,-9.5,,,
2011-02-10,3.72,4.54,1.56,0.0,-9.3,,,
2011-02-11,3.49,4.32,1.54,0.0,-10.3,,,
2011-02-12,3.37,4.22,1.5,0.0,-4.2,,,
2011-02-13,3.26,4.07,1.45,0.0,-4.3,,,
2011-02-14,3.55,4.55,1.55,0.0,4.0,,,
2011-02-15,4.46,5.32,1.66,0.0,-7.8,,,
2011-02-16,3.99,4.64,1.51,0.0,-4.0,,,
2011-02-17,4.21,5.28,1.69,0.0,6.2,,,
2011-02-18,8.15,9.24,3.26,0.3,9.0,,,
2011-02-19,11.17,13.74,3.11,0.0,-4.1,,,
2011-02-20,8.47,8.94,2.05,0.0,-7.5,,,
2011-02-21,7.0,6.97,1.83,2.0,-8.1,,,
2011-02-22,5.99,6.19,1.69,0.0,-8.8,,,
2011-02-23,5.24,5.52,1.59,0.0,-5.3,,,
2011-02-24,4.74,5.13,1.49,0.3,-2.1,,,
2011-02-25,9.28,10.73,3.59,34.8,-1.3,,,
2011-02-26,11.36,13.75,2.35,0.3,-4.0,,,
2011-02-27,8.83,8.62,1.86,4.8,-4.2,,,
2011-02-28,11.76,11.34,3.57,14.7,-1.6,,,
2011-03-01,16.07,18.02,3.52,0.0,-2.7,,,
2011-03-02,11.79,11.27,2.22,0.0,-2.1,,,
2011-03-03,9.66,8.76,1.92,0.0,-10.2,,,
2011-03-04,8.1,7.58,1.78,0.0,-5.2,,,
2011-03-05,7.59,8.58,1.86,0.5,4.6,,,
2011-03-06,31.4,38.66,28.05,55.9,7.5,,,
2011-03-07,110.76,390.61,114.25,41.4,-1.8,,,
2011-03-08,113.53,108.28,17.52,0.0,-2.6,,,
2011-03-09,93.28,52.15,12.52,0.0,-2.1,,,
2011-03-10,63.54,37.27,9.86,1.3,0.6,,,
2011-03-11,69.09,78.21,29.42,16.3,5.6,,,
2011-03-12,67.51,87.63,22.5,0.0,2.2,,,
2011-03-13,56.13,57.12,17.13,0.0,2.4,,,
2011-03-14,47.49,45.28,13.53,0.0,0.1,,,
2011-03-15,39.85,36.4,11.32,0.0,-0.1,,,
2011-03-16,44.48,57.19,23.98,19.6,0.9,,,
2011-03-17,52.36,74.15,24.77,0.0,7.0,,,
2011-03-18,62.86,90.81,39.85,0.0,10.5,,,
2011-03-19,65.12,79.79,27.42,0.0,2.6,,,
2011-03-20,50.6,49.22,16.58,0.0,0.0,,,
2011-03-21,40.5,37.77,13.43,5.6,-0.6,,,
2011-03-22,33.78,32.85,11.53,0.0,0.0,,,
2011-03-23,28.73,27.58,10.0,0.0,-2.1,,,
2011-03-24,24.5,24.53,8.96,0.0,-0.9,,,
2011-03-25,21.27,21.55,8.15,0.0,-2.4,,,
2011-03-26,18.51,19.2,7.33,0.0,-4.0,,,
2011-03-27,16.33,17.6,6.75,0.0,-2.7,,,
2011-03-28,14.65,16.4,6.38,0.0,-1.0,,,
2011-03-29,13.41,15.73,6.18,0.0,-0.2,,,
2011-03-30,13.58,15.39,6.39,0.0,3.1,,,
2011-03-31,14.64,16.86,6.69,4.1,2.0,,,
2011-04-01,15.29,19.69,6.9,9.6,-0.2,,,
2011-04-02,17.02,20.8,7.7,0.0,2.6,,,
2011-04-03,19.81,22.65,8.57,0.0,4.0,,,
2011-04-04,25.27,29.59,12.36,11.2,4.1,,,
2011-04-05,38.25,50.97,18.86,5.1,5.6,,,
2011-04-06,35.1,41.42,11.86,0.0,2.5,,,
2011-04-07,28.87,27.47,8.73,0.0,3.5,,,
2011-04-08,24.54,23.36,7.63,0.0,4.4,,,
2011-04-09,22.42,21.34,7.46,0.0,7.4,,,
2011-04-10,21.74,21.11,7.47,0.8,9.2,,,
2011-04-11,21.91,21.9,7.53,0.0,13.6,,,
2011-04-12,19.17,19.54,6.09,0.3,12.1,,,
2011-04-13,28.72,31.64,13.22,21.6,4.8,,,
2011-04-14,26.44,33.25,9.05,0.0,8.4,,,
2011-04-15,20.0,20.78,6.18,0.0,4.7,,,
2011-04-16,16.73,16.84,5.64,15.0,2.0,,,
2011-04-17,55.41,94.79,37.67,24.4,8.2,,,
2011-04-18,40.86,45.56,11.7,0.0,7.2,,,
2011-04-19,31.82,29.22,8.54,7.9,5.2,,,
2011-04-20,28.96,29.88,9.56,0.0,4.5,,,
2011-04-21,22.86,24.73,7.3,0.0,4.3,,,
2011-04-22,18.09,19.65,6.12,0.0,4.9,,,
2011-04-23,27.38,33.2,14.39,18.8,4.8,,,
2011-04-24,29.45,42.37,11.83,1.0,13.2,,,
2011-04-25,23.71,27.51,8.17,1.5,11.3,,,
2011-04-26,20.37,22.34,7.33,0.8,15.1,,,
2011-04-27,17.87,21.0,7.07,2.5,18.8,,,
2011-04-28,23.84,29.11,12.73,15.8,17.0,,,
2011-04-29,26.26,39.25,11.09,0.0,13.3,,,
2011-04-30,19.18,23.9,7.14,0.0,10.5,,,
2011-05-01,14.75,18.44,5.94,0.0,11.3,,,
2011-05-02,12.11,15.92,5.47,0.0,10.9,,,
2011-05-03,10.41,15.04,5.14,0.0,16.1,,,
2011-05-04,13.86,17.4,7.12,12.4,10.1,,,
2011-05-05,16.32,22.53,7.19,1.3,6.1,,,
2011-05-06,12.57,17.25,5.62,0.0,11.7,,,
2011-05-07,9.92,14.19,4.94,0.0,13.3,,,
2011-05-08,8.56,12.91,4.64,0.3,11.8,,,
2011-05-09,7.46,12.02,4.36,0.0,13.3,,,
2011-05-10,6.31,10.92,4.12,0.0,11.6,,,
2011-05-11,6.01,10.71,4.04,0.5,11.3,,,
2011-05-12,5.43,10.13,3.81,0.0,12.6,,,
2011-05-13,4.81,9.43,3.65,0.0,14.1,,,
2011-05-14,4.53,9.16,3.59,2.3,12.9,,,
2011-05-15,16.0,20.62,9.76,27.7,11.9,,,
2011-05-16,28.25,40.69,10.58,2.8,8.6,,,
2011-05-17,32.42,38.55,12.57,15.5,8.4,,,
2011-05-18,35.97,45.12,13.64,8.1,10.6,,,
2011-05-19,32.58,38.38,11.14,7.1,13.4,,,
2011-05-20,24.43,26.96,7.54,0.3,14.9,,,
2011-05-21,19.78,21.14,6.58,5.6,15.4,,,
2011-05-22,18.43,21.05,6.64,0.3,11.2,,,
2011-05-23,14.67,17.93,5.6,4.1,11.9,,,
2011-05-24,15.9,20.01,6.47,1.3,18.4,,,
2011-05-25,12.21,16.62,4.94,0.0,18.5,,,
2011-05-26,9.42,13.19,4.27,0.0,20.0,,,
2011-05-27,7.41,11.24,3.84,0.0,22.6,,,
2011-05-28,6.33,10.31,4.14,3.0,20.5,,,
2011-05-29,5.95,10.59,3.93,0.0,21.7,,,
2011-05-30,4.7,9.03,3.47,0.0,22.4,,,
2011-05-31,3.3,7.56,2.99,0.0,22.6,,,
2011-06-01,3.01,6.84,3.43,5.1,20.8,,,
2011-06-02,3.41,7.74,3.43,0.0,13.7,,,
2011-06-03,2.48,6.31,2.87,0.0,12.5,,,
2011-06-04,1.77,5.35,2.57,0.0,13.9,,,
2011-06-05,1.43,4.7,2.44,0.0,14.5,,,
2011-06-06,1.05,4.37,2.31,0.0,18.8,,,
2011-06-07,0.76,3.88,2.07,0.0,21.6,,,
2011-06-08,0.57,3.33,1.89,0.0,23.8,,,
2011-06-09,2.99,6.21,3.59,20.3,20.3,,,
2011-06-10,5.68,9.25,3.05,0.0,19.8,,,
2011-06-11,5.74,7.19,3.34,8.1,12.5,,,
2011-06-12,6.92,8.16,3.27,1.8,10.9,,,
2011-06-13,5.4,6.58,2.69,0.0,14.8,,,
2011-06-14,4.72,5.67,2.66,2.8,11.8,,,
2011-06-15,3.97,5.29,2.32,1.0,16.2,,,
2011-06-16,2.85,4.48,2.06,0.3,19.5,,,
2011-06-17,3.63,4.69,3.07,14.7,17.2,,,
2011-06-18,6.34,9.13,3.4,0.0,19.6,,,
2011-06-19,2.89,5.22,2.0,0.0,17.3,,,
2011-06-20,1.3,3.39,1.62,0.0,18.2,,,
2011-06-21,0.73,2.51,1.41,0.0,20.2,,,
2011-06-22,10.77,10.65,9.75,43.4,17.6,,,
2011-06-23,32.26,48.2,14.05,9.1,15.8,,,
2011-06-24,23.0,23.58,5.72,0.8,12.7,,,
2011-06-25,17.59,13.88,4.67,15.5,15.2,,,
2011-06-26,21.6,21.91,6.42,0.3,18.8,,,
2011-06-27,12.15,10.88,2.99,0.0,20.6,,,
2011-06-28,7.12,6.56,2.34,0.0,21.6,,,
2011-06-29,9.61,9.93,4.2,11.2,19.6,,,
2011-06-30,5.14,6.68,2.32,0.0,18.3,,,
2011-07-01,2.88,4.45,1.9,0.0,18.1,,,
2011-07-02,1.67,3.46,1.66,0.0,20.7,,,
2011-07-03,1.21,3.05,1.78,2.0,19.8,,,
2011-07-04,1.06,3.13,1.68,0.0,22.4,,,
2011-07-05,0.63,2.6,1.35,0.0,22.8,,,
2011-07-06,0.38,2.02,1.15,2.3,22.4,,,
2011-07-07,0.35,1.8,1.16,0.0,20.9,,,
2011-07-08,0.42,1.6,1.23,4.6,19.4,,,
2011-07-09,0.51,1.92,1.29,1.0,20.6,,,
2011-07-10,0.1,1.55,0.97,0.0,20.4,,,
2011-07-11,0.0,1.23,0.87,0.0,24.3,,,
2011-07-12,0.0,0.98,0.79,0.0,25.2,,,
2011-07-13,0.0,0.79,0.76,5.3,20.3,,,
2011-07-14,0.0,1.1,1.09,1.0,18.2,,,
2011-07-15,0.0,0.83,0.73,0.0,20.2,,,
2011-07-16,0.0,0.66,0.63,0.0,21.7,,,
2011-07-17,0.0,0.54,0.55,0.0,23.9,,,
2011-07-18,0.0,0.68,0.73,10.2,22.3,,,
2011-07-19,0.0,0.77,0.73,0.3,22.2,,,
2011-07-20,0.0,0.56,0.51,0.0,23.0,,,
2011-07-21,0.0,0.47,0.51,0.0,25.9,,,
2011-07-22,0.0,0.37,0.41,0.0,28.3,,,
