DateTime,NelsonWeir_Discharge,BigelowLower_Discharge,BigelowUpper_Discharge,HF001_Precipitation,HF001_AirTemperature,STAHQ_WindDirection,STAHQ_WindSpeed,STAHQ_VaporPressure
2013-10-17,0.67,1.65,0.72,1.3,15.4,,,
2013-10-18,0.95,2.45,0.9,3.6,12.5,,,
2013-10-19,0.66,1.93,0.78,0.3,10.7,,,
2013-10-20,0.56,1.67,0.81,0.0,8.7,,,
2013-10-21,0.4,1.5,0.76,0.0,10.2,,,
2013-10-22,0.41,1.42,0.79,0.0,9.7,,,
2013-10-23,0.49,1.35,0.76,0.0,5.1,,,
2013-10-24,0.46,1.31,0.74,0.0,4.4,,,
2013-10-25,0.4,1.25,0.72,0.0,2.8,,,
2013-10-26,0.4,1.2,0.77,0.0,4.9,,,
2013-10-27,0.37,1.24,0.8,0.0,5.6,,,
2013-10-28,0.34,1.17,0.78,0.0,4.0,,,
2013-10-29,0.3,1.16,0.74,0.0,0.7,,,
2013-10-30,0.28,1.22,0.77,0.0,3.7,,,
2013-10-31,0.55,1.93,0.99,12.4,9.7,,,
2013-11-01,2.76,5.69,1.84,4.6,14.7,,,
2013-11-02,2.05,4.16,1.02,0.5,9.5,,,
2013-11-03,1.29,2.66,0.87,0.0,1.8,,,
2013-11-04,0.88,1.88,0.8,0.0,-1.3,,,
2013-11-05,0.73,1.69,0.78,0.0,2.5,,,
2013-11-06,0.7,1.79,0.77,0.0,8.6,,,
2013-11-07,0.81,2.09,0.97,3.3,8.7,,,
2013-11-08,0.85,2.07,0.91,0.0,0.8,,,
2013-11-09,0.65,1.72,0.7,0.0,0.3,,,
2013-11-10,0.61,1.75,0.71,0.5,5.3,,,
2013-11-11,0.55,1.61,0.69,0.0,4.7,,,
2013-11-12,0.47,1.5,0.69,0.3,-1.1,,,
2013-11-13,0.38,1.34,0.67,0.0,-4.7,,,
2013-11-14,0.35,1.32,0.69,0.0,2.3,,,
2013-11-15,0.36,1.36,0.7,0.0,5.9,,,
2013-11-16,0.37,1.52,0.69,0.0,7.3,,,
2013-11-17,0.4,1.59,0.71,0.8,8.2,,,
2013-11-18,2.19,3.85,1.5,9.6,12.2,,,
2013-11-19,1.79,3.79,0.79,0.0,0.9,,,
2013-11-20,1.05,2.29,0.67,0.0,-2.6,,,
2013-11-21,0.82,1.84,0.63,0.0,0.0,,,
2013-11-22,1.18,2.31,0.73,2.8,5.0,,,
2013-11-23,1.34,2.51,0.72,0.3,0.5,,,
2013-11-24,0.84,2.04,0.65,0.3,-8.2,,,
2013-11-25,0.51,1.67,0.6,0.0,-6.6,,,
2013-11-26,0.47,1.61,0.63,4.3,-1.6,,,
2013-11-27,38.3,56.9,21.97,55.9,5.2,,,
2013-11-28,35.4,33.37,4.07,0.0,-4.7,,,
2013-11-29,19.48,10.04,1.72,0.0,-6.2,,,
2013-11-30,12.61,6.07,1.34,0.0,-6.3,,,
2013-12-01,11.08,5.43,1.28,0.0,0.4,,,
2013-12-02,8.86,5.38,1.24,0.3,0.3,,,
2013-12-03,6.45,5.02,1.18,0.0,0.4,,,
2013-12-04,5.34,4.61,1.11,0.0,-0.7,,,
2013-12-05,5.32,4.39,1.1,1.3,6.6,,,
2013-12-06,7.82,5.93,1.41,11.2,5.4,,,
2013-12-07,9.29,7.8,1.79,1.3,-2.2,,,
2013-12-08,6.38,5.69,1.25,0.0,-5.6,,,
2013-12-09,4.95,4.88,1.14,4.1,-2.3,,,
2013-12-10,4.48,4.63,1.1,0.8,-3.3,,,
2013-12-11,3.62,4.05,1.01,0.0,-6.6,,,
2013-12-12,2.66,3.61,0.96,0.0,-9.8,,,
2013-12-13,1.91,3.2,0.96,0.0,-9.0,,,
2013-12-14,1.69,2.91,0.96,5.3,-13.1,,,
2013-12-15,1.72,3.62,1.05,11.4,-6.2,,,
2013-12-16,1.84,3.72,0.99,0.0,-8.4,,,
2013-12-17,1.8,3.51,1.0,7.1,-13.4,,,
2013-12-18,1.81,3.54,0.99,2.5,-7.2,,,
2013-12-19,1.79,3.38,0.96,0.0,-1.7,,,
2013-12-20,1.87,3.5,0.98,0.0,3.7,,,
2013-12-21,3.28,5.02,1.61,0.3,8.0,,,
2013-12-22,15.81,21.96,6.93,1.5,11.7,,,
2013-12-23,25.92,35.38,8.64,10.7,1.9,,,
2013-12-24,26.07,29.01,4.67,0.0,-3.1,,,
2013-12-25,20.41,12.84,2.25,0.0,-9.8,,,
2013-12-26,15.49,8.84,1.85,1.3,-5.8,,,
2013-12-27,11.27,7.97,1.73,0.0,-4.6,,,
2013-12-28,8.03,7.3,1.65,0.0,-0.5,,,
2013-12-29,12.84,12.34,5.82,27.4,1.9,,,
2013-12-30,27.87,41.1,8.29,0.0,-3.3,,,
2013-12-31,18.74,16.99,2.88,0.0,-10.3,,,
2014-01-01,13.96,10.6,2.29,0.0,-8.8,,,
2014-01-02,10.43,9.35,2.14,4.3,-13.0,,,
2014-01-03,8.51,9.29,2.11,2.3,-17.7,,,
2014-01-04,6.65,8.09,2.04,0.0,-13.7,,,
2014-01-05,5.71,7.74,1.99,2.3,-2.6,,,
2014-01-06,31.31,48.25,22.64,31.7,3.7,,,
2014-01-07,40.48,56.56,7.2,0.0,-14.8,,,
2014-01-08,35.06,21.02,3.49,0.0,-13.5,,,
2014-01-09,15.12,12.4,2.89,0.0,-9.3,,,
2014-01-10,9.78,10.35,2.76,0.5,-4.1,,,
2014-01-11,23.49,31.91,11.62,19.8,9.3,,,
2014-01-12,38.79,54.43,12.31,0.5,2.6,,,
2014-01-13,34.47,23.37,4.84,0.0,2.8,,,
2014-01-14,36.01,29.79,10.27,15.2,5.4,,,
2014-01-15,36.24,42.68,9.38,0.0,2.1,,,
2014-01-16,23.36,25.16,5.49,0.0,0.8,,,
2014-01-17,18.83,19.97,4.74,0.0,0.1,,,
2014-01-18,15.21,17.14,4.38,3.8,-1.0,,,
2014-01-19,12.91,15.73,4.11,1.3,-4.0,,,
2014-01-20,11.3,14.3,3.87,0.3,-1.9,,,
2014-01-21,10.81,12.1,3.55,0.0,-13.2,,,
2014-01-22,9.65,13.1,3.4,0.3,-16.7,,,
2014-01-23,8.5,12.88,3.06,0.0,-15.6,,,
2014-01-24,7.35,14.85,2.95,0.0,-14.5,,,
2014-01-25,6.2,8.28,3.02,1.0,-7.7,,,
2014-01-26,5.13,9.08,2.95,0.0,-11.2,,,
2014-01-27,4.4,9.1,2.93,0.5,-5.1,,,
2014-01-28,3.71,8.28,2.78,0.0,-13.3,,,
2014-01-29,3.52,11.98,2.76,0.0,-11.2,,,
2014-01-30,3.46,12.97,2.76,0.0,-10.0,,,
2014-01-31,3.4,13.22,2.81,0.0,-2.9,,,
2014-02-01,3.34,9.05,2.78,0.0,0.2,,,
2014-02-02,3.67,9.94,2.91,1.8,2.2,,,
2014-02-03,3.98,8.61,2.86,2.8,-2.9,,,
2014-02-04,3.9,7.46,2.8,0.0,-4.8,,,
2014-02-05,3.91,7.42,2.88,20.3,-5.4,,,
2014-02-06,3.93,7.55,2.73,1.5,-9.4,,,
2014-02-07,3.68,9.96,2.73,0.0,-9.4,,,
2014-02-08,3.49,6.89,2.71,0.0,-9.1,,,
2014-02-09,3.35,6.55,2.69,0.5,-6.8,,,
2014-02-10,3.28,6.49,2.66,0.3,-9.3,,,
2014-02-11,3.13,7.31,2.6,0.0,-12.4,,,
2014-02-12,2.89,6.68,2.57,0.0,-11.0,,,
2014-02-13,2.9,6.09,2.64,15.8,-4.8,,,
2014-02-14,3.36,6.7,2.62,16.3,-3.1,,,
2014-02-15,3.21,6.14,2.5,3.0,-4.4,,,
2014-02-16,3.08,5.99,2.51,0.3,-7.0,,,
2014-02-17,2.92,5.77,2.47,0.0,-10.0,,,
2014-02-18,2.85,5.77,2.51,6.1,-8.8,,,
2014-02-19,2.87,5.83,2.48,5.6,-4.7,,,
2014-02-20,2.86,5.78,2.39,7.9,0.5,,,
2014-02-21,5.88,11.62,4.76,8.1,0.8,,,
2014-02-22,10.62,13.25,4.8,0.0,3.1,,,
2014-02-23,8.77,13.45,3.56,0.0,3.4,,,
2014-02-24,7.64,11.52,3.21,0.0,-3.8,,,
2014-02-25,6.38,9.72,2.88,0.0,-8.5,,,
2014-02-26,5.41,8.21,2.71,0.0,-10.6,,,
2014-02-27,4.75,7.34,2.58,0.3,-11.1,,,
2014-02-28,4.23,6.69,2.46,0.0,-13.3,,,
2014-03-01,3.71,6.44,2.4,0.0,-7.9,,,
2014-03-02,3.37,6.09,2.33,0.0,-2.5,,,
2014-03-03,3.15,5.87,2.26,0.0,-10.5,,,
2014-03-04,2.93,5.68,2.24,0.0,-10.4,,,
2014-03-05,2.74,5.38,2.19,0.0,-7.3,,,
2014-03-06,2.57,5.16,2.15,0.0,-9.5,,,
2014-03-07,2.42,5.05,2.13,0.0,-4.8,,,
2014-03-08,2.39,5.28,2.11,0.0,1.7,,,
2014-03-09,2.43,5.45,2.11,0.0,-1.8,,,
2014-03-10,2.44,5.42,2.09,0.0,-0.2,,,
2014-03-11,2.77,7.25,2.4,0.0,5.2,,,
2014-03-12,6.27,10.76,4.32,12.7,2.4,,,
2014-03-13,12.7,18.0,5.51,1.8,-10.6,,,
2014-03-14,8.78,14.63,2.97,0.0,-6.2,,,
2014-03-15,7.36,11.06,2.88,1.3,3.2,,,
2014-03-16,7.02,10.54,2.86,0.0,-5.4,,,
2014-03-17,5.83,8.88,2.54,0.0,-7.9,,,
2014-03-18,4.97,7.89,2.32,0.0,-3.8,,,
2014-03-19,4.34,7.23,2.22,9.9,-0.9,,,
2014-03-20,9.96,15.19,5.22,6.3,1.9,,,
2014-03-21,9.93,16.12,3.51,0.0,-0.8,,,
2014-03-22,7.81,12.37,2.89,0.0,0.4,,,
2014-03-23,7.05,10.95,2.78,0.0,-1.8,,,
2014-03-24,6.1,9.58,2.51,0.0,-7.8,,,
2014-03-25,5.32,8.38,2.34,0.0,-5.0,,,
2014-03-26,4.74,7.83,2.23,0.0,-4.4,,,
2014-03-27,4.19,7.73,2.07,0.0,-3.5,,,
2014-03-28,4.33,9.55,2.42,5.3,3.5,,,
2014-03-29,10.79,17.96,5.96,18.5,4.8,,,
2014-03-30,33.54,142.15,30.22,31.0,2.1,,,
2014-03-31,42.44,143.46,30.38,29.2,0.2,,,
2014-04-01,44.49,62.53,13.12,0.0,3.6,,,
2014-04-02,47.68,51.5,13.15,0.0,5.1,,,
2014-04-03,46.97,50.41,14.07,0.0,4.9,,,
2014-04-04,43.56,49.99,14.03,6.3,3.0,,,
2014-04-05,45.54,66.2,19.38,2.8,2.3,,,
2014-04-06,40.94,47.38,13.7,0.0,4.0,,,
2014-04-07,37.56,42.65,14.22,2.8,7.1,,,
2014-04-08,49.08,75.38,26.64,6.6,8.4,,,
2014-04-09,47.24,58.13,17.2,0.0,5.0,,,
2014-04-10,36.88,39.77,12.65,0.0,6.3,,,
2014-04-11,32.84,35.56,12.55,5.8,10.9,,,
2014-04-12,31.37,39.12,13.13,0.0,10.3,,,
2014-04-13,27.13,31.37,10.24,0.0,13.2,,,
2014-04-14,25.12,27.37,9.28,0.0,16.5,,,
2014-04-15,43.0,79.67,36.04,45.0,11.9,,,
2014-04-16,58.38,102.97,29.97,6.3,-1.4,,,
2014-04-17,41.98,49.98,15.31,0.0,-0.1,,,
2014-04-18,32.82,36.92,12.38,0.0,1.4,,,
2014-04-19,27.46,30.25,10.62,0.0,7.0,,,
2014-04-20,23.14,24.93,9.17,0.0,6.8,,,
2014-04-21,19.85,21.77,8.42,0.0,10.5,,,
2014-04-22,17.49,19.93,7.89,1.5,12.6,,,
2014-04-23,16.96,20.8,8.41,5.1,7.2,,,
2014-04-24,14.8,18.9,7.37,0.0,6.4,,,
2014-04-25,12.32,16.21,6.71,0.0,8.9,,,
2014-04-26,19.84,29.2,12.6,23.6,5.1,,,
2014-04-27,23.08,38.34,13.32,0.3,5.5,,,
2014-04-28,18.17,25.21,8.52,0.0,7.8,,,
2014-04-29,15.04,19.35,7.29,0.3,3.7,,,
2014-04-30,19.32,26.06,12.25,21.6,3.1,,,
2014-05-01,42.5,91.6,32.06,19.8,10.4,,,
2014-05-02,36.43,52.11,15.72,0.3,10.8,,,
2014-05-03,28.2,31.13,10.1,0.0,11.7,,,
2014-05-04,22.19,24.11,8.61,0.8,8.5,,,
2014-05-05,17.65,20.77,7.61,0.0,9.7,,,
2014-05-06,14.12,17.98,6.97,0.0,8.9,,,
2014-05-07,11.53,15.99,6.41,0.0,10.4,,,
2014-05-08,9.74,14.63,6.06,0.0,12.6,,,
2014-05-09,9.08,14.53,6.15,2.3,11.0,,,
2014-05-10,9.62,15.9,6.4,2.3,17.3,,,
2014-05-11,8.12,14.11,5.56,0.0,17.3,,,
2014-05-12,6.52,12.0,5.06,0.0,19.8,,,
2014-05-13,5.59,10.93,4.86,0.0,9.7,,,
2014-05-14,5.05,10.64,4.67,0.0,14.1,,,
2014-05-15,4.66,10.3,4.53,2.3,18.1,,,
2014-05-16,5.59,11.49,4.88,3.6,17.0,,,
2014-05-17,37.64,78.01,31.79,15.0,14.4,,,
2014-05-18,26.88,34.61,9.08,0.0,11.6,,,
2014-05-19,19.37,20.0,6.54,0.0,11.6,,,
2014-05-20,14.1,15.79,5.56,0.0,14.9,,,
2014-05-21,10.38,13.48,4.9,0.0,16.4,,,
2014-05-22,12.59,16.42,6.57,9.9,12.3,,,
2014-05-23,12.76,19.32,6.27,0.3,11.9,,,
2014-05-24,10.37,16.08,5.41,4.8,11.8,,,
2014-05-25,9.01,14.26,4.87,0.3,15.7,,,
2014-05-26,7.27,12.26,4.29,0.5,17.5,,,
2014-05-27,5.98,10.95,3.97,6.4,15.3,,,
2014-05-28,9.97,16.34,6.3,6.6,7.2,,,
2014-05-29,7.64,13.84,4.47,0.0,11.3,,,
2014-05-30,5.99,11.08,3.97,3.6,12.8,,,
2014-05-31,6.02,11.2,4.03,3.0,11.7,,,
2014-06-01,4.98,10.17,3.52,0.0,16.1,,,
2014-06-02,3.62,8.19,3.08,0.0,18.8,,,
2014-06-03,2.77,7.07,2.81,4.3,20.2,,,
2014-06-04,4.04,8.06,3.3,1.5,16.5,,,
2014-06-05,6.29,10.77,4.4,8.9,14.6,,,
2014-06-06,5.78,11.13,3.39,0.0,15.4,,,
2014-06-07,3.61,7.56,2.69,0.0,18.6,,,
2014-06-08,2.29,5.94,2.32,0.0,20.9,,,
2014-06-09,1.81,5.19,2.35,3.3,16.9,,,
2014-06-10,2.03,5.5,2.35,0.3,18.7,,,
2014-06-11,1.5,4.95,2.21,0.8,15.0,,,
2014-06-12,1.45,4.88,2.36,0.3,14.8,,,
2014-06-13,2.52,6.45,2.94,7.4,15.1,,,
2014-06-14,3.46,7.58,2.69,0.3,15.8,,,
2014-06-15,1.98,5.3,2.02,0.0,16.5,,,
2014-06-16,1.03,3.87,1.7,0.0,18.6,,,
2014-06-17,0.59,3.05,1.53,0.0,22.3,,,
2014-06-18,1.04,3.91,1.93,6.6,21.6,,,
2014-06-19,0.6,3.14,1.45,0.0,19.8,,,
2014-06-20,0.29,2.23,1.27,0.0,15.5,,,
2014-06-21,0.16,1.77,1.2,0.0,14.9,,,
2014-06-22,0.09,1.53,1.15,0.0,16.9,,,
2014-06-23,0.05,1.38,1.08,0.0,18.9,,,
2014-06-24,0.01,1.26,1.02,0.0,19.3,,,
2014-06-25,0.01,1.19,1.03,19.6,21.7,,,
2014-06-26,3.26,9.63,4.14,3.8,20.7,,,
2014-06-27,1.64,4.89,1.45,0.0,18.7,,,
2014-06-28,0.57,2.52,1.11,0.0,20.6,,,
2014-06-29,0.23,1.64,0.93,0.0,21.4,,,
2014-06-30,0.09,1.18,0.83,0.0,21.7,,,
2014-07-01,0.03,0.92,0.77,0.0,23.5,,,
2014-07-02,5.08,6.89,6.68,40.1,23.1,,,
2014-07-03,13.71,22.34,5.08,24.4,22.9,,,
2014-07-04,22.1,28.5,9.67,17.8,17.3,,,
2014-07-05,18.7,22.86,4.68,0.0,18.3,,,
2014-07-06,9.48,7.17,1.78,0.0,20.1,,,
2014-07-07,3.09,4.2,1.6,14.2,21.7,,,
2014-07-08,4.27,5.79,1.92,4.3,23.4,,,
2014-07-09,4.88,6.63,4.71,33.0,22.1,,,
2014-07-10,21.93,29.78,8.07,0.0,19.0,,,
2014-07-11,6.28,8.53,1.87,0.0,19.0,,,
2014-07-12,3.03,4.12,1.33,0.0,21.0,,,
2014-07-13,2.03,2.76,1.18,1.8,21.3,,,
2014-07-14,1.99,2.7,1.23,3.8,22.6,,,
2014-07-15,1.94,2.96,1.42,6.9,22.6,,,
2014-07-16,12.24,16.02,6.57,20.6,19.9,,,
2014-07-17,9.14,12.31,2.18,0.0,18.5,,,
2014-07-18,4.65,4.54,1.32,0.0,18.1,,,
2014-07-19,2.36,2.85,1.12,0.0,18.4,,,
2014-07-20,1.32,2.26,1.02,0.0,18.4,,,
2014-07-21,0.58,1.81,0.87,0.0,19.4,,,
2014-07-22,0.28,1.46,0.77,0.0,23.1,,,
2014-07-23,0.28,1.4,0.9,13.7,23.2,,,
2014-07-24,1.73,3.39,1.4,1.3,19.6,,,
2014-07-25,0.59,2.05,0.77,0.0,17.9,,,
2014-07-26,0.22,1.34,0.65,0.0,19.8,,,
2014-07-27,0.8,1.94,1.17,12.4,20.0,,,
2014-07-28,13.78,18.37,13.95,34.5,19.2,,,
2014-07-29,22.58,36.82,5.01,0.0,16.8,,,
2014-07-30,11.71,7.86,1.65,0.0,17.3,,,
2014-07-31,6.41,4.02,1.24,0.0,18.9,,,
2014-08-01,3.41,2.81,1.04,0.0,21.2,,,
2014-08-02,1.85,2.23,1.0,0.0,18.6,,,
2014-08-03,1.04,1.98,0.97,0.0,17.7,,,
2014-08-04,0.63,1.83,0.89,0.0,20.7,,,
2014-08-05,0.33,1.57,0.76,0.0,21.4,,,
2014-08-06,0.16,1.35,0.69,0.0,19.4,,,
2014-08-07,0.06,1.1,0.61,0.0,16.4,,,
2014-08-08,0.02,0.96,0.56,0.0,17.9,,,
2014-08-09,0.0,0.8,0.49,0.0,19.5,,,
2014-08-10,0.0,0.67,0.41,0.0,20.7,,,
2014-08-11,0.0,0.57,0.37,0.0,21.2,,,
2014-08-12,0.0,0.48,0.36,0.0,20.1,,,
2014-08-13,21.81,43.12,35.17,49.3,17.5,,,
2014-08-14,33.09,44.15,6.07,0.0,15.3,,,
2014-08-15,17.92,9.18,2.26,0.3,13.8,,,
2014-08-16,9.99,4.98,1.75,0.0,16.4,,,
2014-08-17,5.39,3.33,1.46,0.0,17.2,,,
2014-08-18,2.76,2.43,1.25,0.0,16.0,,,
2014-08-19,1.23,1.81,1.06,0.0,16.4,,,
2014-08-20,0.56,1.44,0.95,0.0,19.1,,,
2014-08-21,0.36,1.34,1.17,3.6,16.8,,,
2014-08-22,0.56,1.98,1.43,0.8,16.1,,,
2014-08-23,0.46,1.91,1.27,0.0,16.4,,,
2014-08-24,0.24,1.53,1.11,0.0,18.1,,,
2014-08-25,0.11,1.19,0.96,0.0,21.1,,,
2014-08-26,0.04,0.95,0.86,0.0,21.6,,,
2014-08-27,0.01,0.78,0.84,0.0,22.0,,,
2014-08-28,0.0,0.67,0.8,0.0,18.1,,,
2014-08-29,0.0,0.56,0.75,0.0,16.1,,,
2014-08-30,0.0,0.49,0.79,0.0,17.6,,,
2014-08-31,0.0,0.47,0.89,0.8,21.3,,,
2014-09-01,0.0,0.43,0.93,0.0,23.1,,,
2014-09-02,0.0,0.49,1.71,2.8,23.6,,,
2014-09-03,0.0,1.13,1.31,3.6,19.6,,,
2014-09-04,0.0,0.98,0.74,0.3,19.7,,,
2014-09-05,0.0,0.69,0.68,0.0,22.3,,,
2014-09-06,0.0,1.06,2.46,18.8,22.4,,,
2014-09-07,0.0,4.67,3.22,1.0,16.9,,,
2014-09-08,0.0,2.35,1.23,0.0,15.5,,,
2014-09-09,0.0,1.3,1.06,0.0,14.2,,,
2014-09-10,0.0,0.96,1.04,0.0,14.9,,,
2014-09-11,0.0,0.84,1.18,0.8,17.1,,,
2014-09-12,0.0,0.77,1.03,0.0,13.0,,,
2014-09-13,0.0,0.85,1.34,7.4,10.8,,,
2014-09-14,0.0,1.27,1.57,0.3,10.1,,,
2014-09-15,0.0,1.03,0.83,0.0,9.9,,,
2014-09-16,0.0,0.88,0.51,0.5,11.7,,,
2014-09-17,0.0,0.76,0.4,0.0,11.4,,,
2014-09-18,0.0,0.65,0.31,0.3,12.2,,,
2014-09-19,0.0,0.56,0.28,0.0,7.6,,,
2014-09-20,0.0,0.51,0.3,0.0,12.8,,,
2014-09-21,0.0,0.64,0.42,3.0,18.9,,,
2014-09-22,0.0,0.6,0.34,0.0,13.0,,,
2014-09-23,0.0,0.48,0.24,0.0,11.2,,,
2014-09-24,0.0,0.43,0.23,0.0,13.0,,,
2014-09-25,0.0,0.42,0.27,0.0,11.5,,,
2014-09-26,0.0,0.39,0.23,0.0,15.8,,,
2014-09-27,0.0,0.34,0.17,0.3,17.9,,,
2014-09-28,0.0,0.31,0.17,0.3,19.0,,,
2014-09-29,0.0,0.3,0.17,0.0,16.8,,,
2014-09-30,0.0,0.32,0.23,1.5,12.6,,,
2014-10-01,0.0,0.69,0.53,11.4,12.5,,,
2014-10-02,0.0,1.62,1.05,2.8,11.5,,,
2014-10-03,0.0,1.64,0.47,0.3,11.5,,,
2014-10-04,0.0,3.31,3.15,26.7,11.9,,,
2014-10-05,0.03,8.07,1.54,0.3,7.8,,,
2014-10-06,0.22,3.21,0.63,0.0,9.9,,,
2014-10-07,0.27,1.95,0.5,0.0,15.6,,,
2014-10-08,0.63,2.13,0.67,6.1,14.7,,,
2014-10-09,0.58,1.68,0.44,0.0,9.9,,,
2014-10-10,0.41,1.3,0.39,0.0,8.2,,,
2014-10-11,0.62,1.33,0.54,4.8,7.3,,,
2014-10-12,0.64,1.26,0.51,0.0,7.8,,,
2014-10-13,0.53,1.09,0.46,0.0,9.7,,,
2014-10-14,0.52,1.09,0.53,0.5,16.9,,,
2014-10-15,0.52,1.08,0.66,1.3,19.6,,,
2014-10-16,12.28,18.42,9.78,38.9,17.9,,,
2014-10-17,13.36,20.21,2.15,0.0,15.2,,,
2014-10-18,7.5,6.58,1.23,1.3,12.8,,,
2014-10-19,4.48,4.19,1.18,0.3,6.0,,,
2014-10-20,2.76,3.12,1.08,0.0,5.2,,,
2014-10-21,1.98,2.69,1.02,0.0,10.2,,,
2014-10-22,2.09,2.97,1.23,14.0,8.1,,,
2014-10-23,48.64,89.17,34.61,74.9,8.0,,,
2014-10-24,40.9,42.39,6.46,3.6,6.9,,,
2014-10-25,27.38,16.27,2.8,0.0,9.5,,,
2014-10-26,18.33,9.35,1.98,0.0,7.9,,,
2014-10-27,12.21,6.71,1.63,0.0,8.3,,,
2014-10-28,8.12,5.39,1.46,0.0,11.3,,,
2014-10-29,5.94,5.09,1.43,2.8,11.8,,,
2014-10-30,4.77,5.09,1.4,0.0,5.7,,,
2014-10-31,3.64,4.38,1.27,0.0,5.7,,,
2014-11-01,3.7,4.91,1.5,6.3,3.4,,,
2014-11-02,4.72,5.72,1.56,0.0,1.5,,,
2014-11-03,4.13,4.5,1.29,0.0,3.1,,,
2014-11-04,3.6,3.97,1.19,0.0,9.8,,,
2014-11-05,3.19,3.67,1.13,0.0,10.3,,,
2014-11-06,3.63,4.05,1.32,7.6,5.7,,,
2014-11-07,4.16,6.08,1.76,0.3,3.1,,,
2014-11-08,3.16,4.85,1.27,0.0,1.8,,,
2014-11-09,2.61,4.01,1.16,0.0,4.9,,,
2014-11-10,2.14,3.55,1.09,0.0,5.9,,,
2014-11-11,1.85,3.34,1.06,0.0,9.9,,,
2014-11-12,1.78,3.28,1.04,0.0,9.5,,,
2014-11-13,1.55,3.1,1.0,1.3,2.1,,,
2014-11-14,1.6,3.47,1.05,2.5,-0.7,,,
2014-11-15,1.48,3.16,1.01,0.0,-3.0,,,
2014-11-16,1.38,2.9,1.0,0.0,-0.9,,,
2014-11-17,9.36,12.7,5.85,24.4,1.3,,,
2014-11-18,13.61,23.22,3.8,0.0,-3.2,,,
2014-11-19,8.58,9.13,1.78,0.0,-5.0,,,
2014-11-20,6.0,6.23,1.54,0.0,-1.4,,,
2014-11-21,4.35,5.23,1.37,0.0,-5.5,,,
2014-11-22,3.25,4.47,1.29,0.0,-2.6,,,
2014-11-23,2.93,4.57,1.32,0.0,6.3,,,
2014-11-24,9.11,12.56,4.05,14.5,12.5,,,
2014-11-25,9.5,13.39,2.25,0.0,10.0,,,
2014-11-26,7.39,8.69,1.77,38.4,0.6,,,
2014-11-27,6.8,8.26,1.77,2.5,-2.5,,,
2014-11-28,5.68,7.03,1.75,0.0,-4.9,,,
2014-11-29,4.75,6.44,1.64,0.0,-6.0,,,
2014-11-30,6.55,8.22,2.35,0.0,4.0,,,
2014-12-01,11.25,16.17,4.24,0.0,5.9,,,
2014-12-02,11.0,16.52,3.1,2.5,-2.0,,,
2014-12-03,18.53,26.96,8.21,14.7,1.6,,,
2014-12-04,16.53,26.31,4.42,0.0,-1.3,,,
2014-12-05,12.1,14.93,2.71,5.1,-2.5,,,
2014-12-06,19.08,25.71,8.08,21.8,0.5,,,
2014-12-07,23.39,42.71,7.76,0.0,-3.9,,,
2014-12-08,16.11,20.28,3.5,0.0,-8.3,,,
2014-12-09,24.09,37.84,14.04,37.3,0.1,,,
2014-12-10,42.99,89.23,18.3,11.4,0.9,,,
2014-12-11,37.76,52.06,9.12,3.8,-2.1,,,
2014-12-12,28.7,29.67,5.89,0.0,-3.3,,,
2014-12-13,22.23,22.21,5.1,0.0,-2.1,,,
2014-12-14,17.69,19.13,4.67,0.0,-0.8,,,
2014-12-15,14.42,16.99,4.35,0.0,-0.8,,,
2014-12-16,12.12,15.34,4.17,3.8,-0.1,,,
2014-12-17,23.5,36.61,12.29,10.4,2.5,,,
2014-12-18,21.35,33.45,7.33,0.0,0.2,,,
2014-12-19,17.42,22.26,5.59,0.0,-2.5,,,
2014-12-20,13.92,17.59,4.81,0.0,-3.4,,,
2014-12-21,11.64,15.64,4.49,0.0,-2.0,,,
2014-12-22,9.98,14.49,4.3,0.0,0.0,,,
2014-12-23,12.34,17.9,6.66,7.4,2.8,,,
2014-12-24,19.41,29.73,10.57,10.2,4.3,,,
2014-12-25,29.19,49.2,15.52,3.3,7.8,,,
2014-12-26,23.46,30.67,7.87,0.0,2.6,,,
2014-12-27,18.51,21.34,6.11,0.0,3.3,,,
2014-12-28,16.11,19.4,5.87,2.5,3.8,,,
2014-12-29,13.31,17.03,5.27,0.0,-1.4,,,
2014-12-30,10.53,14.62,4.72,0.0,-7.4,,,
2014-12-31,8.38,12.39,4.41,0.0,-8.8,,,
2015-01-01,7.02,10.8,4.24,0.0,-5.8,,,
2015-01-02,6.41,11.15,4.1,0.0,-2.2,,,
2015-01-03,5.84,10.57,3.99,6.6,-5.8,,,
2015-01-04,11.95,18.45,8.94,0.0,1.9,,,
2015-01-05,14.87,28.03,7.51,0.0,-5.0,,,
2015-01-06,10.83,14.17,5.02,0.0,-12.9,,,
2015-01-07,8.66,12.99,4.68,0.0,-13.4,,,
2015-01-08,6.97,12.7,4.28,0.0,-16.1,,,
2015-01-09,6.04,12.5,4.24,3.0,-9.0,,,
2015-01-10,5.4,12.32,4.13,0.0,-11.9,,,
2015-01-11,4.91,10.73,4.06,0.0,-9.3,,,
2015-01-12,4.73,9.81,4.11,4.8,-1.9,,,
2015-01-13,4.67,9.84,3.98,0.0,-11.6,,,
2015-01-14,4.27,8.72,3.95,0.0,-12.0,,,
2015-01-15,4.13,8.41,3.93,0.0,-8.0,,,
2015-01-16,4.02,8.28,3.85,0.0,-7.2,,,
2015-01-17,3.71,7.99,3.7,0.0,-12.3,,,
