param#0 	 param#1 	 param#2 	 dist 	  wgt 
3.637232 	0.315206 	5.189246 	0.554479 	0.074431 	
5.618298 	0.101105 	5.071698 	0.534516 	0.019076 	
6.100766 	0.612610 	5.190454 	0.557969 	0.187671 	
8.650869 	0.146142 	5.218450 	0.564646 	0.191001 	
-0.433117 	-0.160487 	5.119345 	-1.000000 	0.000000 	
7.362395 	0.096598 	5.115410 	0.561149 	0.033355 	
7.840027 	0.009577 	5.097853 	0.546679 	0.000000 	
3.635554 	0.098185 	5.180016 	0.544031 	0.072718 	
4.202199 	0.193031 	5.161948 	0.546338 	0.042301 	
4.157579 	0.375853 	5.158463 	0.543800 	0.046625 	
6.022326 	0.378908 	5.058021 	0.561609 	0.019821 	
3.871085 	0.579685 	5.161720 	0.551856 	0.108540 	
-0.461017 	-0.055261 	5.288997 	-1.000000 	0.000000 	
6.655650 	0.030043 	5.120574 	0.555602 	0.036865 	
3.261727 	0.143565 	5.087779 	0.548532 	0.021988 	
3.045114 	0.125284 	5.071618 	0.520469 	0.020447 	
3.946383 	0.000074 	5.113602 	0.525174 	0.000000 	
2.144658 	0.214382 	5.161625 	0.555422 	0.095598 	
3.799434 	0.032683 	5.013133 	0.514758 	0.012724 	
4.457429 	0.099284 	5.074742 	0.516039 	0.019147 	
3.711065 	0.252822 	5.148395 	0.552412 	0.054026 	
-0.684245 	-0.023865 	5.163612 	-1.000000 	0.000000 	
3.048619 	0.260494 	5.055535 	0.543711 	0.017050 	
3.103368 	0.125815 	5.167469 	0.547234 	0.096197 	
-1.246988 	-0.033811 	5.093698 	-1.000000 	0.000000 	
5.855929 	0.253458 	5.024182 	0.548467 	0.013075 	
5.533501 	0.052184 	5.000676 	0.553500 	0.012125 	
-0.943149 	-0.061193 	5.199383 	-1.000000 	0.000000 	
-3.232147 	-0.349549 	5.017084 	-1.000000 	0.000000 	
2.306002 	0.103951 	5.063918 	0.526387 	0.022038 	
2.975365 	0.037621 	5.181894 	0.553438 	0.158699 	
3.292806 	0.043467 	5.156471 	0.552026 	0.083146 	
3.956759 	0.044545 	5.211705 	0.555539 	0.302321 	
2.864511 	0.016255 	5.063143 	0.514110 	0.021732 	
2.517347 	0.581153 	5.140585 	0.549083 	0.071674 	
2.965609 	0.240477 	5.047084 	0.530752 	0.012462 	
3.258255 	0.058400 	5.154533 	0.535866 	0.047495 	
3.143665 	0.261049 	5.089448 	0.523525 	0.021276 	
6.102567 	0.044402 	5.053919 	0.549236 	0.086804 	
4.444915 	0.052770 	5.167631 	0.551137 	0.086982 	
4.659374 	0.062340 	5.113643 	0.541131 	0.043829 	
3.713444 	0.036095 	5.135755 	0.544808 	0.036788 	
1.697296 	0.034960 	5.084650 	0.521386 	0.034920 	
5.147945 	0.128578 	5.045851 	0.546420 	0.028321 	
3.838619 	0.043443 	5.087035 	0.521423 	0.019527 	
1.990854 	0.013444 	5.134450 	0.532634 	0.059974 	
2.188601 	0.012687 	5.148334 	0.532975 	0.066362 	
2.791062 	0.038491 	5.149006 	0.537620 	0.047680 	
2.903583 	0.057373 	5.155349 	0.536357 	0.050969 	
2.590593 	0.054381 	5.163547 	0.528893 	0.066862 	
1.758495 	0.103040 	5.103835 	0.537611 	0.040412 	
3.689827 	0.388976 	5.038937 	0.542968 	0.019714 	
4.901446 	0.361961 	5.148056 	0.549651 	0.183194 	
1.421079 	0.043327 	5.058106 	0.538467 	0.032673 	
3.511606 	0.099198 	5.066504 	0.525472 	0.013757 	
4.944901 	0.414526 	5.102220 	0.516843 	0.073408 	
5.700716 	0.144026 	5.063492 	0.539814 	0.025494 	
2.069007 	0.145834 	5.053495 	0.534404 	0.020015 	
4.869764 	0.210355 	5.191248 	0.540974 	0.349652 	
5.436167 	0.023736 	5.067798 	0.534578 	0.026395 	
3.324074 	0.200627 	5.020963 	0.534762 	0.014298 	
1.851043 	0.070048 	5.122380 	0.537000 	0.052287 	
4.739535 	0.015281 	5.106910 	0.529988 	0.042629 	
5.387981 	0.022686 	5.110481 	0.534159 	0.054127 	
2.360082 	0.308808 	5.048042 	0.533495 	0.028393 	
-0.529212 	-0.123793 	5.101775 	-1.000000 	0.000000 	
4.493026 	0.047720 	5.111752 	0.538593 	0.042221 	
-0.675176 	-0.092911 	5.013199 	-1.000000 	0.000000 	
2.737052 	0.024205 	5.144356 	0.530542 	0.073756 	
4.637902 	0.062029 	5.083957 	0.530822 	0.027063 	
3.307315 	0.018557 	5.112593 	0.526607 	0.038709 	
2.938826 	0.092259 	5.122674 	0.541258 	0.045271 	
2.555663 	0.126461 	5.107109 	0.536239 	0.036370 	
3.671421 	0.165105 	5.101064 	0.541019 	0.032975 	
2.897939 	0.108469 	5.052250 	0.539525 	0.016936 	
4.256107 	0.002395 	4.980235 	0.528793 	0.000000 	
2.679121 	0.151625 	5.065209 	0.490449 	0.032279 	
5.385466 	0.077774 	5.096405 	0.536491 	0.055276 	
2.556744 	0.138887 	5.010220 	0.493203 	0.016333 	
5.718088 	0.444078 	5.120898 	0.532031 	0.235169 	
2.645867 	0.230978 	5.059694 	0.505136 	0.035336 	
2.425147 	0.028741 	5.129656 	0.524477 	0.123345 	
2.724205 	0.096648 	5.140286 	0.519474 	0.132437 	
3.901444 	0.088225 	5.092520 	0.517771 	0.042165 	
4.758007 	0.227446 	5.033945 	0.531602 	0.022756 	
3.028975 	0.078900 	5.092761 	0.532934 	0.046642 	
-0.540615 	-0.169624 	5.152413 	-1.000000 	0.000000 	
1.510796 	0.068870 	5.012366 	0.535406 	0.024896 	
2.798478 	0.230584 	5.010758 	0.530796 	0.018091 	
2.187112 	0.051237 	5.071254 	0.496577 	0.041399 	
3.395089 	0.080451 	5.014767 	0.518039 	0.015065 	
3.502798 	0.172723 	5.005216 	0.528688 	0.014106 	
1.658238 	0.059549 	5.018843 	0.500231 	0.025185 	
3.319986 	0.076863 	5.134416 	0.520569 	0.102928 	
3.640351 	0.167423 	5.022906 	0.519482 	0.016591 	
4.356600 	0.221307 	5.084057 	0.520813 	0.046011 	
1.867836 	0.123290 	5.024281 	0.513844 	0.017535 	
-3.851326 	-0.031474 	5.213866 	-1.000000 	0.000000 	
2.495714 	0.028309 	5.071489 	0.512173 	0.034878 	
2.116551 	0.088250 	5.038282 	0.527209 	0.020503 	
-0.696077 	-0.249521 	5.105579 	-1.000000 	0.000000 	
2.223983 	0.061363 	5.117602 	0.523768 	0.090136 	
3.112717 	0.074957 	5.091503 	0.530042 	0.046906 	
3.061709 	0.444835 	5.132560 	0.520084 	0.247924 	
3.168335 	0.223113 	5.129974 	0.522922 	0.122261 	
4.078683 	0.030119 	5.074398 	0.519623 	0.038710 	
2.903926 	0.025451 	5.105177 	0.520470 	0.065520 	
2.823834 	0.073709 	5.138384 	0.530759 	0.141326 	
1.858147 	0.085872 	5.021577 	0.518534 	0.017040 	
-0.660648 	-0.055525 	5.053165 	-1.000000 	0.000000 	
-0.814438 	-0.180242 	5.059531 	-1.000000 	0.000000 	
3.882397 	0.045060 	5.097240 	0.515364 	0.056833 	
-1.639819 	-0.105341 	4.956331 	-1.000000 	0.000000 	
3.154062 	0.195886 	5.096900 	0.519254 	0.054419 	
1.213540 	0.003277 	5.007772 	0.519920 	0.000000 	
2.178677 	0.128778 	5.054691 	0.513355 	0.042494 	
3.800980 	0.017714 	5.096259 	0.520146 	0.064403 	
2.914152 	0.009424 	5.071483 	0.507399 	0.000000 	
4.019889 	0.049561 	5.026730 	0.516896 	0.051986 	
2.692644 	0.067600 	5.013080 	0.517335 	0.036612 	
2.759879 	0.039001 	5.075248 	0.511201 	0.038018 	
3.109636 	0.021547 	5.086754 	0.519559 	0.042431 	
2.647602 	0.064484 	5.076820 	0.496595 	0.038659 	
3.556391 	0.132821 	5.146674 	0.518878 	0.168134 	
2.619867 	0.272239 	5.052878 	0.518562 	0.040327 	
2.033764 	0.090034 	5.054010 	0.515928 	0.046785 	
3.149253 	0.077462 	5.042553 	0.517587 	0.033453 	
1.863577 	0.084990 	4.968958 	0.518561 	0.043441 	
1.972667 	0.055725 	5.060310 	0.520072 	0.052194 	
3.329158 	0.004430 	5.076989 	0.512138 	0.000000 	
3.207259 	0.074031 	5.099076 	0.510127 	0.047242 	
4.172258 	0.187031 	5.100583 	0.517823 	0.084228 	
3.102759 	0.040454 	5.063655 	0.517760 	0.034636 	
1.880367 	0.112825 	5.086002 	0.520337 	0.072722 	
2.994413 	0.046869 	5.113412 	0.512855 	0.062236 	
1.580986 	0.073994 	4.935589 	0.513509 	0.019681 	
3.278837 	0.001105 	5.091195 	0.511522 	0.000000 	
2.810567 	0.046387 	5.033956 	0.514459 	0.045101 	
2.334216 	0.003830 	4.989146 	0.493637 	0.000000 	
3.285744 	0.094158 	5.053031 	0.515900 	0.065108 	
2.569737 	0.118151 	5.002361 	0.500712 	0.030849 	
3.303338 	0.009606 	5.023802 	0.517006 	0.000000 	
3.050493 	0.028476 	5.094146 	0.506230 	0.166096 	
3.018797 	0.162034 	5.030678 	0.516466 	0.061453 	
2.777674 	0.053265 	5.070481 	0.511543 	0.088347 	
2.886725 	0.073557 	5.038241 	0.518537 	0.046670 	
2.925505 	0.006446 	4.966172 	0.518424 	0.000000 	
-0.565491 	-0.031143 	5.067351 	-1.000000 	0.000000 	
2.060094 	0.070890 	5.031729 	0.510966 	0.048280 	
3.546105 	0.187475 	5.077006 	0.513143 	0.180526 	
2.540082 	0.068571 	5.043601 	0.515735 	0.052229 	
2.349618 	0.091871 	5.053550 	0.505027 	0.066128 	
2.097867 	0.009350 	5.087218 	0.518174 	0.000000 	
3.092340 	0.009667 	4.957206 	0.514826 	0.000000 	
2.776223 	0.093776 	5.087949 	0.510615 	0.129530 	
2.033286 	0.031606 	5.066956 	0.508012 	0.095859 	
2.612147 	0.090108 	5.013522 	0.494428 	0.020559 	
2.770452 	0.060994 	5.053285 	0.502021 	0.034772 	
2.642294 	0.062739 	5.062042 	0.513706 	0.042904 	
2.535253 	0.054497 	5.044220 	0.514936 	0.032298 	
3.477457 	0.048052 	5.049023 	0.507845 	0.049290 	
1.722611 	0.044932 	5.070526 	0.514472 	0.171035 	
2.057853 	0.023870 	5.077817 	0.513387 	0.131276 	
2.497142 	0.050821 	5.099881 	0.512690 	0.142680 	
3.093074 	0.014692 	5.005592 	0.501268 	0.029621 	
3.058786 	0.084951 	5.022354 	0.508597 	0.022862 	
2.724672 	0.163256 	5.027249 	0.511041 	0.032313 	
2.948251 	0.070239 	5.022483 	0.502120 	0.022408 	
3.063072 	0.046127 	5.100983 	0.515763 	0.132086 	
2.823158 	0.000686 	5.072200 	0.502547 	0.000000 	
3.321154 	0.004878 	5.084674 	0.509388 	0.000000 	
2.936980 	0.075269 	4.989732 	0.509653 	0.019462 	
2.371962 	0.079796 	4.989522 	0.511823 	0.020575 	
2.006560 	0.003770 	5.081804 	0.504019 	0.000000 	
2.528141 	0.001015 	5.073160 	0.504488 	0.000000 	
1.907486 	0.049472 	5.003394 	0.502567 	0.024080 	
2.754278 	0.043826 	5.025977 	0.509869 	0.023923 	
2.183823 	0.088274 	5.008431 	0.505463 	0.030139 	
2.838540 	0.040227 	5.038025 	0.502341 	0.028406 	
2.451388 	0.077924 	5.010279 	0.506628 	0.024015 	
2.733650 	0.183198 	5.032048 	0.511933 	0.319521 	
2.101754 	0.035453 	5.038455 	0.497470 	0.026409 	
1.650090 	0.065798 	5.028870 	0.511671 	0.034969 	
3.206613 	0.014666 	5.027651 	0.504525 	0.044476 	
2.519031 	0.017915 	5.072690 	0.510355 	0.054502 	
2.906106 	0.014821 	5.094162 	0.510265 	0.118734 	
2.284567 	0.048258 	4.985299 	0.488123 	0.020770 	
3.315286 	0.072976 	4.980502 	0.509743 	0.025260 	
2.269026 	0.074143 	5.003326 	0.495791 	0.023138 	
2.075541 	0.054248 	5.050274 	0.511529 	0.030987 	
2.401126 	0.019668 	5.010415 	0.485324 	0.025991 	
2.393756 	0.030505 	5.060178 	0.494336 	0.036011 	
3.170765 	0.022151 	5.019324 	0.507110 	0.035246 	
2.454605 	0.024951 	5.024345 	0.503911 	0.025527 	
2.850586 	0.027346 	5.065261 	0.502386 	0.047897 	
2.795685 	0.080201 	5.061999 	0.504771 	0.073384 	
1.873703 	0.087628 	5.009099 	0.495074 	0.036321 	
2.977114 	0.116411 	5.045104 	0.508747 	0.050107 	
1.952924 	0.008105 	5.028599 	0.499831 	0.000000 	
3.209724 	0.027740 	4.984383 	0.509553 	0.027867 	
3.037615 	0.067523 	5.074937 	0.498973 	0.129707 	
2.160398 	0.000012 	5.047441 	0.496740 	0.000000 	
2.815470 	0.106961 	5.010839 	0.504416 	0.022107 	
2.598238 	0.080190 	4.979271 	0.505850 	0.016483 	
2.445586 	0.181402 	5.036920 	0.506792 	0.044673 	
1.481240 	0.035799 	4.999898 	0.505644 	0.065681 	
2.094638 	0.025978 	5.057956 	0.494644 	0.096676 	
2.831798 	0.010439 	5.074904 	0.506414 	0.124158 	
2.130822 	0.017906 	5.028870 	0.502535 	0.043922 	
2.760260 	0.000489 	5.033655 	0.498330 	0.000000 	
2.338163 	0.103943 	5.015661 	0.494910 	0.025100 	
2.639011 	0.098920 	5.055538 	0.508034 	0.059179 	
1.900448 	0.129883 	5.049478 	0.492251 	0.100043 	
3.077294 	0.002913 	5.020132 	0.508879 	0.000000 	
2.995115 	0.097073 	5.062714 	0.499840 	0.084590 	
2.457005 	0.004664 	5.051614 	0.497436 	0.000000 	
2.329896 	0.016124 	5.037254 	0.497407 	0.057253 	
1.559711 	0.012057 	4.987733 	0.504431 	0.048787 	
2.039000 	0.062952 	5.032652 	0.504088 	0.047399 	
2.202770 	0.037340 	4.996003 	0.498917 	0.034388 	
1.819157 	0.017471 	5.062500 	0.505291 	0.137853 	
2.495831 	0.047031 	5.026542 	0.490911 	0.039907 	
2.058989 	0.060775 	5.023709 	0.505832 	0.041240 	
2.814436 	0.004737 	5.033110 	0.504864 	0.000000 	
1.864841 	0.095838 	5.018056 	0.505749 	0.043319 	
3.186884 	0.018912 	5.033085 	0.501006 	0.067010 	
3.335803 	0.023032 	5.067441 	0.503263 	0.130502 	
2.786504 	0.021508 	5.038851 	0.499047 	0.056142 	
2.388812 	0.066433 	5.035061 	0.500330 	0.042563 	
2.395146 	0.069022 	5.028451 	0.487917 	0.038684 	
2.030135 	0.032693 	5.036465 	0.490152 	0.056972 	
2.611539 	0.032405 	4.988644 	0.504472 	0.036673 	
2.946638 	0.014618 	5.057244 	0.505363 	0.085467 	
2.644440 	0.093288 	5.020998 	0.504063 	0.035842 	
2.379628 	0.008916 	5.036327 	0.500984 	0.000000 	
1.766692 	0.017095 	5.059881 	0.504412 	0.071855 	
2.971673 	0.061476 	5.004589 	0.502475 	0.024658 	
2.760587 	0.017470 	5.002541 	0.495128 	0.020630 	
2.311497 	0.005199 	4.967876 	0.500739 	0.000000 	
2.482572 	0.000988 	5.061935 	0.500782 	0.000000 	
2.758160 	0.029204 	5.051591 	0.502679 	0.040864 	
2.216038 	0.045751 	5.025489 	0.498840 	0.022784 	
1.973957 	0.023739 	4.999067 	0.500980 	0.019437 	
1.593576 	0.013452 	4.960610 	0.498482 	0.027918 	
1.770352 	0.036922 	5.027744 	0.500888 	0.028614 	
1.847643 	0.040311 	5.046792 	0.484473 	0.043241 	
3.018951 	0.009766 	5.019169 	0.502337 	0.000000 	
2.611327 	0.052094 	5.034714 	0.500295 	0.028774 	
2.867500 	0.039562 	5.038417 	0.503516 	0.030943 	
2.168638 	0.000771 	4.971845 	0.495984 	0.000000 	
1.642545 	0.055042 	5.022485 	0.504050 	0.030524 	
1.640857 	0.021168 	4.975455 	0.504124 	0.023303 	
1.814207 	0.002688 	5.062091 	0.504133 	0.000000 	
2.092743 	0.028745 	5.068812 	0.498232 	0.080754 	
2.806097 	0.139650 	5.046211 	0.500987 	0.505703 	
2.227231 	0.023481 	5.043421 	0.502021 	0.082631 	
2.236980 	0.057278 	5.041586 	0.496147 	0.068301 	
1.965756 	0.004578 	5.007634 	0.489249 	0.000000 	
2.708331 	0.010053 	5.024660 	0.493401 	0.065226 	
1.953349 	0.011977 	4.971008 	0.500614 	0.049833 	
2.447329 	0.064248 	5.023787 	0.493726 	0.046716 	
1.647676 	0.007753 	4.962701 	0.501213 	0.000000 	
2.222488 	0.137902 	5.048394 	0.501196 	0.083141 	
3.121758 	0.173236 	5.011076 	0.487278 	0.055376 	
2.708806 	0.024790 	5.044225 	0.502849 	0.084164 	
2.916450 	0.169169 	5.009880 	0.498145 	0.049267 	
2.595743 	0.004350 	4.995351 	0.500591 	0.000000 	
2.725792 	0.062519 	5.028709 	0.494992 	0.050708 	
2.733142 	0.021330 	5.021185 	0.494132 	0.057737 	
2.856692 	0.066397 	5.035403 	0.498261 	0.057973 	
2.613927 	0.043318 	5.020761 	0.498691 	0.048949 	
2.924502 	0.051781 	5.023556 	0.490500 	0.053192 	
2.432229 	0.016741 	5.037590 	0.500878 	0.073992 	
1.900091 	0.072997 	5.036783 	0.494844 	0.072793 	
2.723407 	0.000080 	5.038146 	0.497608 	0.000000 	
2.921525 	0.060699 	5.014931 	0.491200 	0.029257 	
1.792095 	0.038474 	4.985145 	0.495408 	0.071385 	
1.871603 	0.048967 	4.988930 	0.485337 	0.062239 	
2.281866 	0.086754 	5.046906 	0.491889 	0.057864 	
2.526312 	0.024598 	5.028720 	0.497221 	0.029347 	
2.795793 	0.011864 	4.991271 	0.498375 	0.037976 	
2.409014 	0.052418 	5.067446 	0.497923 	0.152241 	
2.711317 	0.027109 	5.047103 	0.497051 	0.053874 	
2.811296 	0.002138 	5.006611 	0.497145 	0.000000 	
2.559333 	0.060955 	5.059752 	0.499491 	0.095718 	
2.420816 	0.052511 	5.061238 	0.498389 	0.102177 	
2.593734 	0.026742 	5.009398 	0.491100 	0.025550 	
1.951051 	0.078974 	5.040034 	0.500053 	0.061434 	
2.735408 	0.032712 	5.041963 	0.494320 	0.043878 	
2.554806 	0.098779 	5.016659 	0.495407 	0.029851 	
1.974462 	0.044036 	5.032006 	0.488552 	0.047076 	
2.231615 	0.051022 	4.983399 	0.483752 	0.045110 	
1.736412 	0.005338 	5.022107 	0.500676 	0.000000 	
2.389446 	0.027553 	5.048541 	0.496342 	0.055023 	
2.628150 	0.001660 	5.015830 	0.497299 	0.000000 	
2.384828 	0.010740 	4.998846 	0.496819 	0.024297 	
1.853965 	0.057226 	5.043335 	0.499157 	0.047560 	
3.311161 	0.042882 	5.050485 	0.499110 	0.155109 	
3.087122 	0.013797 	5.052522 	0.496958 	0.125813 	
2.505109 	0.063858 	5.069237 	0.489042 	0.060443 	
2.533161 	0.065240 	5.042128 	0.489202 	0.030961 	
2.169033 	0.055927 	5.008879 	0.487193 	0.016768 	
1.922780 	0.092767 	5.052785 	0.492229 	0.099173 	
2.235637 	0.058195 	5.033189 	0.499912 	0.024348 	
2.328573 	0.018279 	5.020044 	0.492106 	0.027056 	
2.252824 	0.004930 	5.045994 	0.493985 	0.000000 	
2.174588 	0.052129 	4.955379 	0.489935 	0.010901 	
2.607013 	0.023671 	5.056634 	0.495929 	0.054321 	
2.475251 	0.074878 	5.061223 	0.487960 	0.056131 	
1.708082 	0.022655 	5.021845 	0.498373 	0.052025 	
2.554470 	0.003863 	5.016304 	0.498418 	0.000000 	
1.883069 	0.020883 	4.998108 	0.481544 	0.024691 	
2.809690 	0.047945 	5.011553 	0.490897 	0.022634 	
2.512938 	0.019587 	5.077701 	0.499631 	0.116216 	
1.843319 	0.025147 	5.033582 	0.496964 	0.051554 	
