DateTime,Middleton_Discharge,Ipswich_Discharge,Byfield_Discharge,PIE_Precipitation,PIE_AirTemperature,STAHQ_WindDirection,STAHQ_WindSpeed,STAHQ_VaporPressure
2000-03-27,2605.1456,8070.288,1302.5728,1.016,9.2,,83.0,0.53
2000-03-28,3426.3328,7957.0208,1557.424,33.02,9.7,,83.5,0.88
2000-03-29,4615.6384,8608.3072,2265.344,5.8420000000000005,8.7,,84.0,0.66
2000-03-30,4587.3216,9712.6624,2661.7792,0.0,6.8,,96.0,0.62
2000-03-31,4417.4208,10817.0176,2605.1456,0.0,5.0,,73.66666666666667,0.55
2000-04-01,4105.936,11241.7696,2321.9776,0.0,7.3,,51.33333333333334,0.56
2000-04-02,3851.0848,11213.4528,2038.8096,0.0,14.3,,29.0,0.73
2000-04-03,3539.6,10250.6816,1755.6416,0.762,8.1,,25.0,0.92
2000-04-04,3398.0159999999996,9429.4944,1585.7408,5.8420000000000005,12.0,,42.0,0.97
2000-04-05,3284.748800000001,8948.1088,1529.1072,0.508,6.9,,61.0,0.49
2000-04-06,2973.264,8495.04,1415.84,1.016,5.0,,80.0,0.55
2000-04-07,2775.0464,8240.1888,1359.2064,0.254,8.8,,77.0,0.7
2000-04-08,2605.1456,8041.9712,1359.2064,1.27,15.6,,73.0,0.98
2000-04-09,3086.5312,8664.9408,1783.9584,17.272000000000002,9.1,,81.33333333333333,0.75
2000-04-10,3369.6992,8778.208,2010.4928,0.0,5.8,,89.66666666666666,0.44
2000-04-11,2859.9968,8806.524800000001,1982.1760000000002,2.286,4.1,,98.0,0.51
2000-04-12,2690.0959999999995,8919.792,1840.592,0.762,5.0,,92.375,0.46
2000-04-13,2548.512,8636.624,1614.0576,0.254,3.8,,86.75,0.3
2000-04-14,2406.928,8155.2384,1472.4736,0.0,6.6,,81.125,0.49
2000-04-15,2293.6608,7532.2688,1330.8896,0.0,16.0,,75.5,0.97
2000-04-16,2180.3936,6994.2496,1274.256,0.0,13.5,,69.875,0.89
2000-04-17,2265.344,6541.1808,1189.3056,0.0,5.6,,64.25,0.42
2000-04-18,1953.8592,6031.4784,1104.3552,4.8260000000000005,5.5,,58.625,0.4
2000-04-19,2378.6112000000007,6031.4784,1132.672,11.938,5.0,,53.0,0.75
2000-04-20,2633.4624,6201.3792,1217.6224,0.0,8.7,,76.0,0.84
2000-04-21,2633.4624,6484.5472,1387.5232,38.1,6.1,,76.0,0.76
2000-04-22,8749.8912,13110.6784,3567.9168,73.152,5.5,,86.0,0.72
2000-04-23,11439.9872,33130.656,6031.4784,13.208,6.4,,79.6,0.86
2000-04-24,10647.1168,40493.024,6682.7648,0.254,7.3,,73.2,0.64
2000-04-25,9769.296,41059.36,6371.28,0.0,5.5,,66.8,0.58
2000-04-26,9401.1776,40493.024,5974.8448,19.812,2.2,,60.40000000000001,0.59
2000-04-27,10024.1472,40209.856,5833.2608,0.762,4.9,,54.0,0.68
2000-04-28,8919.792,38227.68,5521.776,0.0,6.2,,81.0,0.68
2000-04-29,7702.1696,33413.824,5012.0736,0.0,7.0,,84.0,0.78
2000-04-30,6739.3984,27155.8112,4474.0544,0.508,9.8,,87.0,0.49
2000-05-01,5833.2608,21775.6192,3907.7184,0.0,10.3,,90.0,0.65
2000-05-02,5351.8752,18490.8704,3426.3328,4.064,11.5,,91.75,0.72
2000-05-03,4927.1232,16253.8432,3001.5808,0.0,9.5,,93.5,0.63
2000-05-04,4445.7376,14469.8848,2690.0959999999995,0.0,14.4,,95.25,0.94
2000-05-05,4049.3024,13195.6288,2378.6112000000007,0.254,19.4,,97.0,1.45
2000-05-06,3681.184,12176.223999999998,2152.0768,0.0,14.5,,73.0,1.26
2000-05-07,3341.3824,11071.8688,2010.4928,0.0,21.9,,98.0,1.5
2000-05-08,3058.2144,10052.464,1812.2752,2.794,21.8,,98.0,1.88
2000-05-09,2859.9968,9259.5936,1670.6912,1.016,12.3,,75.0,1.66
2000-05-10,2718.4128,8664.9408,1557.424,14.478,7.6,,71.25,0.9
2000-05-11,3822.768,8778.208,1727.3248,5.8420000000000005,10.8,,67.5,0.98
2000-05-12,3709.5008,8806.524800000001,1953.8592,0.0,12.1,,63.75,1.08
2000-05-13,3511.2832,9202.96,2010.4928,5.8420000000000005,10.2,,60.0,1.17
2000-05-14,3737.8176,9854.2464,2180.3936,4.064,14.9,,72.0,0.96
2000-05-15,3567.9168,9882.5632,2123.76,0.0,11.8,,84.0,0.66
2000-05-16,3256.432,9514.4448,1925.5424,0.0,10.8,,96.0,0.7
2000-05-17,2973.264,9033.0592,1699.0079999999994,0.0,13.4,,85.0,0.9
2000-05-18,2718.4128,8551.6736,1529.1072,5.8420000000000005,17.5,,74.0,1.21
2000-05-19,2746.7296,8296.822400000001,1415.84,5.8420000000000005,8.6,,81.0,0.7
2000-05-20,2859.9968,8070.288,1330.8896,0.0,8.3,,88.0,0.79
2000-05-21,2690.0959999999995,7787.12,1245.9392,0.508,9.9,,39.0,1.03
2000-05-22,2520.1952,7334.0512,1189.3056,0.0,10.5,,47.0,1.16
2000-05-23,2463.5616,7022.5664,1132.672,5.587999999999999,10.9,,74.0,1.11
2000-05-24,2690.0959999999995,7277.4176,1245.9392,21.082,11.1,,68.0,1.19
2000-05-25,3029.8976,7787.12,1444.1568,3.556,14.6,,69.0,1.28
2000-05-26,2803.3632,8070.288,1642.3744000000006,0.0,17.0,,66.25,1.1
2000-05-27,2605.1456,8013.6544,1642.3744000000006,0.0,16.7,,63.5,1.0
2000-05-28,2378.6112000000007,7758.8032,1444.1568,0.0,13.0,,60.75,0.97
2000-05-29,2208.7104,7164.1504,1245.9392,0.0,10.0,,58.0,1.02
2000-05-30,2010.4928,6541.1808,1076.0384,0.0,10.3,,55.25,1.11
2000-05-31,1840.592,6031.4784,962.7712,0.0,13.5,,52.5,1.21
2000-06-01,1670.6912,5521.776,821.1872000000003,0.0,21.2,,49.75,1.33
2000-06-02,1529.1072,5097.024,736.2368,17.018,20.9,,47.0,1.51
2000-06-03,1529.1072,4842.1728,764.5536,0.0,17.9,,58.0,0.96
2000-06-04,1330.8896,4559.0048,792.8704,0.508,14.0,,69.0,1.12
2000-06-05,1189.3056,4332.4704,849.5039999999997,0.0,12.9,,81.0,1.1
2000-06-06,1840.592,4672.272,1076.0384,67.31,11.0,,88.0,1.01
2000-06-07,6342.9632,8296.822400000001,2520.1952,13.716,12.2,,77.5,1.07
2000-06-08,5946.528,12034.64,3766.1344,0.0,16.2,,67.0,1.26
2000-06-09,5351.8752,14979.5872,3907.7184,8.128,21.3,,69.5,1.52
2000-06-10,5068.7072,16027.3088,3794.4512,0.0,18.0,,72.0,1.68
2000-06-11,4530.688,15376.0224,3567.9168,0.508,12.0,,37.0,1.22
2000-06-12,4020.9856,14215.0336,3199.7984,4.3180000000000005,10.8,,65.0,1.17
2000-06-13,3539.6,12969.0944,2831.680000000001,0.254,12.6,,85.0,1.18
2000-06-14,3001.5808,11751.472,2435.2448,1.016,13.1,,66.0,1.15
2000-06-15,2633.4624,10477.216,2095.4432,0.0,16.1,,36.0,1.39
2000-06-16,2378.6112000000007,9259.5936,1755.6416,0.0,24.7,,67.0,2.13
2000-06-17,2123.76,8126.921600000002,1500.7904,4.572,25.0,,83.0,2.07
2000-06-18,1897.2256,7249.1008,1274.256,2.286,17.9,,76.0,1.5
2000-06-19,1727.3248,6427.9136,1104.3552,0.254,17.4,,67.0,1.44
2000-06-20,1585.7408,5776.6272,991.0880000000001,0.0,19.3,,57.0,1.34
2000-06-21,1415.84,5266.9248,877.8208,0.0,21.4,,47.0,1.7
2000-06-22,1302.5728,4728.9056,821.1872000000003,13.208,23.5,,78.0,1.99
2000-06-23,1302.5728,4417.4208,821.1872000000003,0.0,21.0,,80.5,1.47
2000-06-24,1160.9888,4134.2528,792.8704,0.0,18.4,,83.0,1.41
2000-06-25,962.7712,3879.4016,707.9200000000003,0.0,23.9,,72.0,2.1
2000-06-26,934.4544,3596.2336,651.2864,3.556,22.9,,79.0,2.3
2000-06-27,1387.5232,3426.3328,679.6032,21.082,23.4,,64.0,2.09
2000-06-28,1245.9392,3341.3824,764.5536,0.0,21.1,,48.0,1.28
2000-06-29,991.0880000000001,3369.6992,792.8704,2.54,19.6,,68.0,1.56
2000-06-30,906.1376,3313.0656,849.5039999999997,1.27,19.7,,57.0,1.62
2000-07-01,764.5536,3143.1648,736.2368,0.0,19.6,,64.0,1.55
2000-07-02,622.9696,3029.8976,594.6528000000002,0.0,22.3,,87.0,1.67
2000-07-03,538.0192,2775.0464,481.3856,0.0,23.3,,41.0,1.94
2000-07-04,481.3856,2520.1952,424.75199999999995,0.0,23.7,,54.0,2.07
2000-07-05,424.75199999999995,2265.344,368.1184,0.0,21.8,,52.2,1.27
2000-07-06,368.1184,2010.4928,311.4848,0.0,18.0,,50.4,1.2
2000-07-07,311.4848,1727.3248,283.168,0.0,17.4,,48.6,1.14
2000-07-08,311.4848,1500.7904,235.02944,0.0,18.0,,46.8,1.18
2000-07-09,283.168,962.7712,212.37599999999998,14.478,19.2,,45.0,1.47
2000-07-10,538.0192,1472.4736,246.35616000000002,1.016,23.7,,49.5,1.74
2000-07-11,424.75199999999995,1585.7408,235.02944,0.0,20.4,,54.0,1.31
2000-07-12,277.50464000000005,1614.0576,203.88096,0.0,20.5,,58.5,1.4
2000-07-13,203.88096,1500.7904,172.73247999999995,0.0,21.6,,63.0,1.56
2000-07-14,164.23744,1302.5728,144.41567999999995,0.0,22.6,,60.0,1.7
2000-07-15,133.08896,1076.0384,127.4256,0.0,20.4,,63.33333333333334,1.69
2000-07-16,1529.1072,1699.0079999999994,311.4848,38.608,18.7,,66.66666666666667,1.95
2000-07-17,1189.3056,2123.76,453.0688,0.508,16.2,,70.0,1.8
2000-07-18,906.1376,2463.5616,566.336,16.764,21.1,,81.0,1.97
2000-07-19,566.336,2888.3136,622.9696,0.0,17.0,,84.0,1.26
2000-07-20,679.6032,3199.7984,594.6528000000002,0.0,16.1,,87.0,1.21
2000-07-21,821.1872000000003,3341.3824,538.0192,19.304,18.9,,73.0,1.42
2000-07-22,962.7712,3567.9168,594.6528000000002,2.286,19.9,,80.0,1.46
2000-07-23,849.5039999999997,3341.3824,622.9696,0.0,18.4,,78.0,1.47
2000-07-24,594.6528000000002,3143.1648,594.6528000000002,0.0,18.5,,85.0,1.62
2000-07-25,509.7024,2973.264,538.0192,0.0,19.0,,71.0,1.64
2000-07-26,453.0688,2803.3632,481.3856,5.8420000000000005,17.8,,57.0,1.58
2000-07-27,1132.672,3228.1152,651.2864,40.894,16.4,,43.0,1.73
2000-07-28,1953.8592,4105.936,906.1376,0.762,18.3,,61.0,1.93
2000-07-29,1529.1072,4530.688,1019.4048,0.508,20.9,,53.0,2.15
2000-07-30,1387.5232,4615.6384,991.0880000000001,0.254,19.0,,69.0,2.02
2000-07-31,1755.6416,5125.3408,1019.4048,17.272000000000002,17.4,,36.0,1.81
2000-08-01,2067.1264,5521.776,1076.0384,6.096,17.7,,37.0,1.77
2000-08-02,1868.9088,5663.360000000002,1104.3552,0.0,19.2,,50.0,2.08
2000-08-03,1727.3248,5776.6272,1047.7216,2.286,23.3,,57.0,2.46
2000-08-04,1557.424,5635.0432,962.7712,0.0,21.2,,70.0,1.46
2000-08-05,1359.2064,5351.8752,821.1872000000003,0.0,19.5,,83.0,1.46
2000-08-06,1160.9888,5068.7072,707.9200000000003,2.286,19.8,,73.0,1.61
2000-08-07,1019.4048,4785.5392,651.2864,0.508,23.3,,37.0,2.1
2000-08-08,906.1376,4247.52,566.336,0.0,24.7,,76.0,2.11
2000-08-09,764.5536,3652.8672,481.3856,0.0,23.7,,41.0,2.05
2000-08-10,651.2864,3256.432,424.75199999999995,1.27,23.3,,96.0,1.88
2000-08-11,538.0192,2973.264,368.1184,0.0,19.4,,76.0,1.85
2000-08-12,453.0688,2746.7296,311.4848,0.0,18.2,,47.0,1.85
2000-08-13,396.4352,2520.1952,249.18784,0.762,17.4,,50.0,1.78
2000-08-14,481.3856,2463.5616,339.8016,25.146,16.9,,39.0,1.89
2000-08-15,538.0192,2491.8784,424.75199999999995,0.254,18.4,,70.0,2.05
2000-08-16,651.2864,2520.1952,424.75199999999995,5.08,20.3,,97.0,1.86
2000-08-17,792.8704,2576.8288,424.75199999999995,0.0,17.1,,97.0,1.28
2000-08-18,538.0192,2520.1952,368.1184,1.778,15.5,,79.0,1.36
2000-08-19,509.7024,2520.1952,339.8016,1.524,18.1,,76.0,1.47
2000-08-20,424.75199999999995,2463.5616,339.8016,0.254,15.4,,95.0,1.21
2000-08-21,368.1184,2350.2944,311.4848,0.0,16.0,,79.5,1.31
2000-08-22,283.168,2265.344,311.4848,0.0,17.3,,64.0,1.4
2000-08-23,243.52448,2067.1264,339.8016,6.604,18.1,,47.0,1.7
2000-08-24,266.17792000000003,1897.2256,339.8016,0.0,20.0,,69.0,1.72
2000-08-25,235.02944,1699.0079999999994,280.33632,0.0,19.0,,70.0,1.6
2000-08-26,195.38592000000003,1500.7904,235.02944,0.0,20.6,,69.0,1.73
2000-08-27,164.23744,1387.5232,229.36608,0.0,21.0,,58.0,1.78
2000-08-28,124.59392,1217.6224,203.88096,0.0,18.1,,82.0,1.37
2000-08-29,124.59392,1076.0384,164.23744,0.0,16.3,,56.0,1.53
2000-08-30,110.43552,962.7712,127.4256,0.0,18.2,,63.0,1.72
2000-08-31,96.27712,877.8208,99.1088,0.0,23.2,,48.0,2.12
2000-09-01,87.78208000000002,821.1872000000003,90.61376,0.0,25.8,,74.0,2.35
2000-09-02,107.60384,991.0880000000001,107.60384,9.652,18.5,,59.0,1.96
2000-09-03,127.4256,1104.3552,135.92064,0.0,17.6,,40.0,1.96
2000-09-04,116.09888000000001,1047.7216,135.92064,1.016,17.9,,50.0,1.37
2000-09-05,96.27712,1047.7216,121.76224,0.0,12.1,,60.0,0.85
2000-09-06,82.11872,962.7712,113.2672,0.0,11.1,,70.0,0.93
2000-09-07,65.12863999999999,906.1376,107.60384,0.0,14.2,,73.0,1.16
2000-09-08,56.6336,962.7712,107.60384,0.0,18.9,,69.0,1.53
2000-09-09,50.97024,877.8208,107.60384,0.0,20.0,,81.0,1.63
2000-09-10,45.30688000000001,764.5536,101.94048,0.0,15.6,,72.0,1.42
2000-09-11,39.64352,679.6032,90.61376,0.0,16.1,,59.0,1.74
2000-09-12,31.14848000000001,651.2864,82.11872,0.0,21.3,,21.0,1.98
2000-09-13,36.81184,622.9696,107.60384,10.668,20.7,,49.5,1.51
2000-09-14,36.81184,622.9696,110.43552,0.0,16.5,,78.0,1.38
2000-09-15,283.168,849.5039999999997,226.5344,34.036,16.3,,61.0,1.55
2000-09-16,594.6528000000002,1472.4736,311.4848,0.0,13.1,,93.0,1.02
2000-09-17,311.4848,1812.2752,339.8016,0.0,13.5,,61.0,1.15
2000-09-18,218.03936,1897.2256,283.168,0.0,17.1,,79.0,1.39
2000-09-19,195.38592000000003,1840.592,260.51456,5.334,18.6,,30.0,1.53
2000-09-20,396.4352,1840.592,283.168,10.16,19.2,,66.0,2.0
2000-09-21,368.1184,1812.2752,274.67296,0.254,18.8,,90.0,1.38
2000-09-22,257.68287999999995,1783.9584,240.6928,0.0,13.6,,56.0,0.93
2000-09-23,218.03936,1699.0079999999994,223.70272000000003,0.0,14.3,,22.0,1.17
2000-09-24,198.2176,1529.1072,237.86112000000003,0.0,18.4,,34.333333333333336,1.22
2000-09-25,175.56416000000004,1330.8896,240.6928,0.0,10.9,,46.66666666666667,0.77
2000-09-26,175.56416000000004,1189.3056,243.52448,8.128,11.1,,59.0,0.84
2000-09-27,237.86112000000003,1245.9392,266.17792000000003,0.0,11.3,,69.0,0.95
2000-09-28,209.54432000000003,1302.5728,257.68287999999995,0.254,9.5,,76.0,0.67
2000-09-29,167.06912000000003,1330.8896,220.87104,0.0,4.7,,83.0,0.58
2000-09-30,147.24736,1302.5728,184.0592,0.0,9.3,,77.0,0.83
2000-10-01,121.76224,1189.3056,158.57407999999995,0.0,13.3,,74.0,1.07
2000-10-02,110.43552,1047.7216,144.41567999999995,0.0,11.0,,67.0,1.17
2000-10-03,96.27712,962.7712,135.92064,0.0,15.7,,88.0,1.32
2000-10-04,79.28703999999998,934.4544,118.93056,1.524,14.7,,52.0,1.14
2000-10-05,79.28703999999998,906.1376,110.43552,9.398,10.8,,43.0,1.1
2000-10-06,198.2176,1047.7216,198.2176,11.43,11.5,,57.0,1.15
2000-10-07,311.4848,1217.6224,215.20768,0.254,10.9,,95.0,0.89
2000-10-08,229.36608,1387.5232,209.54432000000003,0.0,6.8,,70.0,0.74
2000-10-09,184.0592,1444.1568,192.55424,0.0,4.1,,93.0,0.58
2000-10-10,172.73247999999995,1359.2064,175.56416000000004,0.0,4.8,,92.0,0.59
2000-10-11,155.7424,1217.6224,175.56416000000004,0.0,9.7,,84.0,0.74
2000-10-12,127.4256,1076.0384,164.23744,0.0,9.8,,76.0,0.83
2000-10-13,113.2672,991.0880000000001,144.41567999999995,0.0,11.8,,69.0,1.0
2000-10-14,127.4256,906.1376,138.75232000000003,0.0,18.0,,82.0,1.26
2000-10-15,152.91072000000003,849.5039999999997,130.25727999999998,0.0,17.2,,61.5,0.96
2000-10-16,147.24736,849.5039999999997,150.07904,18.288,6.9,,41.0,0.66
2000-10-17,167.06912000000003,991.0880000000001,203.88096,19.939,8.65,,46.0,0.88
2000-10-18,240.6928,1076.0384,232.19776000000002,21.59,10.4,,25.0,1.01
2000-10-19,877.8208,1472.4736,424.75199999999995,7.62,11.1,,61.0,0.9
2000-10-20,962.7712,1840.592,481.3856,0.0,9.8,,97.0,0.8
2000-10-21,594.6528000000002,2038.8096,622.9696,0.0,15.0,,89.0,0.88
2000-10-22,509.7024,2152.0768,622.9696,0.0,8.2,,81.0,0.51
2000-10-23,453.0688,2152.0768,622.9696,0.0,4.4,,73.0,0.55
2000-10-24,424.75199999999995,1982.1760000000002,566.336,0.0,9.7,,68.0,0.79
2000-10-25,453.0688,1699.0079999999994,453.0688,0.0,10.3,,65.5,1.08
2000-10-26,424.75199999999995,1529.1072,368.1184,0.0,13.6,,63.0,1.14
2000-10-27,368.1184,1500.7904,311.4848,0.0,13.4,,34.0,1.2
2000-10-28,368.1184,1472.4736,269.0096,0.0,7.5,,39.0,0.52
2000-10-29,339.8016,1330.8896,218.03936,0.0,1.5,,44.0,0.46
2000-10-30,368.1184,1217.6224,206.71264,10.414,3.2,,49.0,0.59
2000-10-31,962.7712,1727.3248,277.50464000000005,13.716,5.9,,54.0,0.7
2000-11-01,1330.8896,2180.3936,311.4848,0.0,9.1,,59.0,0.65
2000-11-02,1076.0384,2491.8784,311.4848,0.0,12.0,,64.0,0.72
2000-11-03,906.1376,2633.4624,339.8016,0.0,9.3,,69.0,0.68
2000-11-04,849.5039999999997,2661.7792,339.8016,0.0,7.4,,48.0,0.9
2000-11-05,1274.256,2859.9968,453.0688,27.686,6.7,,49.75,0.75
2000-11-06,1868.9088,3114.848,622.9696,0.254,6.5,,51.5,0.69
2000-11-07,1642.3744000000006,3199.7984,792.8704,0.0,8.7,,53.25,0.8
2000-11-08,1500.7904,3313.0656,821.1872000000003,0.0,8.6,,55.0,0.82
2000-11-09,1727.3248,3482.9664,764.5536,0.0,7.7,,30.0,0.91
2000-11-10,2321.9776,3879.4016,821.1872000000003,44.45,8.8,,64.0,1.0
2000-11-11,3907.7184,5351.8752,1160.9888,11.43,9.0,,54.0,0.99
2000-11-12,3567.9168,6909.2992,1472.4736,0.254,8.4,,44.0,0.71
2000-11-13,3313.0656,7702.1696,1529.1072,0.0,4.9,,34.0,0.75
2000-11-14,3426.3328,8240.1888,1529.1072,20.066,8.3,,45.0,0.9
2000-11-15,4445.7376,8948.1088,1727.3248,6.604,5.4,,60.0,0.58
2000-11-16,4162.5696,9174.6432,1755.6416,0.0,5.7,,75.0,0.53
2000-11-17,3681.184,9287.9104,1727.3248,0.762,8.1,,90.0,0.56
2000-11-18,3313.0656,9174.6432,1614.0576,0.0,2.0,,78.0,0.4
2000-11-19,2973.264,8608.3072,1500.7904,0.0,1.5,,66.0,0.44
2000-11-20,2661.7792,8070.288,1387.5232,0.0,-0.1,,57.0,0.44
2000-11-21,2406.928,7362.368,1217.6224,0.0,1.5,,84.0,0.48
2000-11-22,2180.3936,6569.497600000002,1047.7216,0.0,-0.6,,91.0,0.35
2000-11-23,1953.8592,5918.2112,906.1376,0.0,-3.6,,85.66666666666667,0.26
2000-11-24,1727.3248,5351.8752,792.8704,0.254,-7.1,,80.33333333333333,0.2
2000-11-25,1500.7904,4813.856,651.2864,0.0,-6.1,,75.0,0.26
2000-11-26,1699.0079999999994,4728.9056,707.9200000000003,20.574,2.0,,64.0,0.47
2000-11-27,3114.848,5493.4592,1076.0384,2.54,6.9,,35.0,0.76
2000-11-28,2888.3136,5889.8944,1359.2064,0.0,6.2,,51.0,0.7
2000-11-29,2661.7792,6456.2304,1387.5232,2.54,3.4,,25.0,0.67
2000-11-30,2690.0959999999995,6937.616,1359.2064,0.0,2.1,,64.0,0.6
2000-12-01,2661.7792,7079.2,1330.8896,3.81,1.0,,65.2,0.37
2000-12-02,2463.5616,6739.3984,1274.256,0.508,-3.7,,66.4,0.25
2000-12-03,2123.76,6258.0128,1132.672,0.0,-5.5,,67.6,0.24
2000-12-04,1868.9088,5748.3104,991.0880000000001,0.0,-2.6,,68.8,0.31
2000-12-05,1699.0079999999994,5266.9248,906.1376,0.508,0.0,,70.0,0.34
2000-12-06,1585.7408,4813.856,821.1872000000003,0.0,-4.0,,82.0,0.19
2000-12-07,1415.84,4275.8368,707.9200000000003,0.0,-4.9,,94.0,0.2
2000-12-08,1274.256,3624.5504,594.6528000000002,0.0,-8.7,,83.0,0.14
2000-12-09,1104.3552,3228.1152,481.3856,0.0,-8.3,,71.0,0.15
2000-12-10,962.7712,2803.3632,396.4352,0.0,-5.5,,59.0,0.22
2000-12-11,934.4544,2520.1952,368.1184,0.0,1.6,,16.0,0.49
2000-12-12,1076.0384,2406.928,453.0688,6.096,3.8,,32.0,0.42
2000-12-13,1076.0384,2406.928,453.0688,0.0,-5.9,,48.0,0.16
2000-12-14,1047.7216,2350.2944,453.0688,7.874,-1.3,,64.0,0.35
2000-12-15,1104.3552,2463.5616,509.7024,4.8260000000000005,-4.3,,52.0,0.29
2000-12-16,1076.0384,2718.4128,509.7024,0.0,0.6,,40.0,0.38
2000-12-17,3143.1648,4275.8368,1104.3552,64.008,13.0,,42.0,0.91
2000-12-18,6937.616,7928.704000000002,2661.7792,2.794,1.7,,44.0,0.46
2000-12-19,5578.4096,12346.1248,3369.6992,0.0,-1.3,,46.0,0.39
2000-12-20,4813.856,16310.4768,3256.432,3.048,-2.5,,62.5,0.34
2000-12-21,4530.688,17358.1984,2916.6304,0.0,-5.5,,79.0,0.26
2000-12-22,3964.3520000000003,15347.7056,2548.512,0.0,-3.0,,76.0,0.3
2000-12-23,3398.0159999999996,14724.736,2067.1264,1.016,-5.5,,69.5,0.21
2000-12-24,3114.848,12940.7776,1868.9088,0.0,-4.1,,63.0,0.21
2000-12-25,2831.680000000001,11326.72,1642.3744000000006,3.048,-8.3,,64.83333333333333,0.16
2000-12-26,2548.512,9910.88,1245.9392,3.048,-8.8,,66.66666666666667,0.14
2000-12-27,2293.6608,8891.4752,1189.3056,0.762,-4.8,,68.5,0.2
2000-12-28,2010.4928,7362.368,1132.672,0.0,-7.7,,70.33333333333333,0.19
2000-12-29,1783.9584,6116.4288,934.4544,0.0,-6.4,,72.16666666666667,0.27
2000-12-30,1699.0079999999994,5125.3408,906.1376,10.414,-0.7,,74.0,0.33
2000-12-31,1755.6416,4983.7568,1076.0384,4.8260000000000005,-2.0,,68.6,0.4
2001-01-01,1699.0079999999994,5380.191999999999,1160.9888,1.27,-3.4,,63.2,0.32
2001-01-02,1614.0576,5323.5584,1132.672,0.254,-6.6,,57.8,0.22
2001-01-03,1500.7904,4898.8064,1076.0384,0.0,-5.7,,52.40000000000001,0.36
2001-01-04,1387.5232,4247.52,1047.7216,0.0,-4.6,,47.0,0.31
2001-01-05,1302.5728,3709.5008,1076.0384,0.0,-5.0,,84.0,0.33
2001-01-06,1302.5728,3313.0656,1047.7216,3.048,-0.8,,72.0,0.38
2001-01-07,1302.5728,3114.848,1019.4048,3.556,-2.8,,42.5,0.42
2001-01-08,1302.5728,2944.9472,1047.7216,0.0,-2.6,,13.0,0.41
2001-01-09,1302.5728,2803.3632,1019.4048,2.286,-2.1,,20.6,0.41
2001-01-10,1274.256,2661.7792,1019.4048,3.556,-8.2,,28.20000000000001,0.21
2001-01-11,1245.9392,2576.8288,991.0880000000001,1.27,-2.6,,35.8,0.22
2001-01-12,1217.6224,2491.8784,991.0880000000001,0.0,-5.5,,43.40000000000001,0.28
2001-01-13,1160.9888,2350.2944,962.7712,0.0,-6.5,,51.0,0.26
2001-01-14,1076.0384,2152.0768,906.1376,0.0,-1.0,,67.0,0.45
2001-01-15,1076.0384,1953.8592,877.8208,1.016,-2.0,,39.0,0.41
2001-01-16,1104.3552,1925.5424,877.8208,4.064,-1.0,,47.0,0.46
2001-01-17,1076.0384,2010.4928,877.8208,1.016,0.1,,53.5,0.37
2001-01-18,1047.7216,2067.1264,849.5039999999997,0.254,-4.6,,60.0,0.26
2001-01-19,1076.0384,2067.1264,849.5039999999997,3.556,-0.1,,35.0,0.34
2001-01-20,1189.3056,2123.76,821.1872000000003,1.524,-2.2,,98.0,0.37
2001-01-21,1189.3056,2152.0768,821.1872000000003,8.636000000000001,-6.4,,89.0,0.27
2001-01-22,1132.672,2152.0768,792.8704,0.0,-9.0,,80.0,0.32
2001-01-23,1076.0384,2406.928,764.5536,0.508,-7.8,,71.0,0.28
2001-01-24,1076.0384,2548.512,736.2368,0.0,-4.4,,61.0,0.45
2001-01-25,1047.7216,2576.8288,736.2368,0.762,-3.0,,94.0,0.28
2001-01-26,1019.4048,2548.512,707.9200000000003,0.0,-6.0,,87.5,0.32
2001-01-27,962.7712,2491.8784,679.6032,0.0,-2.9,,81.0,0.37
2001-01-28,934.4544,2463.5616,651.2864,2.794,-2.9,,67.33333333333333,0.26
2001-01-29,877.8208,2378.6112000000007,594.6528000000002,0.0,-5.5,,53.66666666666667,0.36
2001-01-30,991.0880000000001,2350.2944,594.6528000000002,9.398,-0.1,,40.0,0.4
2001-01-31,1415.84,2690.0959999999995,764.5536,4.064,0.7,,25.0,0.57
2001-02-01,1642.3744000000006,3029.8976,906.1376,5.587999999999999,0.6,,18.0,0.51
2001-02-02,1642.3744000000006,3398.0159999999996,962.7712,0.0,-2.6,,11.0,0.41
2001-02-03,1557.424,3681.184,962.7712,1.27,-2.7,,35.0,0.32
2001-02-04,1500.7904,3964.3520000000003,962.7712,0.0,-5.5,,59.0,0.25
2001-02-05,1472.4736,4077.6192,962.7712,14.986,-1.8,,54.0,0.43
2001-02-06,1500.7904,3992.6688,906.1376,13.97,1.9,,44.75,0.54
2001-02-07,1585.7408,4105.936,962.7712,2.286,1.7,,35.5,0.41
2001-02-08,1585.7408,4219.2032,962.7712,0.0,-0.4,,26.25,0.44
2001-02-09,1614.0576,4304.1536,962.7712,0.0,0.9,,17.0,0.54
2001-02-10,2010.4928,4700.5888,1019.4048,13.462,4.0,,19.2,0.3
2001-02-11,2435.2448,5153.657600000001,1019.4048,0.254,-8.4,,21.4,0.12
2001-02-12,2237.0272,5295.2416,991.0880000000001,0.0,-8.6,,23.6,0.19
2001-02-13,2038.8096,5436.8256,1019.4048,0.0,-0.6,,25.8,0.34
2001-02-14,1982.1760000000002,5719.9936,1019.4048,0.0,-0.2,,28.0,0.37
2001-02-15,2265.344,6144.7456,1047.7216,0.0,1.6,,42.0,0.43
