DateTime,Middleton_Discharge,Ipswich_Discharge,Byfield_Discharge,PIE_Precipitation,PIE_AirTemperature,PIE_RelativeHumidity,PIE_WindSpeed
2000-03-27,2605.1456,8070.2880000000005,1302.5728,1.016,9.2,55.0,1.13
2000-03-28,3426.3328,7957.0208,1557.424,33.02,9.7,82.9,2.37
2000-03-29,4615.6384,8608.3072,2265.344,5.8420000000000005,8.7,67.7,2.29
2000-03-30,4587.3216,9712.6624,2661.7792,0.0,6.8,57.1,2.17
2000-03-31,4417.4208,10817.0176,2605.1456,0.0,5.0,63.3,1.55
2000-04-01,4105.936,11241.7696,2321.9776,0.0,7.3,58.6,1.32
2000-04-02,3851.0848,11213.4528,2038.8096,0.0,14.3,47.4,1.93
2000-04-03,3539.6,10250.6816,1755.6416,0.762,8.1,92.4,0.83
2000-04-04,3398.016,9429.4944,1585.7408,5.8420000000000005,12.0,90.0,1.62
2000-04-05,3284.748800000001,8948.1088,1529.1072,0.508,6.9,52.4,3.85
2000-04-06,2973.264,8495.04,1415.84,1.016,5.0,63.5,1.45
2000-04-07,2775.0464,8240.1888,1359.2064,0.254,8.8,70.5,1.34
2000-04-08,2605.1456,8041.9712,1359.2064,1.27,15.6,68.5,2.64
2000-04-09,3086.5312,8664.9408,1783.9584,17.272000000000002,9.1,78.6,3.74
2000-04-10,3369.6992,8778.208,2010.4928,0.0,5.8,38.1,3.92
2000-04-11,2859.9968,8806.524800000001,1982.176,2.286,4.1,65.0,1.18
2000-04-12,2690.0959999999995,8919.792,1840.592,0.762,5.0,71.2,2.7
2000-04-13,2548.512,8636.624,1614.0576,0.254,3.8,43.0,2.02
2000-04-14,2406.928,8155.2384,1472.4736,0.0,6.6,51.9,1.62
2000-04-15,2293.6608,7532.2688,1330.8896,0.0,16.0,62.9,2.76
2000-04-16,2180.3936,6994.2496,1274.256,0.0,13.5,82.3,1.46
2000-04-17,2265.344,6541.1808,1189.3056,0.0,5.6,57.2,1.6
2000-04-18,1953.8592,6031.4784,1104.3552,4.8260000000000005,5.5,67.8,2.39
2000-04-19,2378.6112000000007,6031.4784,1132.672,11.937999999999999,5.0,94.6,1.65
2000-04-20,2633.4624,6201.3792,1217.6224,0.0,8.7,82.2,1.04
2000-04-21,2633.4624,6484.5472,1387.5232,38.1,6.1,92.8,1.87
2000-04-22,8749.8912,13110.6784,3567.9168,73.152,5.5,97.5,2.63
2000-04-23,11439.9872,33130.656,6031.4784,13.208,6.4,96.7,1.29
2000-04-24,10647.1168,40493.024,6682.7648,0.254,7.3,72.0,3.19
2000-04-25,9769.296,41059.36,6371.28,0.0,5.5,68.5,2.06
2000-04-26,9401.1776,40493.024,5974.8448,19.812,2.2,90.4,1.64
2000-04-27,10024.1472,40209.856,5833.2608,0.762,4.9,87.3,1.03
2000-04-28,8919.792,38227.68,5521.776,0.0,6.2,86.5,0.83
2000-04-29,7702.1696,33413.824,5012.0736,0.0,7.0,74.5,0.84
2000-04-30,6739.3984,27155.8112,4474.0544,0.508,9.8,50.9,2.42
2000-05-01,5833.2608,21775.6192,3907.7184,0.0,10.3,44.2,1.81
2000-05-02,5351.8752,18490.8704,3426.3328,4.064,11.5,63.3,1.48
2000-05-03,4927.1232,16253.8432,3001.5808,0.0,9.5,55.1,1.37
2000-05-04,4445.7376,14469.8848,2690.0959999999995,0.0,14.4,55.1,2.13
2000-05-05,4049.3024,13195.6288,2378.6112000000007,0.254,19.4,61.1,2.07
2000-05-06,3681.184,12176.223999999998,2152.0768,0.0,14.5,67.2,1.22
2000-05-07,3341.3824,11071.8688,2010.4928,0.0,21.9,58.1,1.29
2000-05-08,3058.2144,10052.464,1812.2752,2.7939999999999996,21.8,66.0,1.62
2000-05-09,2859.9968,9259.5936,1670.6912,1.016,12.3,93.3,1.42
2000-05-10,2718.4128,8664.9408,1557.424,14.478,7.6,94.2,2.26
2000-05-11,3822.768,8778.208,1727.3248,5.8420000000000005,10.8,79.8,2.08
2000-05-12,3709.5008,8806.524800000001,1953.8592,0.0,12.1,75.5,1.09
2000-05-13,3511.2832,9202.96,2010.4928,5.8420000000000005,10.2,89.0,1.37
2000-05-14,3737.8176,9854.2464,2180.3936,4.064,14.9,70.8,1.66
2000-05-15,3567.9168,9882.5632,2123.76,0.0,11.8,50.7,1.96
2000-05-16,3256.4320000000002,9514.4448,1925.5424,0.0,10.8,59.1,1.33
2000-05-17,2973.264,9033.0592,1699.0079999999996,0.0,13.4,63.3,1.45
2000-05-18,2718.4128,8551.6736,1529.1072,5.8420000000000005,17.5,78.7,2.49
2000-05-19,2746.7296,8296.822400000001,1415.84,5.8420000000000005,8.6,82.1,1.4
2000-05-20,2859.9968,8070.2880000000005,1330.8896,0.0,8.3,82.1,0.97
2000-05-21,2690.0959999999995,7787.12,1245.9392,0.508,9.9,85.6,0.71
2000-05-22,2520.1952,7334.0512,1189.3056,0.0,10.5,81.3,1.1
2000-05-23,2463.5616,7022.5664,1132.672,5.587999999999999,10.9,80.0,1.36
2000-05-24,2690.0959999999995,7277.4176,1245.9392,21.081999999999997,11.1,96.1,1.36
2000-05-25,3029.8976,7787.12,1444.1568,3.556,14.6,75.2,2.03
2000-05-26,2803.3632,8070.2880000000005,1642.3744000000006,0.0,17.0,52.9,2.78
2000-05-27,2605.1456,8013.6544,1642.3744000000006,0.0,16.7,55.3,2.2
2000-05-28,2378.6112000000007,7758.8032,1444.1568,0.0,13.0,71.2,0.8
2000-05-29,2208.7104,7164.1504,1245.9392,0.0,10.0,81.0,1.35
2000-05-30,2010.4928,6541.1808,1076.0384,0.0,10.3,81.6,1.11
2000-05-31,1840.592,6031.4784,962.7712,0.0,13.5,78.1,1.36
2000-06-01,1670.6912,5521.776,821.1872000000003,0.0,21.2,66.6,1.33
2000-06-02,1529.1072,5097.024,736.2368,17.018,20.9,70.8,1.17
2000-06-03,1529.1072,4842.1728,764.5536,0.0,17.9,63.1,1.97
2000-06-04,1330.8896,4559.0048,792.8704,0.508,14.0,72.5,1.08
2000-06-05,1189.3056,4332.4704,849.5039999999998,0.0,12.9,81.7,1.57
2000-06-06,1840.592,4672.272,1076.0384,67.31,11.0,87.2,2.16
2000-06-07,6342.9632,8296.822400000001,2520.1952,13.716,12.2,78.5,1.79
2000-06-08,5946.528,12034.64,3766.1344,0.0,16.2,66.9,1.2
2000-06-09,5351.8752,14979.5872,3907.7184,8.128,21.3,74.5,1.46
2000-06-10,5068.7072,16027.3088,3794.4512,0.0,18.0,81.6,1.11
2000-06-11,4530.688,15376.0224,3567.9168,0.508,12.0,81.2,1.46
2000-06-12,4020.9856,14215.0336,3199.7984,4.3180000000000005,10.8,88.5,1.17
2000-06-13,3539.6,12969.0944,2831.680000000001,0.254,12.6,76.8,1.22
2000-06-14,3001.5808,11751.472,2435.2448,1.016,13.1,80.4,1.24
2000-06-15,2633.4624,10477.216,2095.4432,0.0,16.1,88.4,0.96
2000-06-16,2378.6112000000007,9259.5936,1755.6416,0.0,24.7,73.8,1.78
2000-06-17,2123.76,8126.921600000002,1500.7904,4.572,25.0,80.5,1.73
2000-06-18,1897.2256,7249.1008,1274.256,2.286,17.9,80.9,0.97
2000-06-19,1727.3248,6427.9136,1104.3552,0.254,17.4,81.4,0.6
2000-06-20,1585.7408,5776.6272,991.088,0.0,19.3,68.6,1.28
2000-06-21,1415.84,5266.9248,877.8208,0.0,21.4,65.9,2.17
2000-06-22,1302.5728,4728.9056,821.1872000000003,13.208,23.5,75.9,1.73
2000-06-23,1302.5728,4417.4208,821.1872000000003,0.0,21.0,70.9,1.71
2000-06-24,1160.9888,4134.2528,792.8704,0.0,18.4,71.8,0.85
2000-06-25,962.7712,3879.4016,707.9200000000003,0.0,23.9,68.9,1.76
2000-06-26,934.4544,3596.2336,651.2864,3.556,22.9,85.4,1.02
2000-06-27,1387.5232,3426.3328,679.6032,21.081999999999997,23.4,86.0,1.38
2000-06-28,1245.9392,3341.3824,764.5536,0.0,21.1,72.6,1.0
2000-06-29,991.088,3369.6992,792.8704,2.54,19.6,82.4,0.93
2000-06-30,906.1376,3313.0656,849.5039999999998,1.27,19.7,78.2,1.08
2000-07-01,764.5536,3143.1648,736.2368,0.0,19.6,72.9,1.09
2000-07-02,622.9696,3029.8976,594.6528000000002,0.0,22.3,67.2,1.29
2000-07-03,538.0192,2775.0464,481.3856,0.0,23.3,70.2,0.89
2000-07-04,481.3856,2520.1952,424.752,0.0,23.7,79.3,0.99
2000-07-05,424.752,2265.344,368.1184,0.0,21.8,59.6,2.04
2000-07-06,368.1184,2010.4928,311.4848,0.0,18.0,64.3,1.35
2000-07-07,311.4848,1727.3248,283.168,0.0,17.4,68.1,1.24
2000-07-08,311.4848,1500.7904,235.02944,0.0,18.0,60.0,1.85
2000-07-09,283.168,962.7712,212.376,14.478,19.2,72.7,1.1
2000-07-10,538.0192,1472.4736,246.35616,1.016,23.7,74.3,1.79
2000-07-11,424.752,1585.7408,235.02944,0.0,20.4,57.4,2.17
2000-07-12,277.50464000000005,1614.0576,203.88096000000002,0.0,20.5,62.1,1.54
2000-07-13,203.88096000000002,1500.7904,172.73247999999995,0.0,21.6,62.6,1.07
2000-07-14,164.23744,1302.5728,144.41567999999995,0.0,22.6,61.2,1.47
2000-07-15,133.08896000000001,1076.0384,127.4256,0.0,20.4,81.2,2.26
2000-07-16,1529.1072,1699.0079999999996,311.4848,38.608000000000004,18.7,95.0,2.12
2000-07-17,1189.3056,2123.76,453.0688,0.508,16.2,91.7,1.21
2000-07-18,906.1376,2463.5616,566.336,16.764,21.1,81.5,1.49
2000-07-19,566.336,2888.3136,622.9696,0.0,17.0,75.4,1.29
2000-07-20,679.6032,3199.7984,594.6528000000002,0.0,16.1,70.6,0.98
2000-07-21,821.1872000000003,3341.3824,538.0192,19.304000000000002,18.9,72.9,1.05
2000-07-22,962.7712,3567.9168,594.6528000000002,2.286,19.9,81.9,1.02
2000-07-23,849.5039999999998,3341.3824,622.9696,0.0,18.4,74.4,1.23
2000-07-24,594.6528000000002,3143.1648,594.6528000000002,0.0,18.5,78.8,0.81
2000-07-25,509.7024,2973.264,538.0192,0.0,19.0,80.1,1.0
2000-07-26,453.0688,2803.3632,481.3856,5.8420000000000005,17.8,89.0,1.54
2000-07-27,1132.672,3228.1152,651.2864,40.894,16.4,96.8,1.55
2000-07-28,1953.8592,4105.936,906.1376,0.762,18.3,90.2,0.86
2000-07-29,1529.1072,4530.688,1019.4048,0.508,20.9,85.7,0.76
2000-07-30,1387.5232,4615.6384,991.088,0.254,19.0,94.4,0.9
2000-07-31,1755.6416,5125.3408,1019.4048,17.272000000000002,17.4,94.0,0.86
2000-08-01,2067.1264,5521.776,1076.0384,6.096,17.7,96.7,1.25
2000-08-02,1868.9088,5663.360000000002,1104.3552,0.0,19.2,94.3,0.63
2000-08-03,1727.3248,5776.6272,1047.7216,2.286,23.3,89.2,1.1
2000-08-04,1557.424,5635.0432,962.7712,0.0,21.2,76.6,1.3
2000-08-05,1359.2064,5351.8752,821.1872000000003,0.0,19.5,73.7,0.91
2000-08-06,1160.9888,5068.7072,707.9200000000003,2.286,19.8,78.9,0.75
2000-08-07,1019.4048,4785.5392,651.2864,0.508,23.3,86.5,1.12
2000-08-08,906.1376,4247.52,566.336,0.0,24.7,74.2,1.18
2000-08-09,764.5536,3652.8672,481.3856,0.0,23.7,80.1,1.21
2000-08-10,651.2864,3256.4320000000002,424.752,1.27,23.3,75.0,1.64
2000-08-11,538.0192,2973.264,368.1184,0.0,19.4,86.6,1.3
2000-08-12,453.0688,2746.7296,311.4848,0.0,18.2,83.5,1.47
2000-08-13,396.4352,2520.1952,249.18784,0.762,17.4,88.9,1.13
2000-08-14,481.3856,2463.5616,339.8016,25.146,16.9,96.2,1.3
2000-08-15,538.0192,2491.8784,424.752,0.254,18.4,93.9,1.0
2000-08-16,651.2864,2520.1952,424.752,5.08,20.3,85.9,1.19
2000-08-17,792.8704,2576.8288,424.752,0.0,17.1,72.3,1.9
2000-08-18,538.0192,2520.1952,368.1184,1.778,15.5,85.3,0.64
2000-08-19,509.7024,2520.1952,339.8016,1.524,18.1,85.5,0.77
2000-08-20,424.752,2463.5616,339.8016,0.254,15.4,71.6,1.93
2000-08-21,368.1184,2350.2944,311.4848,0.0,16.0,73.2,1.19
2000-08-22,283.168,2265.344,311.4848,0.0,17.3,71.8,0.89
2000-08-23,243.52447999999998,2067.1264,339.8016,6.604,18.1,80.0,1.27
2000-08-24,266.17792000000003,1897.2256,339.8016,0.0,20.0,80.0,1.12
2000-08-25,235.02944,1699.0079999999996,280.33632,0.0,19.0,74.0,0.85
2000-08-26,195.38592000000003,1500.7904,235.02944,0.0,20.6,73.0,0.91
2000-08-27,164.23744,1387.5232,229.36607999999998,0.0,21.0,80.7,0.94
2000-08-28,124.59392,1217.6224,203.88096000000002,0.0,18.1,80.4,0.85
2000-08-29,124.59392,1076.0384,164.23744,0.0,16.3,78.8,0.86
2000-08-30,110.43552,962.7712,127.4256,0.0,18.2,84.7,0.69
2000-08-31,96.27712,877.8208,99.1088,0.0,23.2,82.9,1.05
2000-09-01,87.78208000000002,821.1872000000003,90.61376,0.0,25.8,76.2,1.52
2000-09-02,107.60383999999999,991.088,107.60383999999999,9.652000000000001,18.5,90.7,1.15
2000-09-03,127.4256,1104.3552,135.92064,0.0,17.6,91.8,0.78
2000-09-04,116.09888,1047.7216,135.92064,1.016,17.9,90.9,0.83
2000-09-05,96.27712,1047.7216,121.76223999999999,0.0,12.1,65.8,1.03
2000-09-06,82.11872,962.7712,113.2672,0.0,11.1,74.3,0.83
2000-09-07,65.12863999999999,906.1376,107.60383999999999,0.0,14.2,74.4,0.99
2000-09-08,56.6336,962.7712,107.60383999999999,0.0,18.9,71.9,1.6
2000-09-09,50.970240000000004,877.8208,107.60383999999999,0.0,20.0,80.7,0.81
2000-09-10,45.30688000000001,764.5536,101.94048000000001,0.0,15.6,80.8,0.8
2000-09-11,39.64352,679.6032,90.61376,0.0,16.1,85.4,0.83
2000-09-12,31.14848000000001,651.2864,82.11872,0.0,21.3,75.0,1.26
2000-09-13,36.811840000000004,622.9696,107.60383999999999,10.668,20.7,78.6,1.42
2000-09-14,36.811840000000004,622.9696,110.43552,0.0,16.5,75.4,0.97
2000-09-15,283.168,849.5039999999998,226.5344,34.036,16.3,93.4,1.06
2000-09-16,594.6528000000002,1472.4736,311.4848,0.0,13.1,73.0,1.4
2000-09-17,311.4848,1812.2752,339.8016,0.0,13.5,70.2,1.39
2000-09-18,218.03936000000002,1897.2256,283.168,0.0,17.1,73.3,1.1
2000-09-19,195.38592000000003,1840.592,260.51456,5.334,18.6,81.3,1.15
2000-09-20,396.4352,1840.592,283.168,10.16,19.2,91.5,0.92
2000-09-21,368.1184,1812.2752,274.67296,0.254,18.8,71.9,1.97
2000-09-22,257.68287999999995,1783.9584,240.6928,0.0,13.6,70.8,1.41
2000-09-23,218.03936000000002,1699.0079999999996,223.70272000000003,0.0,14.3,82.8,0.73
2000-09-24,198.2176,1529.1072,237.86112000000003,0.0,18.4,81.2,1.73
2000-09-25,175.56416000000004,1330.8896,240.6928,0.0,10.9,73.9,1.07
2000-09-26,175.56416000000004,1189.3056,243.52447999999998,8.128,11.1,83.2,0.94
2000-09-27,237.86112000000003,1245.9392,266.17792000000003,0.0,11.3,82.9,0.94
2000-09-28,209.54432000000003,1302.5728,257.68287999999995,0.254,9.5,86.3,0.98
2000-09-29,167.06912000000003,1330.8896,220.87104,0.0,4.7,76.5,0.69
2000-09-30,147.24736000000001,1302.5728,184.0592,0.0,9.3,76.4,1.09
2000-10-01,121.76223999999999,1189.3056,158.57407999999995,0.0,13.3,80.5,1.01
2000-10-02,110.43552,1047.7216,144.41567999999995,0.0,11.0,94.1,0.76
2000-10-03,96.27712,962.7712,135.92064,0.0,15.7,81.3,1.05
2000-10-04,79.28703999999998,934.4544,118.93056000000001,1.524,14.7,81.2,0.81
2000-10-05,79.28703999999998,906.1376,110.43552,9.398,10.8,90.5,0.57
2000-10-06,198.2176,1047.7216,198.2176,11.43,11.5,96.6,1.23
2000-10-07,311.4848,1217.6224,215.20767999999998,0.254,10.9,79.2,1.41
2000-10-08,229.36607999999998,1387.5232,209.54432000000003,0.0,6.8,72.4,1.28
2000-10-09,184.0592,1444.1568,192.55424,0.0,4.1,79.6,1.08
2000-10-10,172.73247999999995,1359.2064,175.56416000000004,0.0,4.8,68.1,2.04
2000-10-11,155.7424,1217.6224,175.56416000000004,0.0,9.7,64.6,2.32
2000-10-12,127.4256,1076.0384,164.23744,0.0,9.8,70.4,1.1
2000-10-13,113.2672,991.088,144.41567999999995,0.0,11.8,72.8,0.95
2000-10-14,127.4256,906.1376,138.75232000000003,0.0,18.0,56.0,1.33
2000-10-15,152.91072000000003,849.5039999999998,130.25727999999998,0.0,17.2,59.0,1.22
2000-10-16,147.24736000000001,849.5039999999998,150.07904,18.288,6.9,78.7,1.25
2000-10-17,167.06912000000003,991.088,203.88096000000002,19.939,8.65,87.15,1.05
2000-10-18,240.6928,1076.0384,232.19776,21.59,10.4,95.6,0.85
2000-10-19,877.8208,1472.4736,424.752,7.62,11.1,74.3,2.68
2000-10-20,962.7712,1840.592,481.3856,0.0,9.8,66.5,1.15
2000-10-21,594.6528000000002,2038.8096,622.9696,0.0,15.0,63.4,1.58
2000-10-22,509.7024,2152.0768,622.9696,0.0,8.2,53.8,1.55
2000-10-23,453.0688,2152.0768,622.9696,0.0,4.4,80.2,0.7
2000-10-24,424.752,1982.176,566.336,0.0,9.7,71.6,0.84
2000-10-25,453.0688,1699.0079999999996,453.0688,0.0,10.3,77.7,0.66
2000-10-26,424.752,1529.1072,368.1184,0.0,13.6,77.7,0.86
2000-10-27,368.1184,1500.7904,311.4848,0.0,13.4,83.0,0.69
2000-10-28,368.1184,1472.4736,269.0096,0.0,7.5,60.2,3.48
2000-10-29,339.8016,1330.8896,218.03936000000002,0.0,1.5,59.5,3.76
2000-10-30,368.1184,1217.6224,206.71264,10.414000000000001,3.2,81.6,2.13
2000-10-31,962.7712,1727.3248,277.50464000000005,13.716,5.9,90.8,1.27
2000-11-01,1330.8896,2180.3936,311.4848,0.0,9.1,64.8,1.46
2000-11-02,1076.0384,2491.8784,311.4848,0.0,12.0,56.1,1.67
2000-11-03,906.1376,2633.4624,339.8016,0.0,9.3,62.0,0.73
2000-11-04,849.5039999999998,2661.7792,339.8016,0.0,7.4,85.5,0.61
2000-11-05,1274.256,2859.9968,453.0688,27.686,6.7,93.9,1.73
2000-11-06,1868.9088,3114.848,622.9696,0.254,6.5,73.8,2.46
2000-11-07,1642.3744000000006,3199.7984,792.8704,0.0,8.7,72.8,1.38
2000-11-08,1500.7904,3313.0656,821.1872000000003,0.0,8.6,85.4,0.72
2000-11-09,1727.3248,3482.9664,764.5536,0.0,7.7,93.2,0.47
2000-11-10,2321.9776,3879.4016,821.1872000000003,44.45,8.8,95.6,1.93
2000-11-11,3907.7184,5351.8752,1160.9888,11.43,9.0,93.2,1.19
2000-11-12,3567.9168,6909.2992,1472.4736,0.254,8.4,77.3,1.63
2000-11-13,3313.0656,7702.1696,1529.1072,0.0,4.9,89.6,0.47
2000-11-14,3426.3328,8240.1888,1529.1072,20.066,8.3,95.0,0.8
2000-11-15,4445.7376,8948.1088,1727.3248,6.604,5.4,69.1,3.35
2000-11-16,4162.5696,9174.6432,1755.6416,0.0,5.7,60.2,1.78
2000-11-17,3681.184,9287.9104,1727.3248,0.762,8.1,52.9,2.54
2000-11-18,3313.0656,9174.6432,1614.0576,0.0,2.0,59.9,1.54
2000-11-19,2973.264,8608.3072,1500.7904,0.0,1.5,67.3,0.76
2000-11-20,2661.7792,8070.2880000000005,1387.5232,0.0,-0.1,80.3,0.38
2000-11-21,2406.928,7362.368,1217.6224,0.0,1.5,62.7,1.65
2000-11-22,2180.3936,6569.497600000002,1047.7216,0.0,-0.6,56.2,2.86
2000-11-23,1953.8592,5918.2112,906.1376,0.0,-3.6,55.5,2.53
2000-11-24,1727.3248,5351.8752,792.8704,0.254,-7.1,62.3,1.6
2000-11-25,1500.7904,4813.856,651.2864,0.0,-6.1,70.9,0.45
2000-11-26,1699.0079999999996,4728.9056,707.9200000000003,20.574,2.0,90.6,1.14
2000-11-27,3114.848,5493.4592,1076.0384,2.54,6.9,86.1,1.61
2000-11-28,2888.3136,5889.8944,1359.2064,0.0,6.2,80.7,0.75
2000-11-29,2661.7792,6456.2304,1387.5232,2.54,3.4,81.9,1.0
2000-11-30,2690.0959999999995,6937.616,1359.2064,0.0,2.1,87.9,1.49
2000-12-01,2661.7792,7079.2,1330.8896,3.81,1.0,59.9,2.84
2000-12-02,2463.5616,6739.3984,1274.256,0.508,-3.7,51.2,2.61
2000-12-03,2123.76,6258.0128,1132.672,0.0,-5.5,65.6,0.87
2000-12-04,1868.9088,5748.3104,991.088,0.0,-2.6,58.2,1.09
2000-12-05,1699.0079999999996,5266.9248,906.1376,0.508,0.0,53.0,1.59
2000-12-06,1585.7408,4813.856,821.1872000000003,0.0,-4.0,40.5,2.32
2000-12-07,1415.84,4275.8368,707.9200000000003,0.0,-4.9,55.4,1.99
2000-12-08,1274.256,3624.5504,594.6528000000002,0.0,-8.7,53.5,0.72
2000-12-09,1104.3552,3228.1152,481.3856,0.0,-8.3,63.4,1.36
2000-12-10,962.7712,2803.3632,396.4352,0.0,-5.5,65.8,0.7
2000-12-11,934.4544,2520.1952,368.1184,0.0,1.6,93.6,0.5
2000-12-12,1076.0384,2406.928,453.0688,6.096,3.8,66.7,3.9
2000-12-13,1076.0384,2406.928,453.0688,0.0,-5.9,44.4,1.5
2000-12-14,1047.7216,2350.2944,453.0688,7.874,-1.3,87.5,1.42
2000-12-15,1104.3552,2463.5616,509.7024,4.8260000000000005,-4.3,75.8,1.67
2000-12-16,1076.0384,2718.4128,509.7024,0.0,0.6,89.6,0.78
2000-12-17,3143.1648,4275.8368,1104.3552,64.008,13.0,91.8,2.78
2000-12-18,6937.616,7928.7040000000015,2661.7792,2.7939999999999996,1.7,53.0,3.71
2000-12-19,5578.4096,12346.1248,3369.6992,0.0,-1.3,72.2,0.61
2000-12-20,4813.856,16310.4768,3256.4320000000002,3.048,-2.5,83.5,2.39
2000-12-21,4530.688,17358.1984,2916.6304,0.0,-5.5,80.8,0.62
2000-12-22,3964.352,15347.7056,2548.512,0.0,-3.0,87.7,0.84
2000-12-23,3398.016,14724.736,2067.1264,1.016,-5.5,55.7,3.15
2000-12-24,3114.848,12940.7776,1868.9088,0.0,-4.1,58.4,1.09
2000-12-25,2831.680000000001,11326.72,1642.3744000000006,3.048,-8.3,50.6,4.86
2000-12-26,2548.512,9910.88,1245.9392,3.048,-8.8,44.9,4.97
2000-12-27,2293.6608,8891.4752,1189.3056,0.762,-4.8,51.4,4.14
2000-12-28,2010.4928,7362.368,1132.672,0.0,-7.7,60.9,3.52
2000-12-29,1783.9584,6116.4288,934.4544,0.0,-6.4,71.5,1.21
2000-12-30,1699.0079999999996,5125.3408,906.1376,10.414000000000001,-0.7,86.1,1.87
2000-12-31,1755.6416,4983.7568,1076.0384,4.8260000000000005,-2.0,76.8,3.0
2001-01-01,1699.0079999999996,5380.191999999999,1160.9888,1.27,-3.4,63.2,3.42
2001-01-02,1614.0576,5323.5584,1132.672,0.254,-6.6,68.8,1.98
2001-01-03,1500.7904,4898.8064,1076.0384,0.0,-5.7,70.8,1.04
2001-01-04,1387.5232,4247.52,1047.7216,0.0,-4.6,71.2,1.24
2001-01-05,1302.5728,3709.5008,1076.0384,0.0,-5.0,80.2,0.57
2001-01-06,1302.5728,3313.0656,1047.7216,3.048,-0.8,94.8,1.41
2001-01-07,1302.5728,3114.848,1019.4048,3.556,-2.8,86.1,0.78
2001-01-08,1302.5728,2944.9472,1047.7216,0.0,-2.6,89.4,0.33
2001-01-09,1302.5728,2803.3632,1019.4048,2.286,-2.1,85.9,1.71
2001-01-10,1274.256,2661.7792,1019.4048,3.556,-8.2,57.6,2.79
2001-01-11,1245.9392,2576.8288,991.088,1.27,-2.6,62.2,2.15
2001-01-12,1217.6224,2491.8784,991.088,0.0,-5.5,58.2,1.25
2001-01-13,1160.9888,2350.2944,962.7712,0.0,-6.5,68.6,0.43
2001-01-14,1076.0384,2152.0768,906.1376,0.0,-1.0,77.5,0.78
2001-01-15,1076.0384,1953.8592,877.8208,1.016,-2.0,91.3,0.98
2001-01-16,1104.3552,1925.5424,877.8208,4.064,-1.0,89.9,0.54
2001-01-17,1076.0384,2010.4928,877.8208,1.016,0.1,76.2,0.87
2001-01-18,1047.7216,2067.1264,849.5039999999998,0.254,-4.6,72.4,0.56
2001-01-19,1076.0384,2067.1264,849.5039999999998,3.556,-0.1,92.9,0.39
2001-01-20,1189.3056,2123.76,821.1872000000003,1.524,-2.2,79.4,0.89
2001-01-21,1189.3056,2152.0768,821.1872000000003,8.636000000000001,-6.4,71.8,2.45
2001-01-22,1132.672,2152.0768,792.8704,0.0,-9.0,77.8,0.67
2001-01-23,1076.0384,2406.928,764.5536,0.508,-7.8,80.7,0.63
2001-01-24,1076.0384,2548.512,736.2368,0.0,-4.4,80.9,0.34
2001-01-25,1047.7216,2576.8288,736.2368,0.762,-3.0,72.1,0.99
2001-01-26,1019.4048,2548.512,707.9200000000003,0.0,-6.0,65.5,0.8
2001-01-27,962.7712,2491.8784,679.6032,0.0,-2.9,73.1,1.2
2001-01-28,934.4544,2463.5616,651.2864,2.7939999999999996,-2.9,52.3,2.61
2001-01-29,877.8208,2378.6112000000007,594.6528000000002,0.0,-5.5,67.1,0.82
2001-01-30,991.088,2350.2944,594.6528000000002,9.398,-0.1,83.9,1.11
2001-01-31,1415.84,2690.0959999999995,764.5536,4.064,0.7,95.2,1.02
2001-02-01,1642.3744000000006,3029.8976,906.1376,5.587999999999999,0.6,79.6,0.98
2001-02-02,1642.3744000000006,3398.016,962.7712,0.0,-2.6,87.7,0.42
2001-02-03,1557.424,3681.184,962.7712,1.27,-2.7,53.8,3.23
2001-02-04,1500.7904,3964.352,962.7712,0.0,-5.5,65.4,0.65
2001-02-05,1472.4736,4077.6192,962.7712,14.985999999999999,-1.8,87.3,1.28
2001-02-06,1500.7904,3992.6688,906.1376,13.97,1.9,75.2,3.57
2001-02-07,1585.7408,4105.936,962.7712,2.286,1.7,58.6,2.62
2001-02-08,1585.7408,4219.2032,962.7712,0.0,-0.4,69.0,1.62
2001-02-09,1614.0576,4304.1536,962.7712,0.0,0.9,97.1,0.57
2001-02-10,2010.4928,4700.5888,1019.4048,13.462,4.0,54.3,4.97
2001-02-11,2435.2448,5153.657600000001,1019.4048,0.254,-8.4,35.2,5.65
2001-02-12,2237.0272,5295.2416,991.088,0.0,-8.6,50.9,1.36
2001-02-13,2038.8096,5436.8256,1019.4048,0.0,-0.6,63.8,1.42
2001-02-14,1982.176,5719.9936,1019.4048,0.0,-0.2,83.9,1.06
2001-02-15,2265.344,6144.7456,1047.7216,0.0,1.6,62.8,2.26
2001-02-16,2350.2944,6342.9632,1047.7216,0.0,-1.7,78.5,0.7
2001-02-17,2350.2944,6456.2304,1047.7216,3.81,-1.6,65.1,3.35
2001-02-18,2690.0959999999995,6427.9136,934.4544,0.0,-8.5,45.2,2.61
2001-02-19,2180.3936,6031.4784,934.4544,0.0,-2.4,50.7,1.86
2001-02-20,1982.176,5889.8944,906.1376,0.0,5.5,53.6,1.57
2001-02-21,1614.0576,5974.8448,877.8208,0.762,-0.3,48.0,3.46
2001-02-22,1557.424,5719.9936,849.5039999999998,0.0,-9.1,46.8,1.4
2001-02-23,1415.84,5097.024,821.1872000000003,0.0,-2.9,73.1,2.04
2001-02-24,1245.9392,4757.2224000000015,792.8704,0.0,-4.4,37.5,2.84
2001-02-25,1132.672,4417.4208,764.5536,2.7939999999999996,-2.1,83.8,1.14
