9.842840433120727539e-01,1.124991774559020996e+00
9.467121362686157227e-01,1.122056961059570312e+00
9.963818788528442383e-01,1.067171335220336914e+00
9.956489801406860352e-01,1.062027812004089355e+00
9.557363390922546387e-01,1.090699791908264160e+00
9.848208427429199219e-01,1.076271653175354004e+00
9.927904009819030762e-01,1.121676802635192871e+00
9.657723307609558105e-01,1.085261464118957520e+00
9.489682912826538086e-01,1.126262068748474121e+00
9.622851014137268066e-01,1.125694394111633301e+00
9.865280389785766602e-01,1.052308797836303711e+00
9.186835885047912598e-01,1.101781129837036133e+00
9.842174053192138672e-01,1.127171874046325684e+00
9.747845530509948730e-01,1.014964938163757324e+00
9.791920781135559082e-01,1.161720991134643555e+00
9.621604681015014648e-01,1.115676641464233398e+00
9.743145704269409180e-01,1.028904914855957031e+00
9.572899937629699707e-01,1.185326218605041504e+00
8.993753194808959961e-01,1.125281572341918945e+00
9.863601922988891602e-01,1.065139889717102051e+00
9.940592646598815918e-01,1.085905909538269043e+00
9.619299173355102539e-01,1.015594720840454102e+00
9.866040945053100586e-01,1.117015719413757324e+00
9.881428480148315430e-01,1.112292289733886719e+00
9.875172376632690430e-01,1.074266314506530762e+00
9.888883233070373535e-01,1.231618881225585938e+00
9.863764643669128418e-01,1.081113696098327637e+00
9.626589417457580566e-01,1.101926565170288086e+00
9.660013318061828613e-01,1.069239020347595215e+00
9.960290193557739258e-01,1.108888506889343262e+00
9.673275947570800781e-01,1.073245644569396973e+00
9.492049217224121094e-01,1.093520641326904297e+00
9.784260988235473633e-01,1.181486129760742188e+00
9.706075787544250488e-01,1.062454462051391602e+00
9.676831364631652832e-01,1.120693564414978027e+00
9.902128577232360840e-01,1.056920051574707031e+00
9.551844596862792969e-01,1.132557749748229980e+00
9.693255424499511719e-01,1.061849594116210938e+00
9.869377613067626953e-01,1.087790369987487793e+00
9.955584406852722168e-01,1.078255414962768555e+00
9.411572813987731934e-01,1.110136747360229492e+00
9.798808693885803223e-01,1.117550849914550781e+00
9.731803536415100098e-01,1.148470759391784668e+00
9.911760091781616211e-01,1.028329849243164062e+00
9.135549068450927734e-01,1.108828306198120117e+00
9.970492720603942871e-01,1.099089145660400391e+00
9.675623774528503418e-01,1.143881320953369141e+00
9.955129027366638184e-01,9.992360472679138184e-01
9.929627776145935059e-01,1.100708127021789551e+00
9.993005990982055664e-01,1.076895833015441895e+00
9.365134239196777344e-01,1.138599991798400879e+00
9.704247117042541504e-01,1.103518486022949219e+00
9.777843952178955078e-01,1.026455521583557129e+00
9.983894228935241699e-01,1.041012287139892578e+00
9.665628671646118164e-01,1.031505346298217773e+00
9.785244464874267578e-01,1.050123453140258789e+00
9.698089361190795898e-01,1.064677834510803223e+00
9.212862253189086914e-01,1.144165277481079102e+00
9.780185818672180176e-01,1.088832139968872070e+00
9.611027836799621582e-01,1.063235402107238770e+00
9.817161560058593750e-01,1.109133720397949219e+00
9.975507259368896484e-01,1.031611561775207520e+00
9.893844723701477051e-01,1.130504846572875977e+00
8.801479339599609375e-01,1.159805178642272949e+00
9.970852136611938477e-01,1.074071645736694336e+00
9.569698572158813477e-01,1.072772026062011719e+00
9.751647710800170898e-01,1.121575832366943359e+00
9.700238704681396484e-01,1.095736026763916016e+00
9.888247251510620117e-01,1.239179491996765137e+00
9.577802419662475586e-01,1.067448019981384277e+00
9.696834087371826172e-01,1.094442129135131836e+00
9.457944035530090332e-01,1.135448813438415527e+00
9.959350228309631348e-01,1.066009879112243652e+00
9.486725926399230957e-01,1.133551239967346191e+00
9.535577297210693359e-01,1.063188910484313965e+00
9.654962420463562012e-01,1.071080923080444336e+00
9.787257909774780273e-01,1.055614471435546875e+00
9.962883591651916504e-01,1.037302255630493164e+00
9.803856611251831055e-01,1.087291479110717773e+00
9.705273509025573730e-01,9.566121697425842285e-01
9.645884037017822266e-01,1.072991132736206055e+00
9.928323030471801758e-01,1.104907989501953125e+00
9.970451593399047852e-01,1.041544675827026367e+00
9.912124276161193848e-01,1.124580860137939453e+00
9.664318561553955078e-01,1.108642816543579102e+00
9.920550584793090820e-01,1.123753428459167480e+00
9.371968507766723633e-01,1.044294118881225586e+00
9.699709415435791016e-01,1.116073250770568848e+00
9.847406744956970215e-01,1.163040995597839355e+00
9.489992856979370117e-01,1.038760304450988770e+00
9.674206972122192383e-01,1.074752807617187500e+00
9.916797876358032227e-01,1.027908086776733398e+00
9.629055261611938477e-01,1.136370182037353516e+00
9.676235914230346680e-01,1.121468782424926758e+00
9.964287281036376953e-01,1.092934131622314453e+00
9.668402671813964844e-01,1.111667394638061523e+00
9.688452482223510742e-01,1.087239265441894531e+00
9.976032376289367676e-01,1.027802824974060059e+00
9.959282875061035156e-01,1.108739614486694336e+00
9.936783909797668457e-01,1.022769212722778320e+00
9.978601336479187012e-01,1.035542964935302734e+00
9.891273379325866699e-01,1.030579805374145508e+00
9.800302982330322266e-01,1.107925891876220703e+00
9.958244562149047852e-01,1.080249071121215820e+00
9.907065629959106445e-01,9.979143142700195312e-01
9.420558810234069824e-01,1.073020219802856445e+00
9.286948442459106445e-01,1.092152595520019531e+00
9.969177842140197754e-01,1.220428705215454102e+00
9.982069730758666992e-01,1.072766900062561035e+00
9.889788627624511719e-01,1.007598519325256348e+00
9.736304879188537598e-01,1.242287874221801758e+00
9.401856660842895508e-01,1.125623583793640137e+00
9.254352450370788574e-01,1.075631618499755859e+00
9.899133443832397461e-01,1.070909142494201660e+00
9.958745837211608887e-01,1.092166662216186523e+00
9.474253058433532715e-01,1.166680932044982910e+00
9.818464517593383789e-01,1.101486563682556152e+00
9.948722720146179199e-01,1.041539669036865234e+00
9.709571003913879395e-01,1.093447327613830566e+00
9.898678660392761230e-01,1.035165548324584961e+00
9.778838753700256348e-01,1.125665068626403809e+00
9.637734293937683105e-01,1.113440632820129395e+00
9.237339496612548828e-01,1.180425405502319336e+00
9.524317979812622070e-01,1.095986962318420410e+00
9.610309600830078125e-01,1.136825203895568848e+00
9.757018089294433594e-01,1.065349221229553223e+00
9.436432719230651855e-01,1.086782217025756836e+00
9.986432194709777832e-01,1.044219732284545898e+00
9.866271615028381348e-01,1.111423254013061523e+00
9.666977524757385254e-01,1.057390332221984863e+00
9.872749447822570801e-01,9.905611872673034668e-01
9.721817970275878906e-01,1.107720971107482910e+00
9.840118885040283203e-01,1.130118846893310547e+00
9.982731342315673828e-01,1.040105462074279785e+00
9.524563550949096680e-01,1.093361258506774902e+00
9.945734739303588867e-01,1.142442107200622559e+00
9.650048017501831055e-01,1.136791825294494629e+00
9.997284412384033203e-01,1.060600519180297852e+00
8.394061326980590820e-01,1.127719998359680176e+00
9.984014630317687988e-01,1.017216682434082031e+00
9.893258213996887207e-01,1.044621825218200684e+00
9.499348402023315430e-01,1.055256843566894531e+00
9.651851058006286621e-01,1.092955708503723145e+00
9.975416064262390137e-01,1.019928812980651855e+00
8.903155326843261719e-01,1.097388029098510742e+00
9.496152400970458984e-01,1.093358874320983887e+00
9.832136034965515137e-01,1.086436629295349121e+00
9.375176429748535156e-01,1.116324067115783691e+00
9.947786331176757812e-01,1.091448545455932617e+00
9.939378499984741211e-01,1.096436500549316406e+00
9.860695600509643555e-01,1.085836529731750488e+00
9.812805652618408203e-01,1.073575496673583984e+00
9.666712880134582520e-01,1.148117899894714355e+00
9.927451014518737793e-01,1.021866083145141602e+00
9.600027203559875488e-01,1.102033019065856934e+00
9.779695272445678711e-01,1.108318567276000977e+00
9.319064021110534668e-01,1.110396623611450195e+00
9.668028950691223145e-01,1.139760851860046387e+00
9.911030530929565430e-01,1.155934572219848633e+00
9.340953826904296875e-01,1.084947109222412109e+00
9.961416721343994141e-01,9.651215672492980957e-01
9.250021576881408691e-01,1.062351703643798828e+00
9.293708801269531250e-01,1.121947646141052246e+00
