DateTime,Newman_Discharge,Fremont_Discharge,Merced_Discharge,SanJoaquin_Precipitation,SanJoaquin_AirTemperature,SanJoaquin_SolarRadiation,SanJoaquin_RelativeHumidity,SanJoaquin_WindDirection,SanJoaquin_WindSpeed,SanJoaquin_SoilMoisture_30cmP1,SanJoaquin_SoilMoisture_30cmP2,SanJoaquin_SoilMoisture_30cmP3,SanJoaquin_SoilMoisture_30cmP4,SanJoaquin_SoilTemperature_10cm,SanJoaquin_SoilTemperature_50cm,SanJoaquin_SoilTemperature_100cm,SanJoaquin_SoilTemperature_200cm
2016-09-27,2585.32384,1676.3545600000002,2004.82944,0.0,28.303237291666665,231.35067677083333,17.796174791666665,113.67541833333333,3.0466853750000005,2.6166666666666667,2.495833333333333,1.7770833333333336,4.064583333333333,26.52083333333333,24.93895833333333,24.75375,24.3575
2016-09-28,2888.3136,1665.02784,2154.90848,0.0,27.8634775,227.243492375,19.832029166666665,108.15140229166666,2.593030575,2.614583333333333,2.4854166666666666,1.7854166666666669,4.066666666666666,26.888333333333332,25.08645833333333,24.85166666666667,24.36270833333333
2016-09-29,2800.53152,1387.5232,2092.611520000001,0.0,25.63296854166667,226.9114635625,24.61040395833333,126.53185522916664,2.6641430541666664,2.6104166666666666,2.4875,1.7687500000000005,4.052083333333333,26.811875,25.23729166666667,24.960625000000004,24.38479166666666
2016-09-30,2503.20512,1155.3254399999996,1894.39392,0.0,18.365116041666667,227.89686991666667,40.00621145833333,224.51132285416668,1.983349329583333,2.5645833333333328,2.45,1.7520833333333337,4.035416666666666,26.082291666666666,25.325833333333332,25.04291666666667,24.414791666666666
2016-10-01,2395.60128,1078.8700800000001,1820.77024,0.0,17.560027916666666,232.509179,32.67162875,170.86013660416666,2.299807989583333,2.5697916666666667,2.4697916666666666,1.7645833333333334,4.05625,25.10895833333333,25.237604166666664,25.025104166666665,24.445
2016-10-02,2381.44288,1163.82048,1837.76032,0.0,14.222753562499998,145.66148197916667,52.08635895833334,275.27207979166667,2.81383613125,2.5479166666666666,2.229166666666667,1.7104166666666667,3.985416666666667,23.6875,24.950833333333332,24.86729166666667,24.421875
2016-10-03,2364.4528,1064.7116800000001,1849.08704,0.0,15.212739166666665,222.60604419166668,44.02481895833334,146.51564333333334,2.264839733333333,2.5270833333333336,2.1750000000000003,1.7166666666666668,3.972916666666667,22.331875,24.55145833333333,24.59229166666667,24.330416666666668
2016-10-04,2338.96768,1166.65216,1815.10688,0.0,15.906092916666665,228.116069375,47.48298145833334,157.20635592708334,2.65428035,2.533333333333333,2.3062499999999995,1.7291666666666667,3.975,22.166875,24.119375,24.269375,24.21520833333333
2016-10-05,2568.33376,1180.81056,2001.9977600000002,0.0,17.009319166666668,222.8922240208333,34.800584375,144.88016091666663,2.7431816395833333,2.53125,2.3041666666666667,1.7333333333333336,3.98125,21.91979166666667,23.79145833333333,23.98958333333333,24.09291666666667
2016-10-06,2457.89824,1073.20672,1815.10688,0.0,19.621410625,191.19600029166668,29.02399583333333,133.25183677500002,2.4797655520833333,2.53125,2.3,1.7375000000000005,4.002083333333333,21.93645833333333,23.538541666666664,23.76166666666667,23.96375
2016-10-07,2381.44288,993.9196800000001,1713.1664,0.0,22.52857604166667,213.05866985416665,21.121135416666668,107.33998745833333,2.195504602083333,2.533333333333333,2.308333333333333,1.7500000000000002,4.014583333333333,22.111041666666665,23.35291666666667,23.57333333333333,23.81895833333333
