param#0 	 param#1 	 param#2 	 param#3 	 param#4 	 param#5 	 param#6 	 param#7 	 dist 	  wgt 
0.142073 	0.064072 	1.385951 	0.100860 	1.516695 	2.671163 	0.268414 	0.011649 	2.461797 	0.000000 	
0.093053 	0.095860 	1.453462 	0.135277 	1.633201 	2.935733 	0.491621 	0.119744 	1.953039 	0.000000 	
0.118244 	0.149816 	1.285525 	0.105835 	1.631348 	4.751615 	0.374463 	0.035507 	1.930215 	0.159539 	
0.164243 	0.096032 	2.192190 	0.134061 	0.711358 	3.459806 	0.155343 	-0.130752 	2.507424 	0.000000 	
0.085114 	0.088152 	1.435896 	0.092729 	1.514256 	3.896631 	-0.087735 	0.014317 	1.496887 	0.000000 	
0.088467 	0.106930 	1.642114 	0.105802 	1.763261 	3.240617 	0.129320 	-0.060056 	2.906661 	0.000000 	
0.042405 	0.125324 	0.886868 	0.117916 	1.713662 	3.789458 	0.411717 	0.067471 	2.174899 	0.077021 	
0.097716 	0.099550 	1.944471 	0.095516 	1.086104 	3.807455 	0.234110 	0.059001 	2.022666 	0.000000 	
0.082851 	0.146595 	1.835727 	0.102136 	1.158824 	2.937632 	0.421165 	0.030788 	2.154615 	0.000000 	
0.104713 	0.131914 	1.390179 	0.118568 	1.536033 	2.627016 	0.395882 	0.198381 	2.246207 	0.000000 	
0.178576 	0.063731 	2.152756 	0.101983 	1.441514 	3.447322 	-0.224048 	0.154368 	2.313026 	0.000000 	
0.065162 	0.021144 	0.989768 	0.128254 	1.209662 	3.511188 	0.327651 	0.040332 	1.816405 	0.029384 	
0.116436 	0.190611 	2.420531 	0.101727 	1.918007 	4.073378 	0.169792 	0.019722 	2.111331 	0.000000 	
0.088839 	-0.003489 	1.355572 	0.102694 	1.111909 	3.887860 	0.200775 	-0.028889 	1.939384 	0.000000 	
0.130738 	0.131615 	2.487629 	0.116131 	1.763675 	3.949888 	0.409995 	0.057703 	1.423546 	0.000000 	
0.033327 	-0.002387 	0.539478 	0.121350 	1.423371 	3.346149 	0.268910 	-0.016051 	2.530945 	0.000000 	
0.140189 	0.118700 	2.331146 	0.099810 	1.047751 	2.127394 	-0.598881 	0.082685 	2.607727 	0.000000 	
0.102433 	-0.046773 	2.114626 	0.095487 	1.909107 	2.713334 	-0.216345 	-0.066738 	2.038625 	0.000000 	
0.130155 	-0.073264 	0.594318 	0.097152 	1.545993 	4.183484 	0.248492 	0.043934 	2.726255 	0.000000 	
0.081836 	0.056711 	1.834022 	0.120542 	1.731387 	4.178582 	0.146322 	-0.014808 	1.526607 	0.000000 	
0.154187 	0.068677 	1.320989 	0.092690 	1.113148 	3.467369 	0.144358 	0.207754 	2.751412 	0.000000 	
0.103627 	0.208144 	1.886044 	0.115472 	2.193236 	3.591610 	-0.022950 	0.173724 	1.952056 	0.000000 	
0.081217 	0.024576 	1.238128 	0.109324 	1.203533 	3.012561 	0.212525 	-0.087006 	2.281603 	0.000000 	
0.159746 	0.044368 	1.861575 	0.118761 	1.210739 	4.011396 	0.103231 	-0.156554 	2.334938 	0.000000 	
0.050256 	0.159938 	0.835308 	0.120577 	2.175547 	4.626241 	0.326003 	0.036620 	1.591201 	0.000000 	
0.165895 	0.133602 	1.827502 	0.102524 	1.229515 	4.290090 	0.457120 	0.068140 	1.858002 	0.267689 	
0.148719 	0.160863 	1.787265 	0.122635 	0.519788 	3.689302 	0.110093 	0.002790 	1.412216 	0.318495 	
0.089586 	0.073911 	1.328116 	0.115841 	0.417702 	3.145354 	0.280780 	-0.013391 	2.418422 	0.000000 	
0.124708 	0.132370 	1.648021 	0.097896 	0.902604 	3.707564 	0.324965 	0.025018 	1.544661 	0.000000 	
0.131359 	0.020388 	2.779671 	0.093376 	1.678185 	3.940076 	0.302814 	0.039976 	1.612667 	0.000000 	
0.103666 	0.136921 	1.295717 	0.094675 	1.528356 	3.798215 	0.317443 	0.068853 	2.091050 	0.000000 	
0.167049 	0.191730 	2.574968 	0.108974 	0.746717 	3.190358 	0.463713 	-0.009897 	1.454286 	0.000000 	
0.107466 	0.025791 	1.934463 	0.128404 	1.803277 	4.566983 	0.027640 	0.039961 	1.963060 	0.506167 	
0.131330 	0.059591 	1.897838 	0.130222 	1.386183 	4.437824 	0.207099 	-0.006748 	1.924773 	0.000000 	
0.162339 	0.208885 	1.232261 	0.080912 	1.412982 	4.539019 	0.302290 	0.095775 	1.845819 	0.000000 	
0.181583 	0.195269 	1.641587 	0.087256 	0.469185 	3.829720 	0.052657 	0.028595 	1.497394 	0.000000 	
0.168736 	0.056521 	1.752964 	0.106974 	2.295659 	3.762998 	0.355515 	0.087376 	2.116838 	0.000000 	
0.082308 	0.109651 	1.277507 	0.114450 	2.186522 	4.456239 	0.480155 	-0.001624 	1.861087 	0.000000 	
0.139310 	0.133498 	1.879877 	0.143457 	1.034275 	2.741433 	0.397919 	-0.053295 	1.587046 	0.000000 	
0.121458 	0.205830 	2.282222 	0.106424 	1.092536 	4.465884 	0.017583 	-0.003302 	1.497157 	0.000000 	
0.053584 	0.019230 	1.389570 	0.111476 	2.447723 	3.154461 	0.556349 	-0.108152 	2.280712 	0.000000 	
0.144334 	0.110045 	0.851470 	0.092410 	1.026124 	3.035227 	0.532610 	0.002423 	2.098681 	0.000000 	
0.062424 	0.076130 	0.380460 	0.130511 	1.580451 	3.292460 	0.288720 	0.080188 	2.298791 	0.000000 	
0.140888 	0.135054 	2.247343 	0.142116 	1.010295 	3.066404 	0.125120 	-0.029561 	1.460541 	0.000000 	
0.113580 	-0.003428 	1.444180 	0.115930 	1.702776 	3.907443 	0.234401 	0.091683 	1.925367 	0.000000 	
0.115348 	0.159121 	1.146446 	0.112061 	0.637202 	2.406616 	0.242566 	0.012624 	1.476758 	0.000000 	
0.065426 	0.038697 	1.319245 	0.127657 	2.612765 	3.574976 	-0.181150 	-0.005721 	1.608386 	0.000000 	
0.175639 	0.051011 	2.115798 	0.105844 	1.612247 	3.260902 	0.070929 	-0.020718 	1.869235 	0.000000 	
0.105983 	0.176594 	1.320488 	0.145770 	0.736796 	3.330772 	0.137012 	0.025322 	1.516511 	0.087426 	
0.073713 	0.062398 	0.854463 	0.139444 	1.374407 	3.057525 	0.413724 	0.074377 	2.120479 	0.151166 	
0.134841 	0.045517 	1.944756 	0.103305 	1.713388 	3.268444 	0.203674 	0.008596 	2.258550 	0.121195 	
0.173107 	0.046023 	1.946578 	0.102810 	1.043179 	3.157828 	0.188411 	0.100633 	1.761680 	0.109939 	
0.062517 	0.079385 	1.664197 	0.099403 	1.175510 	4.510984 	0.216510 	-0.012442 	2.184431 	0.000000 	
0.077169 	0.003145 	1.438775 	0.147746 	2.529428 	3.044627 	0.139436 	0.073049 	1.672764 	0.000000 	
0.130941 	0.078993 	0.712986 	0.113270 	1.005639 	3.434623 	-0.335782 	0.046982 	1.696704 	0.000000 	
0.184982 	0.107029 	1.136935 	0.138454 	0.140364 	2.339349 	0.153113 	-0.009891 	1.869817 	0.000000 	
0.140641 	0.090185 	1.794975 	0.122222 	0.915001 	3.902647 	-0.040643 	0.029703 	1.632174 	0.000000 	
0.052507 	0.122891 	1.050567 	0.079640 	1.744202 	4.277312 	0.098231 	0.017257 	1.899969 	0.000000 	
0.176384 	0.127052 	1.619439 	0.123610 	0.363095 	2.641472 	0.005813 	-0.023856 	1.418604 	0.000000 	
0.075775 	0.024628 	0.778638 	0.123342 	1.286742 	3.022863 	-0.003603 	0.052970 	1.594131 	0.000000 	
0.118527 	0.136041 	1.381437 	0.100722 	0.880417 	3.727586 	0.385254 	-0.004021 	1.445766 	0.000000 	
0.153541 	0.073032 	1.785256 	0.112303 	1.508013 	4.303937 	0.295926 	0.031289 	2.102916 	0.024107 	
0.213809 	0.002729 	2.081815 	0.116443 	0.770791 	3.053882 	0.332687 	0.032273 	2.084719 	0.000000 	
0.080437 	0.035656 	0.529452 	0.113861 	1.600687 	3.663559 	0.457840 	0.006217 	1.754447 	0.000000 	
0.100738 	0.187945 	1.725601 	0.108166 	0.845705 	2.160940 	0.313281 	0.008499 	1.526866 	0.000000 	
0.074359 	0.147128 	1.829330 	0.100983 	0.617756 	1.789747 	0.856527 	0.020449 	2.289812 	0.000000 	
0.070495 	0.124917 	2.919700 	0.127147 	1.836383 	4.631559 	0.475082 	-0.029811 	1.566823 	0.000000 	
0.134116 	0.149100 	2.625621 	0.114522 	2.071134 	4.373778 	0.616133 	0.049948 	1.697349 	0.000000 	
0.042733 	0.178054 	1.262023 	0.085695 	1.888378 	4.110379 	0.388772 	0.032858 	1.880182 	0.000000 	
0.141245 	0.011055 	2.241689 	0.099977 	1.336898 	3.874740 	0.297346 	0.078739 	1.845572 	0.000000 	
0.261351 	0.018088 	1.907753 	0.074083 	1.272052 	3.827097 	0.277626 	-0.046362 	2.153447 	0.000000 	
0.083119 	0.252794 	2.205013 	0.119259 	1.320856 	3.440318 	-0.001325 	0.021294 	1.503951 	0.000000 	
0.147494 	0.028096 	2.230319 	0.115484 	2.105330 	3.061644 	0.585361 	0.091230 	2.031178 	0.000000 	
0.080498 	0.177921 	1.504535 	0.110542 	0.754091 	3.277408 	-0.021319 	-0.023259 	1.615218 	0.000000 	
0.055075 	0.095429 	1.976148 	0.109049 	1.633831 	3.741028 	0.526171 	-0.001077 	2.008177 	0.000000 	
0.099983 	0.066990 	2.112376 	0.073018 	1.808861 	4.297288 	0.685060 	0.033659 	1.738362 	0.000000 	
0.127498 	0.084683 	0.865926 	0.123487 	0.985039 	2.506431 	0.253100 	-0.001814 	2.069653 	0.000000 	
0.064943 	0.234297 	1.064911 	0.100264 	1.575510 	4.754492 	0.094494 	-0.006397 	1.445435 	0.000000 	
0.088602 	0.096715 	3.253502 	0.171420 	2.141116 	5.723388 	-0.005455 	-0.004639 	1.729014 	0.000000 	
0.078673 	0.013309 	1.964624 	0.132196 	2.257458 	0.403163 	0.368961 	0.070350 	2.048869 	0.000000 	
0.109004 	0.001352 	2.914418 	0.122630 	2.085552 	6.082550 	-0.186730 	-0.051260 	1.706219 	0.000000 	
0.117559 	0.112439 	1.638227 	0.124675 	0.883693 	3.366578 	0.487915 	0.050536 	1.697591 	0.108148 	
0.105677 	0.106092 	1.260349 	0.180585 	0.879147 	3.281968 	0.390660 	0.053252 	1.839290 	0.254556 	
0.119302 	0.259128 	1.653754 	0.138889 	0.566690 	3.240507 	0.361966 	0.050018 	1.563617 	0.261686 	
0.158410 	-0.108303 	1.843426 	0.109337 	2.405340 	4.431363 	0.205183 	0.044800 	1.925327 	0.000000 	
0.168047 	-0.096810 	2.446037 	0.108575 	1.910135 	4.438547 	-0.148879 	0.061010 	1.660587 	0.000000 	
0.113440 	0.051907 	2.712842 	0.104807 	2.059982 	6.043359 	-0.085242 	-0.018969 	1.667665 	0.000000 	
0.127881 	0.032430 	2.696099 	0.117895 	1.729512 	2.999143 	0.319010 	0.013987 	1.621586 	0.000000 	
0.122769 	-0.081431 	3.212303 	0.176053 	2.028767 	4.693990 	-0.121400 	-0.002407 	1.760005 	0.000000 	
0.079588 	-0.098885 	1.760617 	0.136200 	3.219761 	3.994308 	0.170386 	0.044738 	1.698989 	0.000000 	
0.189487 	-0.102324 	1.812312 	0.092681 	2.199287 	4.079855 	0.146542 	0.111769 	1.881792 	0.000000 	
0.097090 	0.151214 	1.390289 	0.142785 	1.276930 	3.977941 	0.404231 	0.009684 	1.650704 	0.109905 	
0.074045 	0.025234 	1.053027 	0.128991 	1.812901 	4.968598 	-0.138997 	0.036115 	1.571117 	0.000000 	
0.146143 	-0.093319 	1.005269 	0.065918 	2.204082 	2.704433 	0.264640 	-0.011228 	1.590742 	0.000000 	
0.102682 	0.102029 	1.384312 	0.162794 	0.875485 	4.571809 	-0.130680 	0.028313 	1.598964 	0.000000 	
0.070867 	-0.101114 	1.694929 	0.163515 	1.404722 	1.798705 	-0.149463 	0.016134 	1.754147 	0.000000 	
0.098407 	-0.084317 	2.875814 	0.105300 	1.898269 	4.306726 	0.139502 	0.017539 	1.607407 	0.000000 	
0.087072 	-0.045654 	2.020885 	0.171648 	1.705834 	2.382323 	-0.232416 	0.015845 	1.447059 	0.000000 	
0.080835 	0.083761 	1.673422 	0.152705 	1.835381 	3.484121 	0.156707 	0.112780 	1.950645 	0.120001 	
0.090503 	0.081759 	2.179307 	0.106569 	0.907288 	2.329468 	0.146801 	0.018968 	2.007410 	0.000000 	
0.075695 	0.004746 	0.646085 	0.134892 	1.637662 	1.112964 	0.264835 	0.012937 	1.530124 	0.000000 	
0.105027 	-0.011928 	1.182506 	0.096783 	1.790125 	4.257308 	-0.010420 	0.011995 	1.386318 	0.000000 	
0.149957 	0.039513 	2.018366 	0.127868 	1.163899 	1.720762 	0.447476 	0.038542 	1.640764 	0.000000 	
0.106656 	-0.017861 	1.197398 	0.124294 	1.989103 	5.642581 	-0.098053 	0.079452 	1.586204 	0.000000 	
0.146204 	0.144723 	2.688174 	0.084688 	0.805907 	1.605041 	0.043564 	0.020351 	1.663914 	0.000000 	
0.147870 	-0.000220 	1.861583 	0.103502 	1.977764 	2.128066 	0.031897 	0.082295 	1.753642 	0.000000 	
0.119599 	-0.068818 	3.242379 	0.123600 	1.787827 	3.890394 	-0.422048 	0.025961 	1.542550 	0.000000 	
0.104182 	0.007742 	2.554672 	0.096922 	1.716368 	6.108295 	-0.493644 	0.021614 	1.732761 	0.000000 	
0.073730 	-0.083174 	2.039935 	0.139774 	1.786089 	4.966429 	0.260708 	-0.018420 	1.833338 	0.000000 	
0.097512 	-0.061498 	2.597373 	0.111444 	1.460152 	3.424355 	-0.074180 	-0.024331 	1.779307 	0.000000 	
0.072886 	-0.016179 	1.480418 	0.132690 	1.446384 	3.806655 	-0.300024 	0.014089 	1.599648 	0.000000 	
0.075725 	-0.059975 	1.180968 	0.119523 	2.313498 	1.459757 	0.775000 	0.056871 	1.637508 	0.000000 	
0.086526 	0.021888 	2.253472 	0.107628 	1.929922 	4.758217 	-0.023987 	0.022954 	1.781237 	0.000000 	
0.079380 	0.060697 	1.603913 	0.164120 	2.004948 	3.108837 	0.504533 	0.086736 	1.965229 	0.000000 	
0.101304 	0.043264 	1.386580 	0.074586 	2.210493 	2.436847 	-0.176502 	0.027793 	1.470946 	0.000000 	
0.041773 	0.080144 	0.942704 	0.115388 	2.413234 	4.065230 	0.029779 	0.044702 	1.878790 	0.000000 	
0.149341 	-0.048108 	2.338478 	0.154883 	1.890441 	3.802378 	-0.159641 	0.075791 	1.545615 	0.000000 	
0.079491 	0.147349 	0.920544 	0.110686 	2.079842 	3.693929 	0.058338 	0.050026 	1.707879 	0.000000 	
0.095791 	-0.043015 	3.124337 	0.121143 	2.570254 	2.297589 	0.178141 	0.053208 	1.748506 	0.000000 	
0.135022 	-0.068304 	2.162358 	0.126714 	1.350572 	3.263366 	0.121544 	0.043481 	1.523087 	0.000000 	
0.058305 	0.149281 	2.310524 	0.101414 	2.369863 	5.608208 	-0.245346 	0.000206 	1.620023 	0.000000 	
0.045380 	0.056926 	1.119691 	0.125368 	2.325397 	2.573210 	0.382964 	0.023338 	1.760847 	0.000000 	
0.159457 	-0.038199 	1.713652 	0.099439 	1.949469 	3.508013 	-0.498687 	-0.066410 	1.579149 	0.000000 	
0.112458 	0.100272 	2.311955 	0.098689 	2.206149 	4.101633 	0.475995 	0.057416 	1.562654 	0.000000 	
0.084657 	0.089842 	1.616756 	0.166390 	0.751734 	3.436524 	0.216543 	0.068942 	1.983147 	0.145705 	
0.100626 	0.015897 	1.657881 	0.101169 	2.346449 	3.811243 	0.082909 	0.067845 	1.662189 	0.000000 	
0.078016 	0.196787 	1.587429 	0.119426 	1.979084 	4.436124 	-0.251767 	0.049338 	1.847440 	0.000000 	
0.167927 	-0.079923 	1.090384 	0.153798 	0.607739 	2.117702 	0.269445 	0.112942 	1.868864 	0.000000 	
0.144404 	0.243282 	1.620292 	0.070215 	1.060314 	3.738862 	0.044205 	-0.030210 	1.518533 	0.000000 	
0.099370 	0.100000 	1.152028 	0.207039 	1.073546 	3.215219 	0.236080 	0.014764 	1.940034 	0.038172 	
0.134704 	-0.129365 	1.225265 	0.192056 	0.962098 	3.694890 	0.320666 	0.029094 	1.811662 	0.000000 	
0.117099 	0.243035 	1.120508 	0.098634 	0.951494 	3.423522 	0.398443 	-0.021498 	1.857413 	0.000000 	
0.130300 	0.242808 	1.792171 	0.173284 	0.663071 	2.734767 	0.247617 	-0.016884 	1.571794 	0.000000 	
0.067818 	0.097274 	1.511621 	0.145280 	2.357842 	4.604212 	0.570491 	-0.061107 	1.796772 	0.000000 	
0.116915 	0.209238 	1.392446 	0.147210 	0.896764 	3.455540 	0.207614 	0.014563 	1.634921 	0.024401 	
0.094043 	0.031577 	1.398146 	0.191046 	1.708269 	3.089826 	0.461706 	0.096275 	1.796266 	0.226307 	
0.116261 	0.264052 	1.207154 	0.119021 	0.650529 	3.176480 	0.460759 	0.121665 	1.934084 	0.038790 	
0.122338 	0.116993 	1.976363 	0.059883 	0.961515 	2.925175 	0.294957 	0.014440 	1.911122 	0.000000 	
0.136007 	0.309836 	1.947803 	0.097299 	0.563797 	2.856641 	0.498357 	0.008442 	1.430815 	0.000000 	
0.132281 	0.311439 	1.986940 	0.152024 	0.931164 	2.894354 	0.391368 	0.065029 	1.873886 	0.000000 	
0.087815 	-0.088461 	1.488049 	0.218362 	1.401275 	3.231046 	0.512591 	0.081389 	1.541614 	0.000000 	
0.089480 	0.106593 	1.077661 	0.163699 	0.865395 	3.421016 	0.479670 	-0.019646 	1.518108 	0.000000 	
0.092014 	0.088517 	1.072125 	0.170369 	0.552825 	3.340474 	0.213595 	0.025152 	1.671866 	0.051549 	
0.097571 	0.278973 	2.050571 	0.178882 	0.932056 	2.902644 	0.234552 	0.085513 	1.981952 	0.000000 	
0.071250 	0.101983 	0.943053 	0.226760 	1.187469 	2.453037 	0.367739 	0.006180 	1.636001 	0.000000 	
0.103078 	0.338542 	1.640823 	0.128323 	0.950342 	3.375804 	0.384952 	0.055481 	1.710127 	0.029424 	
0.079681 	0.135287 	1.451995 	0.132901 	1.228614 	3.107863 	0.560836 	0.014536 	1.399084 	0.070004 	
0.027590 	0.199491 	1.043524 	0.192626 	2.195702 	4.048092 	0.317248 	-0.022815 	1.594117 	0.000000 	
0.153366 	0.159433 	1.508937 	0.133499 	0.713018 	2.732003 	0.496305 	0.028312 	1.507368 	0.000000 	
0.072743 	-0.027828 	1.734688 	0.110744 	2.106375 	2.962839 	-0.110759 	0.051261 	1.810146 	0.000000 	
0.102640 	0.234872 	0.929828 	0.195175 	0.709101 	2.578399 	0.501208 	0.070836 	1.916946 	0.000000 	
0.075587 	0.169652 	1.689269 	0.169000 	1.029340 	3.519012 	0.313603 	0.016695 	1.498913 	0.019349 	
0.087229 	0.242928 	2.246630 	0.162019 	0.888756 	3.355997 	0.391001 	0.000981 	1.441698 	0.000000 	
0.085954 	0.091714 	1.708137 	0.090554 	1.067919 	4.107058 	0.290879 	-0.017843 	1.670057 	0.000000 	
0.109580 	0.178771 	1.926499 	0.132171 	1.240872 	3.032239 	0.417547 	0.008516 	1.679542 	0.100093 	
0.099791 	0.093366 	1.445959 	0.141712 	1.174726 	3.399646 	0.480185 	0.072060 	1.860666 	0.022243 	
0.135212 	-0.059600 	1.105497 	0.205856 	0.791533 	3.068112 	0.219407 	0.055980 	1.799270 	0.000000 	
0.109325 	0.187072 	1.723628 	0.115994 	0.892568 	3.557751 	0.307123 	0.054271 	1.529891 	0.019036 	
0.093683 	0.358253 	1.964803 	0.188727 	0.840236 	2.610923 	0.386737 	0.081329 	1.884164 	0.000000 	
0.114260 	0.118086 	1.559544 	0.170673 	1.437883 	3.440414 	0.550943 	0.079127 	1.888297 	0.057536 	
0.124332 	-0.093967 	1.722586 	0.153117 	1.679381 	2.884811 	0.462907 	0.073672 	1.780760 	0.000000 	
0.152548 	-0.039187 	1.434155 	0.145276 	1.198508 	2.704287 	0.505107 	0.113450 	1.433613 	0.000000 	
0.106141 	0.308138 	1.794662 	0.148067 	0.954408 	3.387216 	0.597674 	0.029113 	1.774723 	0.056457 	
0.155209 	0.146008 	1.264487 	0.094330 	1.551182 	3.744012 	0.596865 	0.046230 	1.880904 	0.000000 	
0.066930 	0.057101 	1.641077 	0.178811 	0.966045 	3.648432 	0.347592 	0.013225 	1.616396 	0.025444 	
0.051610 	0.185548 	1.041083 	0.238010 	1.338567 	3.683465 	0.305919 	0.073468 	1.993727 	0.086361 	
0.091012 	-0.004154 	1.570151 	0.131965 	1.254795 	2.662538 	-0.200523 	0.060331 	1.925936 	0.000000 	
0.081892 	0.126130 	1.516978 	0.164051 	0.761613 	2.828464 	0.156826 	0.053175 	1.907612 	0.000000 	
0.121709 	0.002236 	1.191976 	0.132146 	0.874443 	3.161657 	0.556880 	0.040041 	1.912555 	0.044829 	
0.093176 	-0.053016 	2.058793 	0.104770 	2.847363 	3.360379 	0.012972 	0.048325 	1.641573 	0.000000 	
0.092715 	0.236522 	1.566980 	0.160766 	0.676520 	3.174050 	0.180183 	0.042427 	1.754092 	0.023379 	
0.095365 	0.001791 	1.196175 	0.150065 	1.179268 	3.541501 	0.465427 	0.035711 	1.446002 	0.029943 	
0.090263 	0.177432 	1.733142 	0.158897 	1.092201 	3.289659 	0.389629 	-0.048420 	1.502984 	0.000000 	
0.079515 	0.237085 	1.450981 	0.136349 	1.041647 	2.792762 	0.382381 	-0.023973 	1.551569 	0.000000 	
0.128381 	0.153026 	1.396872 	0.119559 	1.004097 	3.140766 	0.158795 	0.058891 	1.673724 	0.036684 	
0.033835 	0.214281 	1.528631 	0.183126 	1.990740 	3.990219 	0.345728 	-0.012063 	1.612130 	0.000000 	
0.116855 	0.203364 	2.014063 	0.112192 	0.702817 	2.827463 	0.413144 	0.039276 	1.584641 	0.000000 	
0.139495 	0.132599 	1.657521 	0.099143 	0.731527 	3.089646 	0.212216 	0.019035 	1.401114 	0.000000 	
