param#0 	 param#1 	 param#2 	 param#3 	 param#4 	 param#5 	 param#6 	 param#7 	 dist 	  wgt 
0.010655 	0.298699 	1.252491 	-0.478642 	0.954150 	4.582712 	0.463178 	0.202419 	2.181371 	0.000000 	
-0.022485 	-0.432057 	1.406295 	0.192706 	1.065965 	5.156058 	0.922590 	0.047132 	1.595771 	0.000000 	
0.524507 	-0.270049 	1.318604 	0.292419 	1.077027 	3.434646 	0.274577 	0.257279 	1.708018 	0.000000 	
0.035486 	0.104313 	1.200702 	0.470347 	0.825297 	4.530479 	-0.915332 	0.156944 	1.130729 	0.000000 	
0.336167 	0.640171 	1.280022 	0.010341 	0.853224 	1.815388 	-0.808782 	0.219935 	1.137263 	0.000000 	
0.346778 	-0.333457 	1.653605 	0.013502 	1.311897 	4.224611 	0.858628 	0.259295 	1.393052 	0.000000 	
0.213016 	-0.271345 	2.018053 	0.317815 	0.884666 	4.429714 	1.511867 	0.218171 	2.306765 	0.000000 	
0.051390 	-0.422911 	1.573631 	0.950275 	1.074681 	2.834413 	-0.649112 	0.295950 	1.099140 	0.000000 	
0.192272 	0.180505 	1.303284 	-0.006978 	1.032084 	2.678981 	0.671716 	0.087423 	1.589095 	0.000000 	
0.023925 	0.755996 	1.788945 	0.048386 	1.051486 	3.665605 	-0.204712 	0.035842 	1.201424 	0.000000 	
0.279565 	-0.023512 	1.510998 	0.328785 	1.172617 	4.750541 	1.221508 	0.193391 	2.706594 	0.000000 	
0.214630 	-0.773449 	1.102716 	-0.204354 	0.977554 	3.943723 	0.796062 	0.324790 	1.970882 	0.000000 	
-0.047556 	0.335512 	1.329582 	0.455709 	0.996569 	2.400750 	-0.029566 	-0.051054 	2.625169 	0.000000 	
-0.003121 	-0.340968 	0.932281 	-0.578171 	1.204759 	3.600912 	0.862437 	0.268032 	1.434782 	0.000000 	
0.147283 	-0.000154 	0.986601 	0.122661 	0.899762 	3.661196 	1.000876 	0.204473 	1.132589 	0.000000 	
0.282030 	-0.342269 	1.643066 	-0.043257 	0.985724 	4.876041 	1.796897 	0.178170 	1.941744 	0.000000 	
0.275970 	-0.044447 	0.942283 	-0.022995 	0.752269 	3.575848 	0.902328 	0.102220 	1.912151 	0.000000 	
0.077475 	0.045598 	0.970886 	0.537903 	1.033110 	3.374012 	0.391190 	0.022709 	0.961992 	0.233461 	
0.087966 	0.434823 	1.079022 	0.004226 	0.876937 	4.452918 	1.631414 	0.158987 	1.433837 	0.000000 	
0.332106 	-0.247375 	1.230701 	0.151408 	0.963990 	4.881956 	1.389504 	0.223556 	1.041612 	0.000000 	
0.268564 	0.170437 	1.663245 	0.267392 	1.215167 	4.103229 	1.163230 	0.191417 	2.707089 	0.123999 	
0.053248 	0.783728 	1.187161 	0.230526 	1.056656 	5.234612 	0.375094 	0.138394 	0.878100 	0.299116 	
0.011536 	0.662673 	0.852084 	0.451267 	0.968285 	2.729656 	1.008344 	0.145272 	1.253862 	0.000000 	
0.006963 	0.507617 	1.414763 	0.507879 	1.031745 	3.620860 	-0.112523 	0.220698 	1.343926 	0.000000 	
-0.039821 	0.323767 	0.987104 	-0.058437 	1.024283 	3.129386 	0.907652 	0.249390 	1.323579 	0.000000 	
-0.031248 	1.079433 	1.784564 	0.107804 	0.891988 	3.720440 	-0.197763 	0.104618 	2.348103 	0.000000 	
0.146596 	0.202692 	1.225807 	0.268256 	0.980939 	4.357358 	1.048905 	0.132442 	2.228102 	0.047719 	
-0.043692 	0.479143 	1.219045 	0.360753 	0.664298 	4.576262 	0.494846 	-0.181593 	2.111222 	0.000000 	
0.023307 	0.429812 	1.358868 	0.417977 	0.934636 	5.114654 	-0.089347 	0.198540 	1.185509 	0.000000 	
0.408751 	-0.515010 	0.782227 	-0.074648 	1.015712 	5.207616 	0.987081 	0.139962 	2.542200 	0.000000 	
0.000877 	0.037466 	1.336577 	0.270350 	1.011487 	4.773888 	0.221873 	0.250368 	1.464812 	0.111141 	
-0.018146 	-0.201069 	2.051689 	0.490585 	0.858552 	4.457300 	0.290719 	0.232971 	1.599935 	0.000000 	
0.018027 	0.701098 	1.274117 	0.337299 	0.913782 	2.720929 	0.287707 	-0.055889 	1.164572 	0.000000 	
-0.020156 	-0.256751 	1.079372 	-0.309073 	0.952840 	4.348269 	-0.394532 	0.094316 	1.209044 	0.000000 	
-0.284353 	0.318150 	0.449070 	-0.005345 	0.742648 	3.944683 	1.751774 	0.099471 	1.305711 	0.000000 	
0.036419 	0.357685 	1.195742 	0.367414 	0.960770 	3.519504 	0.389543 	0.066086 	1.031432 	0.142303 	
0.007927 	0.538607 	1.106790 	0.185662 	0.566193 	6.392295 	0.847641 	0.126926 	1.389021 	0.000000 	
0.158758 	-1.164391 	1.369128 	0.347727 	0.754399 	2.460175 	1.252042 	-0.084282 	1.028420 	0.000000 	
-0.004678 	-0.026049 	1.183670 	-0.087141 	0.408172 	2.849170 	2.402092 	0.158798 	1.459021 	0.000000 	
-0.019191 	0.515955 	1.858343 	-0.031685 	0.903529 	6.502832 	-0.243230 	0.152208 	1.377344 	0.000000 	
0.046041 	0.670416 	1.238354 	0.085415 	0.539120 	4.953947 	1.229662 	-0.042017 	1.056748 	0.000000 	
0.340132 	-0.545231 	1.576987 	0.115906 	0.976848 	2.263862 	1.806375 	0.202870 	1.015902 	0.000000 	
0.013159 	0.641603 	0.608887 	0.311384 	1.092932 	6.453428 	0.152113 	0.090979 	1.230707 	0.000000 	
0.379113 	-0.940640 	2.284927 	0.000454 	1.432845 	4.914005 	1.050673 	0.238305 	1.470563 	0.000000 	
0.000252 	0.332091 	0.635249 	0.165687 	1.336834 	6.038661 	0.302347 	0.043826 	1.468312 	0.000000 	
-0.032012 	-0.136697 	1.348778 	0.074830 	1.006005 	3.449851 	-0.217244 	0.216235 	1.527476 	0.000000 	
0.175152 	-0.615627 	0.940291 	0.265770 	1.721959 	1.957263 	0.115419 	0.170140 	1.416840 	0.000000 	
0.012406 	0.510269 	0.748025 	0.250186 	1.225885 	7.607724 	0.239169 	0.050258 	1.283427 	0.000000 	
0.181650 	-0.125332 	0.674738 	-0.008552 	0.569233 	4.238985 	1.370503 	0.196751 	1.527427 	0.000000 	
0.057931 	0.292200 	0.690598 	0.553097 	1.132300 	4.684987 	0.462743 	-0.014039 	0.871158 	0.000000 	
0.049711 	0.177545 	0.911788 	0.382911 	0.493614 	1.567486 	0.586381 	-0.029558 	0.972168 	0.000000 	
0.024643 	-0.196040 	1.321712 	0.516515 	0.763672 	4.462179 	0.794400 	0.118309 	1.201023 	0.000000 	
0.038650 	0.762435 	0.891266 	0.020446 	0.995569 	3.947464 	0.686241 	0.091217 	1.231380 	0.000000 	
0.216972 	-0.547657 	0.867455 	0.296550 	1.655861 	4.382446 	0.312075 	0.284831 	1.297795 	0.000000 	
0.125439 	0.000715 	1.351224 	0.405367 	0.813676 	3.000077 	0.711183 	-0.098084 	1.033311 	0.000000 	
0.016552 	0.002027 	2.019534 	-0.010919 	1.111265 	1.766045 	1.675446 	0.165446 	1.480083 	0.000000 	
0.190842 	-0.445032 	0.663815 	0.291648 	0.946551 	3.186723 	0.412158 	0.022298 	1.740197 	0.000000 	
0.296824 	-0.014533 	1.801641 	-0.004669 	1.458579 	3.040407 	1.211877 	0.294646 	1.506545 	0.000000 	
-0.031383 	0.899773 	1.662328 	0.036109 	1.134405 	4.399944 	0.205097 	0.303022 	1.803143 	0.000000 	
0.096747 	0.036238 	1.067043 	0.089482 	0.753008 	3.572675 	1.296094 	0.077594 	1.109414 	0.000000 	
-0.029849 	-0.551627 	0.964613 	0.781539 	0.571156 	2.589643 	-0.011264 	0.205978 	1.823050 	0.000000 	
0.051315 	-0.078721 	1.212639 	0.032000 	0.561392 	5.052356 	1.183761 	0.022804 	1.387005 	0.000000 	
-0.071052 	-0.136053 	1.163206 	-0.076902 	0.127479 	3.199577 	0.613881 	0.213868 	1.333826 	0.000000 	
0.056307 	-0.169023 	0.597805 	0.581781 	0.996931 	2.516814 	0.856276 	-0.017612 	0.956093 	0.000000 	
-0.018393 	0.630099 	1.361676 	0.203728 	1.017649 	5.668293 	-0.815304 	0.177470 	1.845289 	0.000000 	
-0.020835 	0.456913 	1.208364 	0.196881 	0.892661 	2.987918 	0.741017 	0.156426 	1.850663 	0.000000 	
0.169847 	-0.202055 	0.922106 	0.160701 	0.608170 	4.454155 	1.045934 	0.161105 	1.159365 	0.000000 	
0.144813 	-0.691606 	0.573330 	0.450296 	0.904824 	1.921039 	1.467837 	0.068099 	1.260954 	0.000000 	
0.133288 	0.641253 	0.919138 	0.070994 	0.789844 	5.690992 	1.060152 	0.073436 	1.285295 	0.000000 	
0.021302 	0.590911 	0.878364 	0.115897 	1.097046 	3.154373 	1.004690 	0.154492 	1.245979 	0.590109 	
0.083896 	-0.314792 	0.397099 	0.426749 	1.126028 	5.089597 	-0.464671 	0.072647 	0.998112 	0.000000 	
0.084881 	0.054764 	0.665200 	0.370515 	1.101884 	2.045484 	0.628188 	0.018003 	1.056817 	0.000000 	
0.097272 	-0.725216 	1.069646 	0.689844 	1.310589 	1.404073 	0.900511 	0.118742 	0.980188 	0.000000 	
0.163739 	0.605132 	1.116717 	0.050358 	0.851329 	6.446237 	0.124655 	-0.003043 	1.453216 	0.000000 	
-0.179621 	0.025010 	1.629369 	-0.089627 	1.148380 	4.018114 	0.631344 	-0.039458 	1.145508 	0.000000 	
0.256161 	-0.366631 	0.814688 	0.379023 	0.656646 	4.076470 	1.232733 	0.027193 	1.910707 	0.000000 	
0.086778 	-0.210073 	1.520378 	0.279001 	1.185297 	5.221759 	-0.271249 	0.162761 	1.143801 	0.000000 	
0.075545 	0.321741 	1.267107 	0.191015 	1.036056 	3.105434 	0.341674 	0.161066 	1.070968 	0.267588 	
0.074325 	-0.038658 	0.989185 	0.235284 	0.610574 	2.343697 	0.243900 	0.045623 	1.012764 	0.000000 	
0.119200 	-0.329459 	1.372070 	0.134240 	1.335568 	4.418532 	0.520638 	0.288487 	1.229980 	0.000000 	
0.106401 	1.221643 	1.775336 	0.059927 	1.161276 	4.249559 	0.593507 	-0.000366 	1.009162 	0.000000 	
0.202168 	-0.550493 	1.076171 	0.492534 	0.932199 	2.665707 	0.480324 	0.202119 	1.110229 	0.000000 	
0.074129 	0.999862 	1.330504 	0.048064 	0.760026 	4.448722 	-0.276127 	0.228881 	1.219458 	0.000000 	
0.503314 	0.076802 	1.807087 	0.037837 	1.063136 	2.757641 	1.161987 	0.180946 	1.141082 	0.000000 	
0.089626 	0.113000 	0.953417 	0.586451 	1.059138 	2.995435 	-0.123429 	0.099598 	1.025187 	0.000000 	
