param#0 	 param#1 	 param#2 	 param#3 	 param#4 	 param#5 	 dist 	  wgt 
1.790071 	4.592829 	27588.339940 	0.005124 	0.005241 	0.000004 	1.469470 	0.000000 	
2.009555 	0.813492 	26297.659164 	0.001638 	0.000131 	0.000006 	1.342710 	0.000000 	
2.660225 	3.149233 	26600.250849 	0.007279 	0.003127 	0.000001 	1.296811 	0.000000 	
1.857378 	7.644996 	25266.619958 	0.004344 	0.001242 	0.000001 	1.276657 	0.037213 	
0.524172 	5.840009 	23978.476581 	0.002576 	0.006921 	0.000008 	1.409401 	0.000000 	
1.385402 	2.133758 	24650.219260 	0.001179 	0.002437 	0.000005 	1.194995 	0.028162 	
2.140950 	-1.057964 	26021.090655 	0.005143 	0.003672 	0.000008 	1.299587 	0.000000 	
0.629006 	7.317584 	25647.428057 	0.005621 	0.003821 	0.000002 	1.553622 	0.000000 	
1.184268 	11.080406 	27243.720586 	0.004528 	0.001531 	0.000017 	1.631217 	0.000000 	
2.418405 	6.967658 	27682.985538 	0.005966 	0.002082 	0.000008 	1.463027 	0.000000 	
1.890900 	2.697145 	25803.630563 	0.000992 	0.002894 	0.000004 	1.321876 	0.045754 	
0.974965 	-2.863037 	26710.574101 	0.002756 	0.002904 	0.000004 	1.572003 	0.000000 	
0.608596 	10.284889 	26396.421157 	0.004783 	0.001660 	0.000011 	1.641720 	0.000000 	
1.194683 	16.504738 	24414.167693 	0.002581 	0.005423 	0.000001 	1.216857 	0.000000 	
0.311701 	10.814593 	21293.436673 	0.004124 	0.008264 	0.000010 	1.372640 	0.000000 	
1.245035 	-0.172079 	28412.132025 	0.000271 	0.002090 	0.000003 	1.663722 	0.000000 	
1.858447 	4.594838 	27378.706684 	0.000026 	0.005856 	0.000014 	1.467990 	0.000000 	
1.700207 	11.202003 	24850.309934 	0.004842 	0.001050 	0.000004 	1.255168 	0.000000 	
1.451662 	6.109173 	23440.226327 	0.004156 	0.000955 	0.000002 	1.114215 	0.015243 	
1.756330 	-4.863943 	27610.535877 	0.004517 	0.002122 	0.000008 	1.715091 	0.000000 	
1.658621 	-1.182005 	25545.946249 	0.002741 	0.001246 	0.000008 	1.292452 	0.000000 	
0.935781 	-1.094356 	25597.125581 	0.000913 	0.000754 	0.000007 	1.388246 	0.000000 	
1.946004 	-7.864029 	27502.815706 	0.003183 	0.003260 	0.000004 	1.481519 	0.000000 	
1.244282 	3.372543 	27602.964808 	0.007059 	0.002115 	0.000008 	1.569325 	0.000000 	
1.250003 	15.560614 	27708.922896 	0.002187 	0.006495 	0.000004 	1.740143 	0.000000 	
1.318800 	-3.198170 	27357.018447 	0.004765 	0.004972 	0.000012 	1.627821 	0.000000 	
1.415654 	-3.108194 	25236.805540 	0.002668 	0.004571 	0.000000 	1.295720 	0.000000 	
0.376388 	-0.697120 	23125.528936 	0.003051 	0.002220 	0.000006 	1.479697 	0.000000 	
0.905658 	5.935059 	24356.092182 	0.001504 	0.005753 	0.000005 	1.287863 	0.000000 	
1.118115 	-0.172616 	22124.670172 	0.002204 	0.003115 	0.000006 	0.938255 	0.000000 	
1.193478 	0.169609 	20622.074153 	0.007102 	0.001168 	0.000002 	0.918624 	0.000000 	
1.666745 	5.383659 	27616.111068 	0.001101 	0.002592 	0.000003 	1.499200 	0.092654 	
0.718025 	12.149207 	22899.439357 	0.005240 	0.004994 	0.000007 	1.106401 	0.000000 	
1.706223 	5.768807 	26248.982826 	0.000466 	0.000544 	0.000001 	1.343468 	0.061056 	
1.917647 	3.904315 	25013.055881 	0.004281 	0.002342 	0.000007 	1.240542 	0.039575 	
0.984605 	1.470625 	21829.392837 	0.002656 	0.001703 	0.000007 	0.950021 	0.004630 	
2.179241 	9.881509 	24918.122819 	0.001189 	0.005184 	0.000004 	1.213287 	0.000000 	
2.379174 	2.802021 	27149.819544 	0.002989 	0.002620 	0.000007 	1.414420 	0.000000 	
1.161485 	11.887826 	23566.107988 	0.002940 	0.002210 	0.000006 	1.076952 	0.000000 	
1.114607 	1.304742 	24356.663143 	0.001249 	0.003576 	0.000002 	1.226782 	0.029304 	
2.013913 	5.281064 	24839.104137 	0.000308 	0.004009 	0.000007 	1.198260 	0.000000 	
2.706720 	3.314083 	24537.408614 	0.003049 	0.006388 	0.000006 	1.125308 	0.000000 	
2.740796 	0.972896 	27147.804095 	0.001681 	0.003050 	0.000004 	1.478798 	0.000000 	
2.786614 	-6.402792 	25747.117369 	0.001232 	0.001427 	0.000006 	1.305351 	0.000000 	
1.941251 	13.415702 	24000.883327 	0.001662 	0.003701 	0.000002 	1.182894 	0.000000 	
1.656269 	-2.645303 	24814.577455 	0.001294 	0.004505 	0.000010 	1.245384 	0.000000 	
2.548585 	9.867329 	27009.041714 	0.003855 	0.000706 	0.000004 	1.301759 	0.000000 	
1.000793 	7.834929 	24417.984572 	0.003380 	0.004937 	0.000003 	1.330855 	0.032940 	
1.935413 	7.508672 	27005.436012 	0.006447 	0.002174 	0.000005 	1.470455 	0.000000 	
1.624107 	3.439100 	26629.515152 	0.000451 	0.001016 	0.000007 	1.410477 	0.067610 	
1.210397 	5.197659 	26485.850499 	0.002428 	0.002424 	0.000008 	1.536097 	0.066500 	
1.430387 	10.153208 	23613.819518 	0.002007 	0.005524 	0.000005 	1.134205 	0.000000 	
1.299577 	13.397165 	26057.022959 	0.003912 	0.004063 	0.000008 	1.340361 	0.000000 	
2.239240 	7.949034 	24158.517119 	0.005104 	0.005791 	0.000006 	1.172665 	0.000000 	
2.320789 	-3.431309 	23698.813437 	0.000774 	0.001594 	0.000005 	1.097365 	0.000000 	
1.171155 	14.354830 	25582.002590 	0.004862 	0.004582 	0.000005 	1.247042 	0.000000 	
1.421381 	-1.221520 	25333.249512 	0.003908 	0.002818 	0.000001 	1.258541 	0.000000 	
2.298668 	3.878569 	26054.886589 	0.001560 	0.004985 	0.000004 	1.364266 	0.000000 	
1.267433 	1.702221 	24487.639290 	0.002323 	0.001737 	0.000005 	1.200618 	0.028241 	
0.702274 	9.850987 	24461.864125 	0.006034 	0.003808 	0.000009 	1.280111 	0.000000 	
1.385259 	2.799684 	23736.587594 	0.003619 	0.005141 	0.000009 	1.145312 	0.000000 	
0.631058 	10.800936 	22884.851422 	0.001254 	0.001706 	0.000003 	1.130626 	0.000000 	
1.901658 	4.417895 	25757.356233 	0.002270 	0.002444 	0.000009 	1.268918 	0.054947 	
0.806708 	1.785113 	22838.280845 	0.001797 	0.002688 	0.000003 	1.042930 	0.012127 	
0.608650 	10.620307 	23068.290627 	0.001289 	0.002490 	0.000009 	1.216398 	0.000000 	
0.563997 	-0.468069 	24463.183246 	0.006323 	0.001907 	0.000003 	1.383930 	0.000000 	
0.836772 	7.951510 	24960.429762 	0.006250 	0.004953 	0.000005 	1.335701 	0.000000 	
1.308546 	9.990350 	24208.140889 	0.005691 	0.002660 	0.000004 	1.183522 	0.000000 	
2.410514 	-1.016066 	23862.223238 	0.002591 	0.003124 	0.000009 	1.064403 	0.000000 	
1.522666 	-0.674764 	25830.052164 	0.001499 	0.004890 	0.000000 	1.326250 	0.000000 	
1.485827 	0.723542 	25932.266556 	0.003346 	0.003667 	0.000011 	1.360245 	0.000000 	
1.208994 	11.774926 	25437.325226 	0.005530 	0.002041 	0.000003 	1.351069 	0.000000 	
1.343208 	-1.771719 	24368.554510 	0.003251 	0.000397 	0.000008 	1.183743 	0.000000 	
0.995486 	-1.547113 	25529.897365 	0.003686 	0.003546 	0.000010 	1.424709 	0.000000 	
1.234365 	1.611949 	26472.283949 	0.000220 	0.001811 	0.000005 	1.434708 	0.076907 	
2.036990 	5.556780 	26429.142853 	0.004584 	0.002564 	0.000004 	1.329548 	0.000000 	
1.260046 	10.319775 	26434.990871 	0.005207 	0.000650 	0.000003 	1.459622 	0.000000 	
1.420744 	7.938908 	22301.270431 	0.000357 	0.002478 	0.000006 	1.017838 	0.006189 	
1.745744 	5.889807 	24902.626363 	0.002359 	0.004997 	0.000001 	1.137716 	0.033815 	
1.739667 	12.432693 	27591.412104 	0.002770 	0.002040 	0.000005 	1.506372 	0.000000 	
1.609563 	-3.532875 	22865.180949 	0.002924 	0.001479 	0.000008 	1.048311 	0.000000 	
0.898636 	-0.637531 	21181.217089 	0.002705 	0.002962 	0.000004 	0.893777 	0.000000 	
1.276478 	2.961298 	24613.454898 	0.002220 	0.003625 	0.000005 	1.245135 	0.027437 	
2.367918 	6.057758 	26591.642591 	0.001386 	0.005711 	0.000002 	1.324408 	0.000000 	
1.926452 	8.745971 	27272.473040 	0.000137 	0.003137 	0.000010 	1.468915 	0.137001 	
0.965839 	-3.717815 	26445.234732 	0.002968 	0.002563 	0.000001 	1.540732 	0.000000 	
1.076216 	0.767529 	24065.825898 	0.004564 	0.003377 	0.000006 	1.212975 	0.026814 	
1.558874 	3.261842 	25211.186865 	0.003834 	0.005123 	0.000002 	1.293349 	0.000000 	
2.131125 	14.279829 	26708.317137 	0.003880 	0.002040 	0.000009 	1.529357 	0.000000 	
0.630467 	8.311911 	22226.488379 	0.001904 	0.002973 	0.000007 	1.064558 	0.009000 	
1.423445 	6.096493 	22520.497240 	0.001267 	0.001027 	0.000005 	1.020789 	0.006449 	
1.206197 	11.767649 	24826.647091 	0.001615 	0.003995 	0.000005 	1.309434 	0.000000 	
1.452105 	15.218073 	27458.827601 	0.005542 	0.006144 	0.000003 	1.548893 	0.000000 	
1.415241 	12.344711 	26636.215025 	0.002351 	0.002084 	0.000008 	1.459136 	0.000000 	
2.444346 	7.473342 	24268.426128 	0.002969 	0.002263 	0.000004 	1.212737 	0.000000 	
1.114715 	4.219072 	26324.462882 	0.003550 	0.000099 	0.000004 	1.445964 	0.065898 	
2.532647 	4.587607 	24799.480893 	0.001955 	0.003945 	0.000003 	1.129048 	0.000000 	
1.829327 	-0.887954 	26212.031473 	0.001294 	0.003672 	0.000009 	1.348290 	0.000000 	
0.463186 	0.330901 	20284.610491 	0.004575 	0.001151 	0.000005 	0.955921 	0.001438 	
1.209917 	5.068655 	23249.191472 	0.002860 	0.003014 	0.000005 	1.173083 	0.011172 	
2.309748 	7.144564 	23958.232885 	0.003312 	0.004617 	0.000002 	1.130621 	0.000000 	
0.901710 	5.147251 	26587.060961 	0.005671 	0.004202 	0.000011 	1.448584 	0.000000 	
1.439881 	-1.969308 	25635.145582 	0.003087 	0.000246 	0.000002 	1.278949 	0.000000 	
2.774299 	4.467035 	22299.356800 	0.000867 	0.000052 	0.000012 	0.979154 	0.000000 	
1.015834 	0.189449 	24518.147132 	0.002203 	0.005896 	0.000002 	1.259011 	0.000000 	
1.532242 	12.643173 	27063.163100 	0.003558 	0.001162 	0.000010 	1.454477 	0.000000 	
1.456488 	6.542579 	22708.637276 	0.001876 	0.003430 	0.000012 	1.022335 	0.000000 	
0.949418 	12.095278 	25843.509240 	0.001208 	0.005672 	0.000005 	1.459590 	0.000000 	
2.025333 	7.934799 	25753.716164 	0.000467 	0.005117 	0.000009 	1.316426 	0.000000 	
1.491363 	0.703390 	24568.865613 	0.003472 	0.003602 	0.000014 	1.196983 	0.000000 	
1.482020 	8.668686 	24655.156425 	0.001612 	0.005038 	0.000000 	1.174264 	0.000000 	
1.855085 	5.712044 	24357.434815 	0.003453 	0.004940 	0.000006 	1.097507 	0.026768 	
1.395645 	0.832822 	26846.009937 	0.003739 	0.005836 	0.000003 	1.392399 	0.000000 	
0.758120 	0.233984 	24433.185308 	0.004485 	0.004302 	0.000006 	1.368372 	0.049937 	
1.676631 	6.223706 	24017.841233 	0.002358 	0.003179 	0.000007 	1.145698 	0.020016 	
0.572144 	1.734534 	22304.216454 	0.003361 	0.001480 	0.000001 	1.145782 	0.009775 	
0.501993 	4.170336 	23071.039674 	0.004569 	0.005319 	0.000002 	1.304067 	0.000000 	
1.683288 	12.956854 	23670.334478 	0.002284 	0.003849 	0.000003 	1.055229 	0.000000 	
2.219427 	1.388312 	23688.023010 	0.000537 	0.001720 	0.000005 	1.090245 	0.000000 	
2.701163 	-0.051013 	22208.276123 	0.001739 	0.002005 	0.000008 	0.961558 	0.000000 	
0.998080 	6.066242 	24799.342023 	0.002198 	0.005779 	0.000009 	1.325442 	0.000000 	
1.242816 	2.802283 	21025.810281 	0.001391 	0.001525 	0.000002 	0.900655 	0.001799 	
0.921788 	-0.616400 	23948.328176 	0.002910 	0.004032 	0.000005 	1.250572 	0.000000 	
2.114684 	7.994112 	24978.775908 	0.000931 	0.003645 	0.000007 	1.183000 	0.000000 	
1.251388 	-0.738636 	24291.792437 	0.002448 	0.005448 	0.000005 	1.214457 	0.000000 	
1.724891 	0.492531 	21901.800682 	0.005585 	0.006236 	0.000011 	1.034322 	0.000000 	
2.304555 	2.544938 	26035.001322 	0.001829 	0.002639 	0.000006 	1.301283 	0.000000 	
1.836172 	9.907370 	20589.085282 	0.003171 	0.006191 	0.000000 	0.876117 	0.000000 	
0.723258 	8.338434 	20093.049713 	0.000990 	0.003343 	0.000013 	0.833363 	0.000000 	
1.628155 	3.560588 	25409.280390 	0.000740 	0.002209 	0.000007 	1.251322 	0.052991 	
2.093045 	3.769783 	24257.396120 	0.003231 	0.003276 	0.000006 	1.158567 	0.000000 	
1.143100 	3.416901 	23877.397282 	0.000665 	0.004112 	0.000005 	1.155558 	0.021317 	
1.173567 	-1.399137 	25727.545014 	0.003820 	0.001308 	0.000013 	1.330484 	0.000000 	
1.982995 	-1.518096 	23741.312063 	0.002789 	0.002303 	0.000007 	1.070968 	0.000000 	
1.553472 	-0.951683 	23247.198200 	0.002826 	0.001773 	0.000004 	1.104851 	0.000000 	
2.313601 	-6.201741 	24971.806437 	0.001259 	0.005485 	0.000006 	1.133572 	0.000000 	
1.663656 	0.277425 	23840.976526 	0.002779 	0.002988 	0.000006 	1.152998 	0.032187 	
2.193318 	-6.077936 	21427.516539 	0.003522 	0.005574 	0.000000 	0.884937 	0.000000 	
1.371464 	13.565148 	22782.145513 	0.000379 	0.005285 	0.000005 	0.998270 	0.000000 	
1.348955 	-1.349815 	24607.968600 	0.000845 	0.001498 	0.000003 	1.265234 	0.000000 	
2.302046 	3.490117 	25458.770696 	0.000381 	0.000563 	0.000006 	1.254486 	0.000000 	
1.431910 	9.370910 	24012.052027 	0.001722 	0.005350 	0.000010 	1.192743 	0.000000 	
2.484404 	0.779974 	26137.374921 	0.003316 	0.001030 	0.000006 	1.250897 	0.000000 	
2.363785 	4.557551 	25055.930764 	0.002466 	0.004100 	0.000010 	1.208401 	0.000000 	
0.689604 	4.695012 	22094.478974 	0.001758 	0.001286 	0.000003 	1.035174 	0.007367 	
1.213213 	6.263354 	23716.466942 	0.001720 	0.003971 	0.000007 	1.149037 	0.021413 	
2.393209 	5.872482 	21856.870575 	0.000861 	0.004683 	0.000001 	0.952292 	0.000000 	
2.013532 	-1.310989 	22275.370344 	0.006269 	0.004435 	0.000002 	0.983704 	0.000000 	
2.512378 	6.305057 	24767.873337 	0.005782 	0.003072 	0.000008 	1.175973 	0.000000 	
1.340738 	3.959700 	25296.318661 	0.002481 	0.003566 	0.000009 	1.331318 	0.048918 	
1.521992 	1.258187 	23014.470352 	0.004396 	0.001561 	0.000005 	1.048320 	0.013026 	
1.882187 	4.748961 	25907.826714 	0.001010 	0.000678 	0.000000 	1.267429 	0.074991 	
0.830353 	1.785790 	22572.345130 	0.003066 	0.003972 	0.000007 	1.110775 	0.009283 	
1.606190 	-1.414141 	26105.419403 	0.006375 	0.003420 	0.000002 	1.333132 	0.000000 	
0.690423 	5.568663 	23127.468484 	0.005492 	0.002970 	0.000007 	1.245424 	0.000000 	
1.114574 	6.906928 	24077.850300 	0.007168 	0.005891 	0.000002 	1.287995 	0.000000 	
1.117141 	7.783933 	22089.469493 	0.005233 	0.000350 	0.000008 	0.962069 	0.000000 	
1.383172 	8.275770 	24236.183699 	0.001316 	0.004202 	0.000001 	1.161968 	0.039288 	
0.970112 	3.449812 	22318.328129 	0.003464 	0.008655 	0.000002 	1.075843 	0.000000 	
1.896695 	6.538462 	24840.549451 	0.004702 	0.002007 	0.000011 	1.103758 	0.000000 	
1.868146 	3.734108 	25135.159079 	0.005931 	0.002739 	0.000008 	1.268426 	0.000000 	
2.112863 	8.842931 	23945.425311 	0.001731 	0.000672 	0.000004 	1.081222 	0.000000 	
1.101827 	3.718966 	23643.535519 	0.006434 	0.006277 	0.000004 	1.221232 	0.000000 	
1.738997 	14.318189 	24182.685708 	0.002639 	0.006111 	0.000005 	1.174418 	0.000000 	
1.786297 	10.733761 	25326.589322 	0.002092 	0.002166 	0.000014 	1.221424 	0.000000 	
0.935358 	-1.396724 	23798.062796 	0.005521 	0.001865 	0.000006 	1.197580 	0.000000 	
1.143940 	2.558474 	24198.157750 	0.003479 	0.002722 	0.000009 	1.194621 	0.027612 	
1.448089 	-4.287600 	22900.922053 	0.005284 	0.004903 	0.000009 	1.056019 	0.000000 	
2.595123 	7.834568 	25537.743764 	0.001233 	0.002515 	0.000008 	1.218999 	0.000000 	
0.945964 	-2.788286 	23795.718165 	0.001649 	0.003385 	0.000003 	1.196344 	0.000000 	
1.268035 	-10.043439 	24018.342323 	0.001729 	0.003461 	0.000004 	1.233968 	0.000000 	
1.317572 	9.481213 	25668.780867 	0.001986 	0.003799 	0.000003 	1.314713 	0.122379 	
1.659345 	5.144912 	25152.653432 	0.005811 	0.001778 	0.000011 	1.240967 	0.000000 	
1.769112 	0.774531 	24186.864168 	0.009945 	0.002367 	0.000006 	1.206009 	0.000000 	
1.014169 	12.479739 	25393.650999 	0.000213 	0.002796 	0.000004 	1.343241 	0.000000 	
1.089825 	3.302716 	24670.743579 	0.000563 	0.006610 	0.000006 	1.314792 	0.000000 	
1.666631 	5.048009 	21130.173850 	0.001950 	0.005990 	0.000012 	0.902002 	0.000000 	
1.230598 	5.906541 	23737.666903 	0.003515 	0.002958 	0.000002 	1.189749 	0.020684 	
0.832291 	2.725701 	20327.757795 	0.001222 	0.002845 	0.000002 	0.876038 	0.000855 	
0.970595 	11.686859 	22110.318305 	0.002292 	0.001550 	0.000005 	1.000809 	0.000000 	
0.762633 	4.995764 	22603.350064 	0.003583 	0.007259 	0.000006 	1.155527 	0.000000 	
2.169244 	5.860873 	23652.679056 	0.003308 	0.005238 	0.000010 	1.100713 	0.000000 	
1.845262 	11.555154 	23478.485852 	0.003720 	0.000339 	0.000014 	1.108257 	0.000000 	
0.694062 	-1.257169 	23080.177613 	0.000316 	0.003902 	0.000005 	1.140279 	0.000000 	
1.243585 	0.729615 	24573.187352 	0.000003 	0.001627 	0.000006 	1.211470 	0.042482 	
2.654892 	6.952921 	22477.977325 	0.002333 	0.002185 	0.000000 	0.988061 	0.000000 	
1.316061 	-1.394890 	21040.307191 	0.004285 	0.003640 	0.000005 	0.956299 	0.000000 	
2.143321 	2.664734 	25374.735681 	0.005411 	0.001523 	0.000007 	1.240222 	0.000000 	
2.446779 	-0.117928 	24740.646982 	0.002476 	0.000273 	0.000007 	1.171642 	0.000000 	
0.524830 	5.529331 	20461.742302 	0.002171 	0.001134 	0.000004 	0.948619 	0.001655 	
1.464552 	0.362896 	18462.759783 	0.004075 	0.003123 	0.000005 	0.767187 	0.000123 	
1.722053 	4.344682 	24372.419858 	0.000666 	0.004177 	0.000010 	1.149104 	0.029272 	
1.715538 	5.980583 	23702.186053 	0.001791 	0.001259 	0.000004 	1.109620 	0.019842 	
2.111300 	4.155402 	21129.428373 	0.002165 	0.002299 	0.000004 	0.890726 	0.000000 	
1.845500 	5.783622 	24583.806427 	0.003190 	0.002223 	0.000005 	1.222105 	0.036815 	
1.279904 	-1.286760 	24895.983416 	0.002428 	0.000565 	0.000008 	1.263059 	0.000000 	
0.737457 	0.537422 	20779.127265 	0.009262 	0.000823 	0.000006 	0.904885 	0.000000 	
2.272223 	4.779854 	23880.402074 	0.002053 	0.002389 	0.000005 	1.154181 	0.000000 	
0.734469 	6.799892 	24616.511841 	0.001393 	0.000042 	0.000006 	1.316232 	0.074758 	
1.721990 	-0.123108 	22923.413376 	0.006473 	0.003778 	0.000006 	1.027873 	0.000000 	
1.435653 	7.726696 	24239.184067 	0.003874 	0.001763 	0.000008 	1.129875 	0.034674 	
1.496846 	5.155896 	24440.424808 	0.000781 	0.002702 	0.000006 	1.273413 	0.029157 	
2.361861 	-2.237234 	24812.637230 	0.004457 	0.002885 	0.000005 	1.205935 	0.000000 	
0.546653 	-0.708978 	23333.994943 	0.001084 	0.002504 	0.000004 	1.282458 	0.000000 	
2.250088 	0.864711 	23443.975142 	0.003656 	0.000696 	0.000004 	1.049156 	0.000000 	
1.343631 	6.144832 	21700.783480 	0.004091 	0.002225 	0.000008 	0.947357 	0.003755 	
2.319344 	10.289702 	24139.862920 	0.000310 	0.003084 	0.000001 	1.127134 	0.000000 	
2.360089 	12.751232 	25117.622594 	0.002057 	0.005579 	0.000005 	1.222572 	0.000000 	
1.243917 	-3.500406 	24115.311272 	0.004152 	0.001071 	0.000005 	1.106547 	0.000000 	
2.548272 	6.977913 	23183.443003 	0.006050 	0.002946 	0.000006 	1.022949 	0.000000 	
2.684053 	4.554961 	24168.484621 	0.003805 	0.000024 	0.000002 	1.139819 	0.000000 	
1.140861 	11.016996 	25308.993323 	0.002025 	0.003223 	0.000002 	1.334796 	0.000000 	
2.233040 	6.465054 	25649.043047 	0.001591 	0.003044 	0.000002 	1.300471 	0.000000 	
1.272441 	1.994859 	25265.995888 	0.005436 	0.003160 	0.000003 	1.297540 	0.000000 	
1.422723 	3.409307 	22685.461403 	0.001028 	0.002335 	0.000002 	1.010272 	0.008001 	
2.674009 	3.948482 	26053.929288 	0.004555 	0.001451 	0.000007 	1.293392 	0.000000 	
1.111555 	3.136529 	25134.407778 	0.005078 	0.000627 	0.000002 	1.263805 	0.000000 	
2.039905 	-1.111557 	23813.335401 	0.002819 	0.000392 	0.000001 	1.077382 	0.000000 	
1.277553 	1.284968 	23681.971031 	0.006907 	0.006682 	0.000008 	1.179422 	0.000000 	
2.814800 	1.984257 	25147.335553 	0.002215 	0.000753 	0.000010 	1.203060 	0.000000 	
0.879522 	3.920681 	19633.846506 	0.000110 	0.001339 	0.000001 	0.801336 	0.000371 	
1.830976 	6.735423 	25771.688688 	0.001165 	0.001911 	0.000010 	1.306904 	0.072991 	
1.319064 	2.053573 	25913.840637 	0.002932 	0.001220 	0.000004 	1.319818 	0.078665 	
1.431458 	2.414803 	22553.427716 	0.001137 	0.003171 	0.000000 	0.980063 	0.007549 	
1.867834 	6.013654 	25670.790904 	0.004929 	0.001742 	0.000008 	1.342500 	0.067581 	
1.655048 	2.769077 	23906.030296 	0.004964 	0.005462 	0.000005 	1.078566 	0.000000 	
1.881114 	6.415213 	25564.462428 	0.001366 	0.001988 	0.000015 	1.257113 	0.000000 	
2.122340 	7.647043 	25513.618614 	0.000211 	0.002667 	0.000001 	1.231482 	0.000000 	
1.681798 	11.361012 	23277.631586 	0.006693 	0.002857 	0.000007 	1.112070 	0.000000 	
0.931260 	0.236571 	23895.994326 	0.004047 	0.002856 	0.000005 	1.150203 	0.057966 	
1.036540 	4.632286 	20093.007505 	0.000795 	0.004411 	0.000001 	0.814889 	0.002672 	
1.571805 	10.850561 	22281.884438 	0.002904 	0.001958 	0.000010 	0.955786 	0.000000 	
2.108135 	10.502688 	24279.812254 	0.003278 	0.002890 	0.000010 	1.179000 	0.000000 	
1.665565 	11.367482 	22497.603689 	0.001095 	0.003117 	0.000004 	0.970586 	0.000000 	
2.796682 	-0.796111 	24322.953065 	0.002643 	0.001457 	0.000015 	1.141316 	0.000000 	
1.703849 	3.476052 	24766.580768 	0.005546 	0.001347 	0.000007 	1.182255 	0.000000 	
0.862123 	1.328254 	23223.790070 	0.002934 	0.001602 	0.000004 	1.126532 	0.032307 	
1.411354 	1.254487 	22982.938430 	0.001761 	0.001512 	0.000003 	1.071862 	0.017871 	
1.396697 	6.853159 	24424.153078 	0.001265 	0.005930 	0.000006 	1.220678 	0.000000 	
1.322673 	2.240848 	22608.743078 	0.003337 	0.001341 	0.000004 	1.011183 	0.012550 	
1.972624 	1.862911 	25294.798841 	0.001645 	0.000026 	0.000007 	1.210615 	0.111985 	
1.496505 	-0.897189 	22707.276342 	0.003054 	0.004380 	0.000011 	1.015875 	0.000000 	
2.000495 	3.989438 	24433.136540 	0.002961 	0.002360 	0.000002 	1.132447 	0.000000 	
1.154320 	1.100449 	24771.656852 	0.005904 	0.000796 	0.000001 	1.229369 	0.000000 	
1.361502 	-1.310516 	22557.941443 	0.000040 	0.003750 	0.000004 	0.996454 	0.000000 	
2.046972 	-3.872429 	24123.727169 	0.005805 	0.005472 	0.000014 	1.158197 	0.000000 	
1.290987 	7.839102 	24480.920251 	0.002656 	0.000649 	0.000014 	1.221274 	0.000000 	
0.538299 	3.868688 	22218.557833 	0.007034 	0.001897 	0.000008 	1.155266 	0.000000 	
1.571975 	-3.557740 	23795.846657 	0.003724 	0.005693 	0.000008 	1.106731 	0.000000 	
0.912536 	-4.389157 	21906.412655 	0.004358 	0.002716 	0.000003 	0.931961 	0.000000 	
1.539371 	2.548016 	25096.535299 	0.000816 	0.003014 	0.000004 	1.243246 	0.063127 	
2.829222 	0.718452 	23182.214508 	0.000754 	0.001620 	0.000000 	1.040666 	0.000000 	
1.344223 	0.137496 	23407.865234 	0.007036 	0.000306 	0.000010 	1.113883 	0.000000 	
1.986689 	4.741429 	23646.351271 	0.004722 	0.002683 	0.000011 	1.068274 	0.000000 	
2.940296 	4.009455 	23055.385228 	0.001316 	0.003772 	0.000014 	0.999695 	0.000000 	
1.650573 	5.102453 	23138.034121 	0.000783 	0.005065 	0.000016 	1.027238 	0.000000 	
1.525538 	8.144096 	23886.137262 	0.004643 	0.001459 	0.000014 	1.139412 	0.000000 	
1.637938 	2.505396 	25080.491917 	0.001830 	0.000725 	0.000011 	1.210549 	0.000000 	
1.428052 	-5.213419 	25047.425885 	0.005227 	0.002150 	0.000009 	1.238925 	0.000000 	
2.697394 	9.381786 	23477.896192 	0.003206 	0.002266 	0.000002 	1.032497 	0.000000 	
0.794150 	9.220958 	23371.592411 	0.005746 	0.004514 	0.000000 	1.216275 	0.000000 	
1.727958 	10.909529 	23416.045334 	0.006539 	0.000899 	0.000010 	1.109502 	0.000000 	
1.329450 	7.628872 	24593.776792 	0.003544 	0.005098 	0.000010 	1.195684 	0.000000 	
1.555628 	1.207456 	21663.359255 	0.000985 	0.002104 	0.000008 	0.952101 	0.008570 	
1.549387 	4.738253 	25269.243572 	0.005194 	0.000857 	0.000003 	1.245600 	0.000000 	
1.208495 	4.331637 	22449.379488 	0.002755 	0.002149 	0.000004 	0.966606 	0.010433 	
1.589450 	-6.186322 	23295.937573 	0.005987 	0.004539 	0.000004 	1.059043 	0.000000 	
2.246742 	9.638998 	24033.659258 	0.003725 	0.001624 	0.000010 	1.122521 	0.000000 	
0.896391 	1.380589 	21776.274242 	0.002627 	0.005577 	0.000010 	1.008830 	0.000000 	
1.228359 	8.225150 	24079.095219 	0.001800 	0.000398 	0.000008 	1.178374 	0.034667 	
1.266942 	5.901797 	24976.131320 	0.003785 	0.002100 	0.000007 	1.209559 	0.053478 	
1.571517 	-2.282833 	23956.377915 	0.000910 	0.000410 	0.000003 	1.141744 	0.000000 	
1.190566 	8.768361 	24192.790489 	0.007988 	0.002686 	0.000007 	1.129979 	0.000000 	
1.751539 	0.936075 	25215.124367 	0.000388 	0.003245 	0.000008 	1.242124 	0.099518 	
1.699994 	9.686303 	22957.004455 	0.005091 	0.001153 	0.000013 	1.046724 	0.000000 	
1.674038 	2.316585 	22873.044022 	0.002877 	0.004503 	0.000016 	1.037015 	0.000000 	
1.244103 	-3.158344 	22974.878333 	0.000224 	0.005153 	0.000002 	1.097422 	0.000000 	
