param#0 	 param#1 	 param#2 	 param#3 	 param#4 	 param#5 	 dist 	  wgt 
1.301169 	11.882957 	23817.927873 	0.005468 	0.005547 	0.000002 	1.096613 	0.000000 	
1.557304 	4.899004 	24053.405796 	0.001447 	0.001796 	0.000014 	1.112079 	0.000000 	
1.759588 	8.349706 	24674.712312 	0.001033 	0.002390 	0.000005 	1.197183 	0.053885 	
1.392660 	10.889236 	21376.375307 	0.000796 	0.006087 	0.000002 	0.947036 	0.000000 	
1.201600 	6.698206 	23677.728003 	0.003216 	0.004300 	0.000003 	1.143049 	0.023407 	
0.739603 	8.881033 	22186.447505 	0.003163 	0.000679 	0.000008 	1.087698 	0.022226 	
0.844840 	3.584983 	22682.525042 	0.001884 	0.007448 	0.000003 	1.107299 	0.000000 	
1.552005 	5.823251 	24250.961980 	0.003534 	0.002972 	0.000006 	1.216465 	0.029960 	
2.063623 	7.769823 	24329.204079 	0.000673 	0.001806 	0.000015 	1.156454 	0.000000 	
0.709928 	6.326082 	20526.663430 	0.006730 	0.003650 	0.000009 	0.861195 	0.000000 	
1.854617 	4.558244 	22634.496177 	0.002278 	0.004336 	0.000014 	1.056235 	0.000000 	
1.806146 	-2.509822 	24789.644143 	0.005194 	0.000142 	0.000013 	1.132889 	0.000000 	
0.646099 	-0.006356 	22219.976130 	0.004645 	0.005707 	0.000001 	1.157120 	0.000000 	
1.116026 	3.915659 	24093.339583 	0.001953 	0.007932 	0.000010 	1.214611 	0.000000 	
1.260474 	5.397344 	24009.499844 	0.001606 	0.005384 	0.000005 	1.122451 	0.000000 	
2.079105 	4.780236 	25407.267461 	0.000700 	0.003914 	0.000014 	1.244102 	0.000000 	
1.735951 	8.949361 	22028.471500 	0.004737 	0.006834 	0.000005 	0.954462 	0.000000 	
1.870711 	4.859953 	24206.629100 	0.004662 	0.001870 	0.000003 	1.136943 	0.035909 	
1.261966 	11.001590 	23078.053264 	0.005060 	0.003097 	0.000004 	1.107820 	0.000000 	
1.962063 	-4.370321 	23876.991875 	0.002893 	0.005696 	0.000009 	1.071683 	0.000000 	
1.136004 	13.914106 	22564.327550 	0.000039 	0.005629 	0.000004 	1.039349 	0.000000 	
1.191910 	8.508372 	23486.083532 	0.003266 	0.003339 	0.000006 	1.219497 	0.025542 	
1.381672 	10.656907 	24138.664687 	0.001918 	0.002766 	0.000003 	1.177663 	0.000000 	
1.398825 	5.496717 	22383.354509 	0.001291 	0.002962 	0.000016 	0.969527 	0.000000 	
1.183586 	7.279464 	19106.641767 	0.005881 	0.001960 	0.000010 	0.761385 	0.000000 	
2.098235 	11.192932 	24138.385064 	0.000282 	0.005054 	0.000000 	1.120776 	0.000000 	
1.679182 	1.062242 	23257.275031 	0.000230 	0.002705 	0.000010 	1.060722 	0.000000 	
1.778462 	12.207634 	24098.435841 	0.006844 	0.000933 	0.000005 	1.119811 	0.000000 	
0.695370 	4.239456 	22193.084625 	0.003011 	0.002283 	0.000005 	1.041698 	0.016030 	
1.991236 	3.179957 	24236.616053 	0.007700 	0.005875 	0.000006 	1.093708 	0.000000 	
1.511959 	2.003430 	21674.245474 	0.000504 	0.001500 	0.000007 	0.924741 	0.007652 	
2.782963 	-1.524101 	25085.733899 	0.005981 	0.002654 	0.000012 	1.098520 	0.000000 	
1.129079 	7.290966 	23648.553956 	0.004580 	0.001345 	0.000007 	1.082499 	0.025401 	
0.978098 	7.335323 	22051.517243 	0.004705 	0.000757 	0.000007 	0.968563 	0.011679 	
1.694094 	3.561184 	22585.114702 	0.000867 	0.005666 	0.000010 	1.009117 	0.000000 	
1.456976 	-3.588130 	24414.344565 	0.001790 	0.000336 	0.000007 	1.158018 	0.000000 	
1.854456 	5.480290 	25366.187341 	0.001443 	0.002610 	0.000003 	1.206210 	0.074325 	
1.296930 	3.274040 	23844.020192 	0.004975 	0.001089 	0.000009 	1.163153 	0.025300 	
2.244288 	8.490824 	25064.792451 	0.000341 	0.003705 	0.000015 	1.222397 	0.000000 	
2.385140 	2.030460 	25697.397737 	0.002297 	0.004684 	0.000012 	1.199082 	0.000000 	
0.761441 	3.811298 	23811.076585 	0.003274 	0.002328 	0.000002 	1.227742 	0.043994 	
1.867199 	11.232452 	24515.960024 	0.002904 	0.004715 	0.000010 	1.172954 	0.000000 	
1.644740 	8.992972 	22991.782229 	0.002462 	0.009421 	0.000001 	1.081898 	0.000000 	
1.879033 	11.458392 	24411.983584 	0.006394 	0.003116 	0.000007 	1.232908 	0.000000 	
1.704548 	-2.399548 	23516.250833 	0.003008 	0.002256 	0.000010 	1.130086 	0.000000 	
1.776801 	1.717992 	23101.296047 	0.005005 	0.001957 	0.000007 	1.008471 	0.000000 	
2.494671 	5.958098 	24080.519711 	0.001813 	0.003411 	0.000013 	1.094786 	0.000000 	
1.828616 	6.780171 	25728.236499 	0.002763 	0.003615 	0.000007 	1.228511 	0.099547 	
1.717586 	-6.280672 	24926.917986 	0.002942 	0.004902 	0.000013 	1.223276 	0.000000 	
2.557307 	8.790120 	23332.259003 	0.004858 	0.005803 	0.000007 	1.030475 	0.000000 	
1.913885 	6.646752 	21319.443489 	0.003780 	0.002697 	0.000001 	0.938138 	0.009432 	
0.602722 	-4.848329 	21668.630410 	0.007404 	0.001304 	0.000009 	1.009300 	0.000000 	
1.995153 	11.557169 	23411.409456 	0.004348 	0.001490 	0.000003 	1.077481 	0.000000 	
2.381829 	0.911282 	22807.329636 	0.000708 	0.001106 	0.000012 	1.009376 	0.000000 	
1.142329 	0.675925 	24105.611727 	0.001947 	0.000315 	0.000004 	1.176463 	0.071012 	
2.389624 	9.507079 	24490.957020 	0.007181 	0.002347 	0.000008 	1.139717 	0.000000 	
1.390730 	1.957373 	23398.357401 	0.006019 	0.004368 	0.000005 	1.168122 	0.000000 	
0.683656 	3.473474 	20789.378362 	0.005330 	0.004190 	0.000002 	0.949390 	0.000000 	
1.684402 	3.912295 	21821.744559 	0.004060 	0.003376 	0.000009 	0.900634 	0.009159 	
1.998115 	4.641150 	24633.393638 	0.000342 	0.002349 	0.000003 	1.168689 	0.085865 	
0.709476 	7.876219 	21105.929710 	0.002062 	0.000962 	0.000003 	0.942623 	0.005622 	
1.023064 	-1.640577 	23720.287138 	0.001039 	0.002935 	0.000001 	1.143506 	0.000000 	
2.151331 	10.560650 	22867.395082 	0.003891 	0.004342 	0.000004 	1.030180 	0.000000 	
1.374157 	2.625872 	21836.923545 	0.004101 	0.005235 	0.000004 	1.036723 	0.000000 	
1.692291 	3.298998 	23068.177524 	0.004287 	0.003975 	0.000005 	0.994166 	0.023626 	
1.261546 	10.224923 	22990.148716 	0.001063 	0.003474 	0.000007 	1.067343 	0.000000 	
1.034574 	8.091301 	23064.989964 	0.005135 	0.001275 	0.000001 	1.097426 	0.000000 	
0.740573 	5.231812 	22055.252799 	0.001594 	0.002359 	0.000003 	1.032230 	0.011395 	
1.092626 	-1.232542 	21618.507304 	0.001768 	0.000478 	0.000006 	0.922892 	0.000000 	
1.640423 	8.717998 	23065.425589 	0.003285 	0.004147 	0.000005 	1.107204 	0.031985 	
1.249139 	2.421035 	22161.938730 	0.005708 	0.005691 	0.000006 	1.026797 	0.000000 	
2.945339 	-1.118056 	22454.420761 	0.000118 	0.001632 	0.000001 	0.987408 	0.000000 	
1.123870 	16.124042 	21056.554196 	0.002393 	0.000561 	0.000009 	0.874614 	0.000000 	
1.453160 	-0.428913 	21746.763724 	0.001140 	0.002914 	0.000004 	0.950686 	0.000000 	
1.875869 	2.235016 	23899.124354 	0.007496 	0.003269 	0.000008 	1.142878 	0.000000 	
1.524544 	-4.353401 	23812.392230 	0.002822 	0.003800 	0.000005 	1.094745 	0.000000 	
2.161902 	8.872793 	22676.738237 	0.005089 	0.003644 	0.000002 	1.022035 	0.000000 	
2.028837 	-0.681550 	23445.504917 	0.001503 	0.001133 	0.000015 	1.076397 	0.000000 	
1.548267 	-4.674699 	23684.555963 	0.001570 	0.003500 	0.000009 	1.121666 	0.000000 	
0.740186 	0.782274 	23003.650413 	0.005971 	0.002772 	0.000004 	1.101912 	0.000000 	
2.123714 	8.970012 	23860.536169 	0.004137 	0.003874 	0.000000 	1.145148 	0.000000 	
0.649560 	9.757088 	22511.271885 	0.006196 	0.000010 	0.000009 	1.097577 	0.000000 	
1.093452 	2.226222 	22311.433187 	0.000465 	0.006309 	0.000009 	1.091312 	0.000000 	
0.942788 	14.157291 	23179.578609 	0.001720 	0.000819 	0.000009 	1.141743 	0.000000 	
0.724275 	2.708866 	19368.570494 	0.003944 	0.001676 	0.000010 	0.821069 	0.000986 	
1.293971 	1.179884 	22881.514675 	0.001034 	0.005960 	0.000001 	1.060778 	0.000000 	
1.445334 	1.499066 	22511.472978 	0.002998 	0.000799 	0.000004 	1.024794 	0.015825 	
1.933389 	8.454144 	21851.750728 	0.007294 	0.003128 	0.000002 	0.968077 	0.000000 	
1.329843 	7.085059 	23134.596402 	0.001798 	0.003910 	0.000004 	1.060126 	0.025247 	
1.566874 	3.051108 	23635.114103 	0.003188 	0.001343 	0.000000 	1.144979 	0.034590 	
1.871800 	7.289972 	24490.774300 	0.002980 	0.004458 	0.000002 	1.108197 	0.084271 	
0.976079 	14.066573 	23577.497177 	0.002765 	0.002802 	0.000002 	1.128255 	0.000000 	
1.090305 	3.307473 	23793.682189 	0.001586 	0.003445 	0.000003 	1.153529 	0.043854 	
0.634113 	4.477608 	22649.177104 	0.004245 	0.002311 	0.000004 	1.100795 	0.022552 	
2.370487 	4.366472 	23582.748511 	0.005562 	0.003754 	0.000003 	1.171720 	0.000000 	
1.871203 	1.807227 	24736.682935 	0.000436 	0.005277 	0.000004 	1.171608 	0.000000 	
1.529379 	11.225838 	23160.922259 	0.003421 	0.001645 	0.000003 	1.079612 	0.000000 	
1.268369 	5.831089 	23894.631571 	0.001273 	0.002597 	0.000001 	1.133895 	0.044073 	
1.346265 	-1.204100 	23775.918050 	0.004155 	0.001490 	0.000010 	1.157563 	0.000000 	
0.925701 	2.245618 	21707.185039 	0.003582 	0.005153 	0.000004 	1.005225 	0.000000 	
2.449343 	5.752403 	24894.746046 	0.000359 	0.002953 	0.000004 	1.160747 	0.000000 	
2.103747 	1.970355 	24671.786068 	0.001654 	0.001114 	0.000011 	1.179506 	0.000000 	
1.740993 	7.716190 	23500.860354 	0.001896 	0.003505 	0.000004 	1.129149 	0.040080 	
2.416380 	15.396893 	20562.458131 	0.001737 	0.000465 	0.000008 	0.859148 	0.000000 	
1.847960 	-3.182604 	23456.209092 	0.002820 	0.001722 	0.000003 	1.160956 	0.000000 	
0.979522 	9.361250 	22119.315358 	0.003872 	0.001350 	0.000005 	1.036262 	0.015544 	
1.284096 	4.238464 	22505.730071 	0.005468 	0.000619 	0.000002 	1.029313 	0.000000 	
1.645545 	7.197728 	24346.094151 	0.003942 	0.000541 	0.000006 	1.153807 	0.067852 	
0.950721 	2.673710 	22582.855934 	0.000206 	0.004376 	0.000001 	1.067731 	0.016420 	
2.452599 	5.288570 	24359.662434 	0.001091 	0.005352 	0.000008 	1.139385 	0.000000 	
1.374757 	7.623411 	23926.643520 	0.000034 	0.001432 	0.000005 	1.133697 	0.051179 	
1.066192 	-5.595573 	23754.450041 	0.000029 	0.002578 	0.000005 	1.134138 	0.000000 	
1.582605 	2.436158 	24362.380155 	0.007001 	0.005744 	0.000011 	1.165779 	0.000000 	
1.190877 	2.394681 	23038.210398 	0.003436 	0.005135 	0.000010 	1.116057 	0.000000 	
2.602512 	2.889582 	24680.429059 	0.003655 	0.003423 	0.000010 	1.055897 	0.000000 	
1.805487 	-0.240567 	23552.819100 	0.000387 	0.001726 	0.000006 	1.050108 	0.000000 	
1.260169 	-1.003984 	22639.372355 	0.005571 	0.002683 	0.000004 	1.083440 	0.000000 	
2.343321 	4.374190 	24717.758172 	0.002063 	0.004308 	0.000006 	1.142091 	0.000000 	
1.307440 	2.256765 	24207.541365 	0.003330 	0.001269 	0.000003 	1.162754 	0.059443 	
1.979872 	-2.664494 	21491.584246 	0.003793 	0.003067 	0.000004 	0.908337 	0.000000 	
2.595055 	7.597137 	21070.658803 	0.005689 	0.004227 	0.000003 	0.935986 	0.000000 	
1.982443 	5.319192 	22862.395937 	0.003244 	0.002147 	0.000005 	1.005520 	0.026555 	
1.490977 	-2.138994 	21871.478093 	0.000382 	0.003522 	0.000002 	0.970382 	0.000000 	
0.731298 	-4.915003 	21629.387678 	0.002857 	0.000625 	0.000002 	0.976345 	0.000000 	
3.401164 	8.392699 	22628.021698 	0.000018 	0.000642 	0.000007 	0.990153 	0.000000 	
1.634727 	6.512989 	23101.263868 	0.001748 	0.002378 	0.000008 	1.044535 	0.024940 	
1.781979 	5.631696 	22086.665939 	0.002306 	0.005137 	0.000006 	0.960219 	0.000000 	
1.832968 	9.686380 	24671.155607 	0.000804 	0.005467 	0.000006 	1.147153 	0.000000 	
1.579508 	5.639175 	21901.653255 	0.001949 	0.001762 	0.000001 	1.026793 	0.009253 	
1.349023 	0.152304 	22832.521710 	0.005372 	0.001194 	0.000007 	1.068698 	0.000000 	
2.679639 	-3.996879 	24484.519273 	0.001755 	0.000631 	0.000008 	1.126012 	0.000000 	
0.845908 	3.888416 	23193.424019 	0.000971 	0.002347 	0.000004 	1.158210 	0.030192 	
1.198328 	6.332532 	22822.985822 	0.000221 	0.001819 	0.000000 	1.033842 	0.018604 	
2.121406 	7.536923 	20607.094009 	0.000148 	0.004099 	0.000004 	0.864592 	0.000000 	
1.668884 	6.373570 	23020.324368 	0.003698 	0.000946 	0.000009 	1.045867 	0.023690 	
0.923511 	-2.175151 	22906.136009 	0.006502 	0.002421 	0.000002 	1.121863 	0.000000 	
2.131626 	8.213963 	21836.239503 	0.001457 	0.004908 	0.000004 	0.960333 	0.000000 	
2.203631 	9.141550 	23269.583337 	0.000623 	0.003111 	0.000007 	1.044236 	0.000000 	
1.679575 	-1.466559 	22992.203312 	0.004169 	0.001140 	0.000008 	1.030921 	0.000000 	
1.149952 	8.995079 	23265.374864 	0.006444 	0.000683 	0.000004 	1.039364 	0.000000 	
2.758428 	4.573186 	21929.239260 	0.003409 	0.002559 	0.000001 	0.897066 	0.000000 	
1.577030 	-3.819056 	23726.160187 	0.003871 	0.001180 	0.000004 	1.098311 	0.000000 	
1.989518 	12.918417 	23290.546729 	0.004089 	0.002862 	0.000004 	1.043225 	0.000000 	
1.310437 	3.811625 	23043.756288 	0.001385 	0.004684 	0.000011 	1.046846 	0.000000 	
0.998939 	3.811514 	24459.049886 	0.003042 	0.003307 	0.000002 	1.173258 	0.086101 	
0.945984 	9.620937 	22448.008263 	0.007508 	0.002435 	0.000003 	1.027157 	0.000000 	
1.441382 	1.862868 	22076.550701 	0.003190 	0.002285 	0.000009 	0.988275 	0.010651 	
0.416214 	10.020357 	20116.633050 	0.008985 	0.006058 	0.000006 	0.994599 	0.000000 	
2.416449 	5.377586 	22943.519032 	0.002934 	0.000505 	0.000009 	1.021000 	0.000000 	
1.565015 	4.556688 	22847.827591 	0.007267 	0.002818 	0.000011 	1.064953 	0.000000 	
1.128850 	3.769093 	19673.440566 	0.004053 	0.002508 	0.000006 	0.801168 	0.002711 	
1.495398 	7.281390 	18870.826212 	0.002363 	0.005611 	0.000001 	0.753847 	0.000000 	
1.805600 	12.675006 	22761.276279 	0.001958 	0.002541 	0.000006 	0.984805 	0.000000 	
1.091977 	3.863584 	22551.614058 	0.004997 	0.002655 	0.000006 	1.064769 	0.014855 	
1.385630 	-4.245558 	22665.853298 	0.001260 	0.003091 	0.000010 	1.013013 	0.000000 	
2.170573 	15.053606 	23516.020647 	0.001882 	0.002599 	0.000002 	1.072014 	0.000000 	
1.138553 	6.341832 	22921.875361 	0.001427 	0.002129 	0.000002 	1.057318 	0.020062 	
2.081326 	0.290646 	23229.387479 	0.003260 	0.002327 	0.000004 	0.980715 	0.000000 	
0.776937 	11.302971 	22085.672294 	0.000358 	0.000176 	0.000005 	1.016737 	0.000000 	
1.264537 	0.033258 	23377.354977 	0.003188 	0.002267 	0.000000 	1.087636 	0.030075 	
1.438928 	14.623348 	21191.098551 	0.004512 	0.004926 	0.000006 	0.946846 	0.000000 	
2.222593 	8.617331 	22790.845239 	0.003227 	0.002964 	0.000004 	0.964066 	0.000000 	
0.945286 	6.992125 	21682.606125 	0.004314 	0.002573 	0.000009 	0.975953 	0.007954 	
1.764434 	2.592880 	22243.052202 	0.003710 	0.002921 	0.000004 	0.988077 	0.011759 	
2.353600 	7.852221 	20284.503470 	0.004999 	0.003423 	0.000012 	0.838560 	0.000000 	
2.237988 	12.045372 	22750.676622 	0.000975 	0.005083 	0.000009 	1.010888 	0.000000 	
1.808156 	9.438665 	23470.570507 	0.002239 	0.006496 	0.000001 	1.055990 	0.000000 	
2.411943 	5.305559 	23721.381848 	0.001983 	0.006161 	0.000008 	1.055880 	0.000000 	
2.272204 	7.820729 	23686.863100 	0.000154 	0.004690 	0.000009 	1.105253 	0.000000 	
1.994927 	6.170695 	22781.682257 	0.008010 	0.002866 	0.000004 	1.038632 	0.000000 	
2.241136 	2.911608 	22445.359688 	0.002111 	0.003236 	0.000001 	1.012145 	0.000000 	
1.883107 	0.338299 	24634.536436 	0.004026 	0.003265 	0.000003 	1.120760 	0.117848 	
1.803797 	2.049868 	23110.376896 	0.004327 	0.001516 	0.000005 	1.006332 	0.023604 	
1.559364 	11.000074 	23672.736905 	0.000288 	0.001831 	0.000004 	1.101322 	0.000000 	
1.629410 	-1.912471 	22546.990710 	0.002022 	0.001339 	0.000004 	1.035802 	0.000000 	
1.945077 	8.028615 	23627.571725 	0.003228 	0.002543 	0.000008 	1.123388 	0.038190 	
1.852144 	5.480808 	23111.512987 	0.004373 	0.003701 	0.000005 	1.107437 	0.023615 	
2.481556 	-2.557495 	21775.486476 	0.004429 	0.004037 	0.000004 	0.955084 	0.000000 	
2.765928 	10.712677 	24134.585574 	0.003186 	0.005734 	0.000005 	1.129684 	0.000000 	
1.572574 	8.472431 	23605.090941 	0.003192 	0.001872 	0.000005 	1.110747 	0.037360 	
2.296057 	3.671125 	23730.415483 	0.002446 	0.002226 	0.000005 	1.129009 	0.000000 	
1.641660 	6.447766 	23478.765991 	0.000613 	0.001422 	0.000006 	1.068864 	0.033044 	
2.149888 	-5.233537 	23199.234770 	0.005187 	0.004462 	0.000007 	1.028703 	0.000000 	
2.064573 	6.716341 	22920.537600 	0.002423 	0.001225 	0.000010 	1.006805 	0.000000 	
1.554825 	-0.794750 	21781.821875 	0.002808 	0.001080 	0.000008 	0.944284 	0.000000 	
1.078865 	-2.177106 	20338.437812 	0.000485 	0.003415 	0.000013 	0.835143 	0.000000 	
0.991041 	5.392680 	23484.704268 	0.000677 	0.000858 	0.000004 	1.113966 	0.033227 	
1.775284 	5.610121 	24161.814740 	0.000059 	0.000014 	0.000003 	1.129784 	0.066984 	
1.443617 	7.532838 	21911.896936 	0.002838 	0.004723 	0.000002 	0.991371 	0.009287 	
2.431836 	4.909408 	24341.850820 	0.003762 	0.000657 	0.000007 	1.071863 	0.000000 	
3.121363 	13.729866 	23384.439026 	0.002007 	0.004617 	0.000006 	1.064778 	0.000000 	
1.989672 	-2.067773 	23577.133696 	0.000624 	0.001278 	0.000003 	1.071111 	0.000000 	
1.163430 	5.066150 	23411.102637 	0.000421 	0.001988 	0.000001 	1.089709 	0.030992 	
1.206456 	8.635919 	23207.162805 	0.001378 	0.001169 	0.000007 	1.106575 	0.025726 	
1.421875 	3.885990 	20054.621496 	0.005198 	0.003910 	0.000001 	0.850923 	0.000000 	
1.274082 	8.845849 	23793.342892 	0.001512 	0.006493 	0.000004 	1.131277 	0.000000 	
0.814228 	1.942240 	22999.560470 	0.001861 	0.001250 	0.000006 	1.125985 	0.021442 	
1.063325 	8.482888 	22996.258472 	0.003683 	0.003885 	0.000001 	1.108165 	0.021385 	
2.714099 	8.578696 	24298.731185 	0.001539 	0.000685 	0.000003 	1.132403 	0.000000 	
1.808439 	-1.733065 	23387.447273 	0.000152 	0.002165 	0.000003 	1.056057 	0.000000 	
1.443083 	3.727961 	23215.987084 	0.004458 	0.002837 	0.000001 	1.069022 	0.025912 	
1.675982 	3.932418 	21913.263038 	0.004074 	0.003161 	0.000017 	1.002900 	0.000000 	
1.083608 	7.158010 	21545.878243 	0.000846 	0.005069 	0.000001 	0.952877 	0.000000 	
1.973756 	15.862815 	23324.299577 	0.006782 	0.003179 	0.000004 	1.069159 	0.000000 	
1.832331 	7.625981 	23253.385410 	0.005402 	0.003674 	0.000007 	1.076824 	0.000000 	
2.135940 	8.280999 	24156.913369 	0.001815 	0.007068 	0.000006 	1.102944 	0.000000 	
1.776062 	8.153510 	23974.076684 	0.002223 	0.008123 	0.000001 	1.085316 	0.000000 	
1.096590 	-0.096383 	22462.172965 	0.003321 	0.002832 	0.000000 	1.008494 	0.000000 	
2.522880 	2.544807 	23096.224491 	0.002048 	0.003578 	0.000009 	1.041198 	0.000000 	
1.913614 	8.878071 	21365.132423 	0.002374 	0.005778 	0.000003 	0.899345 	0.000000 	
0.740758 	0.739613 	22480.875936 	0.000030 	0.002806 	0.000001 	1.052058 	0.014076 	
1.344095 	10.284956 	22728.459420 	0.003412 	0.007505 	0.000001 	1.023804 	0.000000 	
1.823483 	10.160226 	23183.715222 	0.003744 	0.004356 	0.000002 	1.063587 	0.000000 	
1.383002 	0.112737 	23596.434004 	0.003238 	0.004788 	0.000004 	1.129479 	0.037071 	
1.413295 	10.628128 	22657.016017 	0.000952 	0.002082 	0.000003 	1.024569 	0.000000 	
2.122167 	8.021507 	20945.344474 	0.003728 	0.002250 	0.000003 	0.835687 	0.000000 	
1.140123 	3.543310 	20391.618183 	0.005311 	0.000350 	0.000004 	0.851860 	0.000000 	
1.623678 	7.729308 	22903.159558 	0.004790 	0.004800 	0.000005 	1.023183 	0.019756 	
2.270198 	2.738041 	23802.319041 	0.005463 	0.002290 	0.000005 	1.076636 	0.000000 	
2.559274 	9.487163 	24258.973250 	0.002690 	0.002689 	0.000000 	1.122747 	0.000000 	
1.261528 	12.243363 	23265.847286 	0.006071 	0.002927 	0.000003 	1.110511 	0.000000 	
1.379513 	4.111944 	21967.191932 	0.003268 	0.002086 	0.000002 	0.930331 	0.009647 	
1.095321 	3.694403 	23001.924353 	0.004410 	0.000527 	0.000000 	1.043927 	0.021475 	
1.334728 	3.776994 	23344.556113 	0.001807 	0.005467 	0.000004 	1.056398 	0.000000 	
1.643254 	0.535009 	21427.078943 	0.000368 	0.005635 	0.000002 	0.933308 	0.000000 	
1.662543 	5.198116 	23835.621746 	0.000915 	0.002460 	0.000006 	1.111036 	0.047106 	
2.361430 	4.963795 	22655.516592 	0.002238 	0.002689 	0.000000 	0.996556 	0.000000 	
1.926835 	11.139978 	23431.009972 	0.005307 	0.002292 	0.000002 	1.069616 	0.000000 	
1.758647 	11.481630 	23395.686877 	0.001338 	0.002659 	0.000011 	1.064191 	0.000000 	
1.628833 	10.195123 	19823.317608 	0.004230 	0.003924 	0.000000 	0.777963 	0.000000 	
1.692760 	10.639194 	19456.899588 	0.005979 	0.000815 	0.000007 	0.804872 	0.000000 	
1.994399 	11.036069 	24075.392140 	0.000920 	0.002532 	0.000007 	1.133136 	0.000000 	
1.866718 	1.796912 	21689.452871 	0.000659 	0.000692 	0.000008 	0.914427 	0.007994 	
1.321222 	1.512203 	20310.066721 	0.001796 	0.006170 	0.000008 	0.817562 	0.000000 	
0.590162 	2.936166 	21656.951025 	0.004228 	0.002440 	0.000012 	1.059954 	0.000000 	
0.997602 	6.424762 	21298.931482 	0.000089 	0.002759 	0.000004 	0.895460 	0.006234 	
1.651168 	11.539776 	23250.977200 	0.003478 	0.005218 	0.000003 	1.016019 	0.000000 	
1.350189 	0.471742 	23360.929662 	0.003226 	0.000926 	0.000001 	1.102105 	0.029612 	
1.334276 	5.205499 	22342.025400 	0.002631 	0.001074 	0.000003 	0.985995 	0.012651 	
1.828770 	2.272691 	23962.811586 	0.002688 	0.003707 	0.000007 	1.131604 	0.053881 	
2.001475 	3.998069 	23027.814035 	0.006802 	0.004590 	0.000005 	0.958685 	0.000000 	
1.461947 	9.251798 	22595.169683 	0.005041 	0.002072 	0.000007 	1.001138 	0.000000 	
1.371039 	1.520998 	23454.360788 	0.003108 	0.000774 	0.000004 	1.086496 	0.032306 	
1.922791 	4.873410 	24395.477714 	0.002833 	0.000977 	0.000005 	1.133836 	0.087767 	
1.278823 	11.144886 	21470.714325 	0.004075 	0.002253 	0.000006 	0.948139 	0.000000 	
0.937414 	-1.365038 	23387.147721 	0.002918 	0.000671 	0.000003 	1.128121 	0.000000 	
1.606723 	6.436090 	23148.085961 	0.002322 	0.000545 	0.000008 	1.060523 	0.024391 	
0.931446 	3.403608 	22652.492556 	0.006064 	0.001620 	0.000005 	1.077485 	0.000000 	
2.324431 	9.416677 	21983.950326 	0.002085 	0.000437 	0.000004 	0.947829 	0.000000 	
2.126898 	2.698916 	22192.920266 	0.003113 	0.000215 	0.000006 	0.939040 	0.000000 	
1.475269 	8.642968 	21812.070299 	0.003154 	0.003848 	0.000005 	0.974277 	0.018812 	
2.832566 	-0.898924 	23397.123820 	0.005573 	0.003339 	0.000007 	1.015945 	0.000000 	
2.549719 	10.588347 	23803.904868 	0.005840 	0.002048 	0.000009 	1.057813 	0.000000 	
2.115201 	1.871325 	24076.759007 	0.003789 	0.004599 	0.000005 	1.054695 	0.000000 	
1.659331 	6.967051 	22138.322769 	0.002727 	0.003525 	0.000005 	0.959927 	0.020882 	
3.113963 	2.584879 	23461.036503 	0.005213 	0.001250 	0.000008 	1.014638 	0.000000 	
1.841693 	4.163217 	23722.044448 	0.000627 	0.002126 	0.000006 	1.059838 	0.068790 	
2.074889 	12.796278 	22370.881723 	0.004840 	0.002711 	0.000004 	0.975583 	0.000000 	
2.081960 	-3.519081 	20336.636148 	0.006163 	0.002200 	0.000012 	0.925218 	0.000000 	
1.751022 	-0.700815 	23060.697331 	0.005660 	0.003587 	0.000010 	1.046199 	0.000000 	
2.289320 	10.386148 	22636.060925 	0.002005 	0.000309 	0.000010 	0.989254 	0.000000 	
1.366564 	6.400764 	23390.571793 	0.003730 	0.000843 	0.000005 	1.091173 	0.048267 	
1.338405 	6.498317 	22077.633700 	0.002781 	0.006804 	0.000007 	0.985758 	0.000000 	
0.736827 	3.811395 	21354.088832 	0.001642 	0.000863 	0.000009 	0.944969 	0.017086 	
1.818303 	4.662269 	22499.702082 	0.000366 	0.002783 	0.000002 	1.008471 	0.024615 	
1.433046 	5.666146 	23445.511310 	0.003205 	0.002925 	0.000007 	1.078929 	0.050976 	
1.482178 	10.087401 	20789.501381 	0.002699 	0.002794 	0.000001 	0.885151 	0.000000 	
2.045350 	12.670237 	21989.747534 	0.004750 	0.001744 	0.000007 	0.991840 	0.000000 	
1.797418 	0.213848 	23139.832649 	0.006933 	0.003932 	0.000005 	1.021504 	0.000000 	
1.092534 	-0.420585 	23187.597346 	0.000124 	0.002291 	0.000001 	1.087821 	0.000000 	
0.908075 	1.570904 	19040.128189 	0.004438 	0.003693 	0.000008 	0.775144 	0.008266 	
1.674473 	9.890988 	21894.903117 	0.002238 	0.001196 	0.000010 	0.931273 	0.019276 	
1.711578 	10.260178 	20607.219358 	0.002090 	0.005552 	0.000005 	0.854976 	0.000000 	
1.206032 	10.122642 	23274.652942 	0.003196 	0.001989 	0.000006 	1.080584 	0.000000 	
1.241954 	7.520167 	22412.831431 	0.002240 	0.002101 	0.000003 	1.011964 	0.023554 	
1.164275 	6.648908 	22036.591130 	0.008086 	0.000624 	0.000008 	1.028957 	0.000000 	
1.606803 	7.458598 	22991.337879 	0.004052 	0.003062 	0.000012 	1.041851 	0.000000 	
1.838318 	3.093025 	19991.771867 	0.002578 	0.000856 	0.000006 	0.845888 	0.014634 	
