param#0 	 param#1 	 dist 	  wgt 
0.730871 	0.547875 	1.834788 	0.010000 	
0.779485 	0.679396 	7.741947 	0.010000 	
0.692994 	0.654868 	3.472281 	0.010000 	
0.798099 	0.503667 	16.315732 	0.010000 	
0.665412 	0.423752 	1.933795 	0.010000 	
0.771607 	0.597225 	2.265808 	0.010000 	
0.746734 	0.553007 	6.858522 	0.010000 	
0.805517 	0.645556 	3.658904 	0.010000 	
0.663971 	0.629520 	4.963422 	0.010000 	
0.728431 	0.609921 	5.365094 	0.010000 	
0.655921 	0.493737 	1.617213 	0.010000 	
0.864648 	0.610290 	3.502426 	0.010000 	
0.769097 	0.471997 	2.099693 	0.010000 	
0.726729 	0.591995 	2.470748 	0.010000 	
0.704548 	0.510302 	2.616017 	0.010000 	
0.643716 	0.505556 	2.461531 	0.010000 	
0.722747 	0.663302 	56.310357 	0.010000 	
0.678780 	0.566694 	4.357610 	0.010000 	
0.766978 	0.488787 	1.612076 	0.010000 	
0.756665 	0.467381 	2.145030 	0.010000 	
0.791357 	0.563965 	2.485286 	0.010000 	
0.672664 	0.566011 	8.719545 	0.010000 	
0.793930 	0.590101 	20.039790 	0.010000 	
0.771904 	0.559783 	2.312233 	0.010000 	
0.840933 	0.439746 	2.719586 	0.010000 	
0.759129 	0.557102 	4.394020 	0.010000 	
0.640844 	0.611841 	11.302536 	0.010000 	
0.661550 	0.646887 	6.666315 	0.010000 	
0.643605 	0.678946 	1.821051 	0.010000 	
0.727727 	0.599091 	2.010606 	0.010000 	
0.762416 	0.534348 	16.162613 	0.010000 	
0.708469 	0.554376 	1.706012 	0.010000 	
0.724111 	0.635494 	2.153406 	0.010000 	
0.667646 	0.641483 	2.232051 	0.010000 	
0.643026 	0.535826 	2.362702 	0.010000 	
0.747460 	0.488894 	2.229066 	0.010000 	
0.831887 	0.585704 	3.469419 	0.010000 	
0.871196 	0.673487 	4.207087 	0.010000 	
0.712476 	0.515192 	9.944526 	0.010000 	
0.804764 	0.640435 	14.829550 	0.010000 	
0.833369 	0.622169 	3.557021 	0.010000 	
0.875372 	0.492045 	3.053738 	0.010000 	
0.868210 	0.443678 	3.685713 	0.010000 	
0.746835 	0.646762 	55.608946 	0.010000 	
0.875752 	0.483180 	6.935653 	0.010000 	
0.659218 	0.475920 	2.258224 	0.010000 	
0.888093 	0.446265 	2.057695 	0.010000 	
0.880196 	0.448980 	1.783396 	0.010000 	
0.849227 	0.423575 	1.803528 	0.010000 	
0.863970 	0.620500 	6.320292 	0.010000 	
0.735347 	0.590423 	4.966256 	0.010000 	
0.883827 	0.590974 	3.439374 	0.010000 	
0.668747 	0.507399 	1.441986 	0.010000 	
0.827867 	0.654877 	3.214177 	0.010000 	
0.780010 	0.467822 	1.815999 	0.010000 	
0.653164 	0.574857 	2.149162 	0.010000 	
0.631982 	0.447405 	1.685645 	0.010000 	
0.635000 	0.651521 	3.958275 	0.010000 	
0.800519 	0.489124 	1.840922 	0.010000 	
0.822716 	0.617790 	3.981018 	0.010000 	
0.877329 	0.672709 	2.237808 	0.010000 	
0.686977 	0.577776 	3.787371 	0.010000 	
0.857980 	0.462133 	3.868505 	0.010000 	
0.826008 	0.539201 	3.431247 	0.010000 	
0.634214 	0.633074 	2.284290 	0.010000 	
0.645652 	0.553959 	1.940489 	0.010000 	
0.830195 	0.602372 	1.764511 	0.010000 	
0.755194 	0.571397 	7.643353 	0.010000 	
0.738231 	0.628347 	15.066712 	0.010000 	
0.801607 	0.473475 	3.583594 	0.010000 	
0.708198 	0.420316 	1.458470 	0.010000 	
0.820533 	0.630961 	9.715785 	0.010000 	
0.700215 	0.667463 	92.464824 	0.010000 	
0.749882 	0.446695 	2.060012 	0.010000 	
0.763251 	0.524090 	3.059759 	0.010000 	
0.742003 	0.491526 	8.964450 	0.010000 	
0.681080 	0.621511 	2.001759 	0.010000 	
0.644377 	0.558080 	1.457285 	0.010000 	
0.812615 	0.638686 	2.363787 	0.010000 	
0.699162 	0.601235 	3.751060 	0.010000 	
0.757037 	0.545578 	2.511214 	0.010000 	
0.793664 	0.423622 	1.848466 	0.010000 	
0.764254 	0.427381 	44.927820 	0.010000 	
0.686108 	0.641253 	4.229476 	0.010000 	
0.810695 	0.623220 	7.059111 	0.010000 	
0.872984 	0.646166 	14.834417 	0.010000 	
0.713604 	0.541036 	12.292635 	0.010000 	
0.865367 	0.419666 	2.268284 	0.010000 	
0.781985 	0.657420 	3.819571 	0.010000 	
0.702072 	0.490738 	4.553022 	0.010000 	
0.782277 	0.610513 	1.804640 	0.010000 	
0.697850 	0.678710 	1.584909 	0.010000 	
0.823518 	0.589905 	3.823948 	0.010000 	
0.645027 	0.619181 	1.597476 	0.010000 	
0.804248 	0.493173 	2.688679 	0.010000 	
0.733413 	0.663315 	2.536680 	0.010000 	
0.786886 	0.447767 	2.077993 	0.010000 	
0.759111 	0.519323 	2.062612 	0.010000 	
0.855944 	0.456186 	1.569345 	0.010000 	
0.812747 	0.461212 	3.916426 	0.010000 	
0.838634 	0.490453 	3.015106 	0.019979 	
0.673322 	0.515035 	2.006448 	0.018795 	
0.762846 	0.524722 	1.654709 	0.015156 	
0.656916 	0.364931 	1.463893 	0.000000 	
0.752698 	0.554473 	1.735041 	0.014620 	
0.696266 	0.622575 	3.831896 	0.017341 	
0.860489 	0.583625 	3.481859 	0.020786 	
0.868335 	0.385564 	1.462891 	0.000000 	
0.598747 	0.463643 	1.528000 	0.000000 	
0.867357 	0.366996 	1.860422 	0.000000 	
0.678636 	0.496981 	2.847546 	0.019431 	
0.920411 	0.471009 	4.855119 	0.000000 	
0.956819 	0.572127 	2.036001 	0.000000 	
0.997974 	0.366724 	2.716199 	0.000000 	
0.580365 	0.572188 	1.358290 	0.000000 	
0.847428 	0.690042 	3.909591 	0.000000 	
0.707919 	0.556344 	2.175364 	0.015474 	
0.759492 	0.491112 	4.756191 	0.016574 	
0.870706 	0.415793 	2.319375 	0.000000 	
0.828646 	0.506047 	2.544267 	0.018322 	
0.955110 	0.559807 	2.176241 	0.000000 	
0.899990 	0.435557 	2.089836 	0.037124 	
0.628421 	0.513206 	2.097061 	0.000000 	
0.690162 	0.681445 	4.734247 	0.023308 	
0.764464 	0.652650 	3.775640 	0.018154 	
0.693381 	0.417107 	3.540074 	0.000000 	
0.717949 	0.525881 	2.044251 	0.015704 	
0.702073 	0.539612 	2.727274 	0.015976 	
0.677016 	0.433103 	2.284250 	0.027529 	
0.714326 	0.708755 	3.439056 	0.000000 	
0.469071 	0.763468 	1.866397 	0.000000 	
1.021050 	0.571925 	3.437340 	0.000000 	
0.728174 	0.776799 	2.013739 	0.000000 	
0.923008 	0.589202 	1.820900 	0.000000 	
0.770379 	0.563809 	3.007450 	0.014732 	
0.755107 	0.498736 	1.826414 	0.016159 	
0.857274 	0.518264 	2.215808 	0.020635 	
0.738840 	0.402022 	1.446031 	0.000000 	
0.719753 	0.609946 	1.606500 	0.015852 	
0.838754 	0.440704 	2.170377 	0.024743 	
0.733539 	0.400965 	1.607713 	0.000000 	
0.737089 	0.438222 	1.862047 	0.021880 	
0.801162 	0.614475 	1.876971 	0.016842 	
0.852978 	0.452477 	2.124069 	0.024916 	
0.785636 	0.557492 	3.884617 	0.015065 	
0.904939 	0.279778 	1.468806 	0.000000 	
0.649671 	0.700498 	2.656127 	0.000000 	
0.806851 	0.498576 	2.195170 	0.017323 	
0.380197 	0.754220 	1.631996 	0.000000 	
0.583688 	0.730134 	3.849482 	0.000000 	
0.560064 	0.375687 	1.244826 	0.000000 	
0.819158 	0.623447 	3.536739 	0.018406 	
0.834018 	0.364686 	1.848268 	0.000000 	
0.941250 	0.486511 	2.128495 	0.000000 	
0.758153 	0.600930 	3.919721 	0.015172 	
0.670810 	0.621119 	2.257195 	0.019022 	
0.645558 	0.546779 	1.764011 	0.020580 	
0.877343 	0.567215 	2.253648 	0.022959 	
0.893370 	0.600559 	3.758950 	0.027271 	
0.696790 	0.805372 	2.024761 	0.000000 	
0.674060 	0.474861 	2.421877 	0.021815 	
0.644877 	0.339809 	2.437748 	0.000000 	
0.566229 	0.468871 	3.980586 	0.000000 	
0.636188 	0.762351 	4.172897 	0.000000 	
0.645991 	0.200701 	1.125802 	0.000000 	
0.770404 	0.315469 	1.799201 	0.000000 	
0.758749 	0.321369 	3.433482 	0.000000 	
0.972978 	0.579375 	4.126325 	0.000000 	
0.703151 	0.446804 	1.682913 	0.022546 	
0.900584 	0.394305 	1.473535 	0.000000 	
0.649118 	0.500667 	3.574944 	0.022503 	
0.764377 	0.319560 	1.524591 	0.000000 	
0.529143 	0.518399 	2.742361 	0.000000 	
0.850349 	0.532485 	2.619119 	0.019446 	
0.851664 	0.435987 	2.425953 	0.026989 	
0.836919 	0.539340 	3.158790 	0.018024 	
0.776674 	0.581906 	2.689445 	0.015004 	
0.720031 	0.671167 	2.179273 	0.020350 	
0.468856 	0.533677 	1.491362 	0.000000 	
0.710538 	0.415136 	2.567414 	0.000000 	
0.705648 	0.456262 	1.834884 	0.021150 	
0.744636 	0.378045 	1.373479 	0.000000 	
0.735188 	0.643602 	3.054943 	0.017389 	
0.866519 	0.626545 	4.383549 	0.023942 	
1.002771 	0.212701 	1.602534 	0.000000 	
0.494896 	0.728886 	1.914697 	0.000000 	
0.721848 	0.759419 	2.379459 	0.000000 	
0.586862 	0.355940 	1.502308 	0.000000 	
0.753185 	0.524709 	1.589419 	0.015133 	
0.735273 	0.095738 	1.095133 	0.000000 	
0.828243 	0.530214 	2.834246 	0.017497 	
0.788139 	0.564364 	2.247267 	0.015142 	
0.728275 	0.381021 	1.770764 	0.000000 	
0.793600 	0.378289 	2.529459 	0.000000 	
0.654907 	0.608894 	1.593988 	0.019998 	
0.775243 	0.488425 	1.811885 	0.016866 	
0.819464 	0.478905 	1.497963 	0.019235 	
0.907878 	0.584741 	2.153443 	0.000000 	
0.844064 	0.433371 	3.574529 	0.026416 	
0.738087 	0.552894 	2.177290 	0.014723 	
0.617405 	0.603914 	2.064957 	0.000000 	
0.583634 	0.586996 	2.189468 	0.000000 	
0.728366 	0.539609 	2.249951 	0.017660 	
0.972236 	0.456506 	2.869802 	0.000000 	
0.794742 	0.400833 	2.677240 	0.000000 	
0.715776 	0.455076 	1.501213 	0.021928 	
0.477685 	0.531534 	2.843487 	0.000000 	
0.754990 	0.518862 	1.684801 	0.016902 	
0.882562 	0.462461 	2.043090 	0.025342 	
0.859789 	0.578201 	1.989760 	0.021984 	
0.626254 	0.698365 	2.022358 	0.000000 	
0.905583 	0.423254 	1.755933 	0.000000 	
0.824663 	0.605446 	2.761938 	0.021439 	
0.643209 	0.412023 	1.959483 	0.000000 	
0.799011 	0.320733 	1.395196 	0.000000 	
0.961305 	0.609468 	2.848720 	0.000000 	
0.624649 	0.575588 	2.539094 	0.000000 	
0.776404 	0.658889 	2.521895 	0.027510 	
