param#0 	 param#1 	 dist 	  wgt 
1.576161 	0.456544 	2.274716 	0.010000 	
1.566775 	0.515169 	2.164942 	0.010000 	
1.638513 	0.320054 	1.209753 	0.010000 	
1.507021 	0.423209 	2.048757 	0.010000 	
1.530328 	0.487450 	10.769590 	0.010000 	
1.481849 	0.436267 	2.061357 	0.010000 	
1.495055 	0.348475 	2.232740 	0.010000 	
1.529158 	0.370727 	2.192116 	0.010000 	
1.529766 	0.479183 	18.001782 	0.010000 	
1.543656 	0.449210 	3.186718 	0.010000 	
1.512096 	0.331002 	1.283817 	0.010000 	
1.596677 	0.332635 	1.511358 	0.010000 	
1.486990 	0.513192 	1.444662 	0.010000 	
1.613743 	0.506988 	2.133101 	0.010000 	
1.559035 	0.508289 	2.424260 	0.010000 	
1.561789 	0.347351 	1.642671 	0.010000 	
1.507909 	0.362812 	1.595825 	0.010000 	
1.514565 	0.345287 	3.452900 	0.010000 	
1.489677 	0.382313 	2.533004 	0.010000 	
1.497559 	0.474764 	7.362646 	0.010000 	
1.575714 	0.482837 	2.570465 	0.010000 	
1.550843 	0.450518 	1.355563 	0.010000 	
1.502788 	0.358712 	2.022269 	0.010000 	
1.505100 	0.363564 	2.167520 	0.010000 	
1.580543 	0.384692 	1.358959 	0.010000 	
1.480672 	0.394780 	1.490981 	0.010000 	
1.602807 	0.378688 	1.271821 	0.010000 	
1.514324 	0.408836 	2.606653 	0.010000 	
1.640604 	0.376332 	1.439380 	0.010000 	
1.599470 	0.334905 	1.400207 	0.010000 	
1.582737 	0.424851 	1.673664 	0.010000 	
1.594822 	0.338584 	1.736290 	0.010000 	
1.543149 	0.511827 	2.890008 	0.010000 	
1.485860 	0.467005 	4.247651 	0.010000 	
1.514191 	0.371560 	2.222890 	0.010000 	
1.543453 	0.430025 	1.883753 	0.010000 	
1.616856 	0.418002 	1.740597 	0.010000 	
1.484952 	0.324955 	1.431512 	0.010000 	
1.480115 	0.433551 	1.346821 	0.010000 	
1.632219 	0.323844 	1.192006 	0.010000 	
1.616617 	0.457512 	1.953430 	0.010000 	
1.617080 	0.512715 	2.861773 	0.010000 	
1.495093 	0.439491 	1.676030 	0.010000 	
1.624715 	0.369109 	1.459001 	0.010000 	
1.520209 	0.483153 	3.052849 	0.010000 	
1.570933 	0.480729 	1.643964 	0.010000 	
1.552112 	0.395777 	1.667597 	0.010000 	
1.495782 	0.354184 	1.932324 	0.010000 	
1.578029 	0.361049 	1.631213 	0.010000 	
1.617195 	0.352662 	1.285584 	0.010000 	
1.512146 	0.381238 	3.303984 	0.010000 	
